# threshold  best_bic
1.356424357977194006e+01 4.904125981165634585e+01
1.430795275067041317e+01 4.520833938566420329e+01
1.482595829878032134e+01 3.023646437226443595e+01
1.612715431399960408e+01 1.440557180670566595e+01
