# period  BIC_array
1.000000000000000000e+02 3.315520695864080380e+00
1.002575618524596877e+02 4.250868870341321326e+00
1.005164538931336295e+02 3.755505258764145537e+00
1.007766864534134896e+02 4.779753836292883307e+00
1.010382699719586554e+02 7.605798153256529304e+00
1.013012149960920851e+02 7.938166971285738782e+00
1.015655321832178402e+02 6.324948292854060128e+00
1.018312323022610570e+02 6.082947121495834608e+00
1.020983262351304148e+02 6.965205339604096935e+00
1.023668249782038799e+02 7.456584869623043232e+00
1.026367396438377142e+02 8.064498453593500926e+00
1.029080814618995703e+02 1.173272697118272845e+01
1.031808617813260298e+02 1.398721841757051720e+01
1.034550920717047404e+02 1.133977783672230544e+01
1.037307839248821040e+02 4.027553053897406699e+00
1.040079490565966154e+02 3.713240303788865049e+00
1.042865993081384346e+02 1.583222866649774119e+01
1.045667466480357888e+02 1.929475307298875464e+01
1.048484031737685314e+02 1.992807536744422237e+01
1.051315811135096823e+02 1.988157362418778007e+01
1.054162928278948499e+02 1.994973234801918238e+01
1.057025508118209842e+02 2.009001154457541816e+01
1.059903676962741343e+02 1.622201028845424275e+01
1.062797562501873188e+02 3.562325581463198887e+00
1.065707293823289348e+02 3.098488096805454006e-01
1.068633001432221192e+02 7.571121382982823889e-01
1.071574817270960835e+02 1.904104933819354528e+00
1.074532874738694090e+02 1.925950535009690157e+00
1.077507308711665672e+02 3.106841680469472067e+00
1.080498255563679635e+02 2.807841010559229744e+00
1.083505853186941295e+02 7.436254807981583781e-01
1.086530241013248599e+02 1.641816479283875196e-01
1.089571560035540756e+02 4.270026132986401990e-01
1.092629952829807252e+02 1.008468397633436098e+00
1.095705563577368764e+02 1.534620721683836564e+00
1.098798538087535093e+02 6.557917060958999400e+00
1.101909023820647775e+02 7.733252347416140537e+00
1.105037169911514923e+02 5.915383118624845338e+00
1.108183127193246378e+02 8.151732589066057244e+00
1.111347048221498568e+02 6.504353466847845766e+00
1.114529087299133465e+02 2.028803487321084731e+00
1.117729400501304156e+02 7.258424120358029086e-01
1.120948145700972987e+02 7.797946284852059762e-01
1.124185482594873093e+02 3.693003112598262305e+00
1.127441572729919130e+02 9.157288614709671037e+00
1.130716579530080708e+02 1.189252247055705425e+01
1.134010668323722939e+02 1.125604315651017373e+01
1.137324006371428453e+02 9.580771846818294080e+00
1.140656762894307406e+02 8.616124806681398240e+00
1.144009109102807429e+02 8.109097200788255577e+00
1.147381218226032473e+02 1.432940566060983656e+01
1.150773265541581623e+02 1.642582036783750254e+01
1.154185428405920391e+02 1.581393241208797917e+01
1.157617886285290609e+02 1.397013271642680365e+01
1.161070820787177524e+02 1.076465216388692170e+01
1.164544415692338504e+02 5.974548311169712633e+00
1.168038856987410128e+02 1.748937397109443737e+00
1.171554332898103752e+02 1.073586816319505033e-01
1.175091033923001902e+02 8.819100408413760306e-02
1.178649152867969576e+02 1.570834910947382923e-01
1.182228884881191107e+02 1.918721498342392806e-01
1.185830427488849210e+02 5.819286506307719264e-01
1.189453980631456744e+02 1.381775688717311823e+00
1.193099746700857651e+02 2.459513734194615608e+00
1.196767930577910164e+02 3.815541597012753527e+00
1.200458739670866208e+02 3.878718216635149929e+00
1.204172383954465886e+02 2.402691541736714953e+00
1.207909076009756006e+02 1.052919627386216916e+00
1.211669031064655968e+02 7.963953982965392697e-01
1.215452467035281074e+02 6.094287395615168634e+00
1.219259604568044040e+02 1.289659068833600486e+01
1.223090667082549601e+02 1.322537903020489125e+01
1.226945880815299716e+02 7.569846477538476393e+00
1.230825474864229960e+02 5.023108900122650766e+00
1.234729681234090464e+02 2.268665317528302694e+00
1.238658734882696422e+02 5.301689233914430588e-01
1.242612873768062229e+02 2.069864701600522494e+00
1.246592338896442840e+02 1.429523764276908082e+01
1.250597374371299537e+02 1.883669469769293414e+01
1.254628227443214570e+02 1.985518335167807891e+01
1.258685148560773257e+02 1.977159015614097370e+01
1.262768391422435315e+02 1.835996952520795844e+01
1.266878213029421403e+02 1.511810001299107853e+01
1.271014873739634226e+02 1.058000242748826736e+01
1.275178637322639901e+02 6.795213381915488071e+00
1.279369771015733903e+02 7.093516137672224886e+00
1.283588545581115170e+02 1.206304755400907425e+01
1.287835235364196933e+02 1.396402358302881908e+01
1.292110118353077723e+02 1.454541868932963666e+01
1.296413476239199838e+02 1.295343660228840577e+01
1.300745594479227236e+02 6.282698880959827648e+00
1.305106762358163337e+02 2.541765582460357109e+00
1.309497273053748643e+02 3.233337499904877177e+00
1.313917423702157805e+02 1.039629510280832392e+01
1.318367515465032795e+02 1.621489132748914130e+01
1.322847853597886285e+02 1.429075292334823644e+01
1.327358747519898543e+02 1.077571574432622015e+01
1.331900510885153608e+02 6.923623477599818443e+00
1.336473461655337758e+02 1.303492257987869607e+00
1.341077922173944046e+02 5.642020840037389462e-01
1.345714219242014451e+02 5.001194693627724064e-01
1.350382684195460286e+02 6.821479427617305191e-01
1.355083652983994114e+02 1.020100202831741854e+00
1.359817466251720646e+02 4.894582159279394773e+00
1.364584469419419293e+02 1.578345354496946129e+00
1.369385012768564707e+02 1.117784160753217293e+00
1.374219451527128228e+02 9.550487122197068857e-01
1.379088145957200311e+02 8.971878083840181262e-01
1.383991461444486220e+02 6.501343398531105322e-01
1.388929768589713376e+02 5.468078459568346261e-01
1.393903443302005485e+02 1.637319965214828699e+00
1.398912866894270621e+02 2.416762007763765041e+00
1.403958426180649610e+02 4.879692751500499526e+00
1.409040513576086937e+02 5.291642710961355078e+00
1.414159527198065689e+02 7.147465612265648360e+00
1.419315870970573314e+02 7.497226692777644530e+00
1.424509954730347374e+02 4.718930561791466971e+00
1.429742194335463239e+02 1.303456733575217186e+00
1.435013011776323992e+02 7.457808008231268104e-01
1.440322835289114778e+02 2.265032978582837586e+00
1.445672099471785259e+02 4.445141378780164132e+00
1.451061245402624422e+02 5.251812201295166460e+00
1.456490720761501052e+02 4.364943468745650534e+00
1.461960979953831554e+02 3.033137388113402722e+00
1.467472484237356412e+02 2.096587761132695960e+00
1.473025701851793201e+02 1.817030717298933951e+00
1.478621108151442627e+02 2.172839374983595917e+00
1.484259185740833402e+02 3.042098008490967231e+00
1.489940424613476466e+02 4.015750249397314064e+00
1.495665322293822612e+02 4.661329789113239030e+00
1.501434383982502538e+02 5.392790317407047951e+00
1.507248122704943682e+02 6.217603859106020536e+00
1.513107059463450810e+02 6.394634370225816156e+00
1.519011723392849262e+02 5.438496469653159693e+00
1.524962651919786083e+02 4.713696393453346900e+00
1.530960390925790193e+02 5.070501415588154259e+00
1.537005494914195651e+02 5.531155345563689707e+00
1.543098527181035706e+02 6.820176899355857358e+00
1.549240059990017073e+02 8.612719558118612895e+00
1.555430674751690390e+02 9.739790596390918154e+00
1.561670962206932813e+02 7.659671287382025184e+00
1.567961522614865260e+02 3.047636103105446637e+00
1.574302965945329049e+02 1.287776925162347652e+00
1.580695912076054128e+02 1.331119684174723261e+00
1.587140990994648178e+02 4.237664997128490540e+00
1.593638843005549859e+02 8.265619829631930315e+00
1.600190118942085462e+02 1.433108017782654997e+01
1.606795480383778454e+02 1.721198570613722723e+01
1.613455599879060571e+02 1.820630548446635544e+01
1.620171161173550445e+02 9.727090816129674522e+00
