# period  BIC_array
1.000000000000000000e+02 4.610993313280783923e+02 -1.114963565935624956e+00
1.003341635055989229e+02 4.610322236576711248e+02 -1.059459054628803187e+00
1.006705678040793970e+02 4.605217915652590932e+02 -9.978798957336607600e-01
1.010092355103188595e+02 4.595930425727996749e+02 -1.138746544412299500e+00
1.013501895445384946e+02 4.585457046646410504e+02 -1.447927125972967133e+00
1.016934531374740800e+02 4.580441799887191792e+02 -1.848505703089756480e+00
1.020390498356522073e+02 4.585852308383656464e+02 -2.284555829611576883e+00
1.023870035067745619e+02 4.599502780658501138e+02 -2.648400356719321280e+00
1.027373383452127058e+02 4.615826699480297748e+02 -3.142964492826877176e+00
1.030900788776160937e+02 4.630425126824381437e+02 -3.785033965900368003e+00
1.034452499686358635e+02 4.639187972737066730e+02 -4.407033029085823728e+00
1.038028768267675872e+02 4.638472852560969386e+02 -5.022275044510536191e+00
1.041629850103154666e+02 4.625537786736638850e+02 -5.565162200224449407e+00
1.045256004334811593e+02 4.609344246165381378e+02 -5.952867071296111590e+00
1.048907493725801601e+02 4.598602572706354863e+02 -6.291873564730906310e+00
1.052584584723891510e+02 4.595111141187180124e+02 -6.483689640282250366e+00
1.056287547526270743e+02 4.595656256560326938e+02 -6.482009283283218792e+00
1.060016656145735823e+02 4.595588911319030672e+02 -6.295237711411118653e+00
1.063772188478282601e+02 4.590658605953009328e+02 -5.996849989765223654e+00
1.067554426372139744e+02 4.582749495904400305e+02 -5.628079599936540944e+00
1.071363655698279729e+02 4.579095217605115522e+02 -5.229233593211233710e+00
1.075200166422444852e+02 4.582455235948754648e+02 -4.602617660873704608e+00
1.079064252678728195e+02 4.590198411026099166e+02 -3.904088463277957999e+00
1.082956212844744499e+02 4.599414869874174769e+02 -3.174480406422048873e+00
1.086876349618434290e+02 4.608741920538473096e+02 -2.581362162217658351e+00
1.090824970096543609e+02 4.619044776321169934e+02 -1.962420437529544870e+00
1.094802385854819136e+02 4.629545805853334741e+02 -1.581689425324498188e+00
1.098808913029964742e+02 4.631808419714234333e+02 -1.250920862731277339e+00
1.102844872403403542e+02 4.620378999606790558e+02 -1.106688530836947848e+00
1.106910589486894736e+02 4.603336191991463693e+02 -8.873158150833546642e-01
1.111006394610049028e+02 4.594771137508486163e+02 -9.319119807655056320e-01
1.115132623009794486e+02 4.597566613236932085e+02 -1.130582340256808038e+00
1.119289614921845128e+02 4.607177494736745871e+02 -1.502209773295248851e+00
1.123477715674221713e+02 4.623006386509077288e+02 -1.809822875113638929e+00
1.127697275782879842e+02 4.636569217010450643e+02 -2.308285032568221595e+00
1.131948651049501251e+02 4.633286949187593677e+02 -2.879039845333181802e+00
1.136232202661506534e+02 4.620705890852746620e+02 -3.405669898583369104e+00
1.140548297294346440e+02 4.631667604269571257e+02 -3.936477111554097519e+00
1.144897307216133413e+02 4.657386722765364198e+02 -4.489062971573275718e+00
1.149279610394675331e+02 4.651699435046531903e+02 -4.939418941692395038e+00
1.153695590606979522e+02 4.609048560402121097e+02 -5.171923479769077403e+00
1.158145637551288161e+02 4.584877982787151609e+02 -5.280371218218419926e+00
1.162630146961717656e+02 4.586537898022622812e+02 -5.291450877022555233e+00
1.167149520725572245e+02 4.587792268820926438e+02 -5.217288593645548644e+00
1.171704167003404393e+02 4.585579762531809251e+02 -5.085272838050002520e+00
1.176294500351895493e+02 4.586328438826102456e+02 -4.942986781491697457e+00
1.180920941849639121e+02 4.588521328713508751e+02 -4.891150215072741503e+00
1.185583919225902889e+02 4.591111643900663921e+02 -4.890844943660226818e+00
1.190283866992452602e+02 4.596321603390978225e+02 -5.057657088058419959e+00
1.195021226578523823e+02 4.600171624125200651e+02 -5.115150982938473589e+00
1.199796446469032816e+02 4.596276393303548389e+02 -5.224773075446080384e+00
1.204609982346110399e+02 4.590171529690403531e+02 -5.395290465100345045e+00
1.209462297234058497e+02 4.595539546869762830e+02 -5.485691133221905602e+00
1.214353861647823862e+02 4.614738850075270307e+02 -5.530761998062644125e+00
1.219285153745090184e+02 4.637642968575131022e+02 -5.486080320920848408e+00
1.224256659482090015e+02 4.647384827772768858e+02 -5.409937924034466050e+00
1.229268872773243402e+02 4.636990265131347542e+02 -5.245931375109137207e+00
1.234322295654737047e+02 4.624780064809863234e+02 -5.099172457548945658e+00
1.239417438452151572e+02 4.619494684017881241e+02 -4.971469117516278402e+00
1.244554819952259237e+02 4.612534113018954827e+02 -4.873182185794973975e+00
1.249734967579112634e+02 4.599851647702095647e+02 -4.796078299607586359e+00
1.254958417574548122e+02 4.588032438099668298e+02 -4.702789167360208467e+00
1.260225715183234456e+02 4.581757783876278722e+02 -4.631172696999726668e+00
1.265537414842403763e+02 4.579615569116431857e+02 -4.550126014532224872e+00
1.270894080376398421e+02 4.579449159295791674e+02 -4.468763565992389886e+00
1.276296285196180094e+02 4.580726695232440875e+02 -4.343418391914212862e+00
1.281744612503950407e+02 4.584830121357447865e+02 -4.178112354371421588e+00
1.287239655503032338e+02 4.593460624963900045e+02 -3.974186437453852250e+00
1.292782017613177743e+02 4.603841385758721003e+02 -3.733278325103071893e+00
1.298372312691455477e+02 4.609533350133532394e+02 -3.457928449831001672e+00
1.304011165258901599e+02 4.606658701231512509e+02 -3.168120641899008660e+00
1.309699210733096209e+02 4.596751840168635113e+02 -2.886231212200073060e+00
1.315437095666857772e+02 4.585968584699559756e+02 -2.607827915080235925e+00
1.321225477993235984e+02 4.580255761110538515e+02 -2.375080763819937602e+00
1.327065027277005242e+02 4.581785497174134321e+02 -2.255403972849649108e+00
1.332956424972854279e+02 4.589009818769849289e+02 -2.289476123189444934e+00
1.338900364690483400e+02 4.598095520047538116e+02 -2.480217728755008011e+00
1.344897552466830177e+02 4.605019898981436768e+02 -2.818161966935747387e+00
1.350948707045638741e+02 4.607870564045646233e+02 -3.233253230832588088e+00
1.357054560164615111e+02 4.606757047800832652e+02 -3.617625013695715097e+00
1.363215856850401906e+02 4.602693669668749408e+02 -3.913449327803334654e+00
1.369433355721626242e+02 4.596888495137382051e+02 -4.130432919084739751e+00
1.375707829300279457e+02 4.590532886157533312e+02 -4.296124057602980884e+00
1.382040064331695248e+02 4.585231599826197453e+02 -4.452166099353235040e+00
1.388430862113405055e+02 4.582374609933834790e+02 -4.601542603835525824e+00
1.394881038833161995e+02 4.582278535412559108e+02 -4.807475634636602990e+00
1.401391425916430080e+02 4.583269887391970201e+02 -5.066840659466606667e+00
1.407962870383647385e+02 4.583267468759279382e+02 -5.324738978240816323e+00
1.414596235217592834e+02 4.581685853207889636e+02 -5.613964992252647335e+00
1.421292399741184624e+02 4.579688553879234973e+02 -5.857960656692853263e+00
1.428052260006058702e+02 4.578865103222784114e+02 -6.035277039870948101e+00
1.434876729192290270e+02 4.580223724562869734e+02 -6.100753828100152987e+00
1.441766738019633181e+02 4.582493431238285666e+02 -6.020937825954320033e+00
1.448723235170661496e+02 4.582139274171303782e+02 -5.794508056916356509e+00
1.455747187726221910e+02 4.579399615773017445e+02 -5.466672344297364816e+00
1.462839581613615394e+02 4.579713526183064687e+02 -5.013683891124287584e+00
1.470001422067945498e+02 4.587783461343061049e+02 -4.489324261247816139e+00
1.477233734107081773e+02 4.605474423024872976e+02 -3.936239209623352053e+00
1.484537563020716675e+02 4.628245104249750739e+02 -3.398229989936567108e+00
1.491913974874002236e+02 4.647354067236163928e+02 -2.927375725827914721e+00
1.499364057026275248e+02 4.655508812328462227e+02 -2.351532193410207583e+00
1.506888918665402173e+02 4.652825317644200709e+02 -1.975067417649427171e+00
1.514489691358298273e+02 4.642294711717201494e+02 -1.888216433334605426e+00
1.522167529618189121e+02 4.625046234111266585e+02 -1.539593889542004490e+00
1.529923611489217024e+02 4.605267589725560811e+02 -1.410501052774293385e+00
1.537759139149009400e+02 4.590467685557611048e+02 -1.305237773580302019e+00
1.545675339529860821e+02 4.584633046291738765e+02 -1.284708542646512797e+00
1.553673464959202022e+02 4.586193856904529298e+02 -1.279690960017148882e+00
1.561754793820052498e+02 4.591987802293842265e+02 -1.451264309930593299e+00
1.569920631232197650e+02 4.597617301563947194e+02 -1.658723417136172884e+00
1.578172309754845628e+02 4.597020178465039635e+02 -1.807694984073975775e+00
1.586511190111561689e+02 4.590167553634875617e+02 -1.957182683590758643e+00
1.594938661938303710e+02 4.585470454603911890e+02 -2.429879813401726096e+00
1.603456144555433411e+02 4.589691778763647108e+02 -2.665515804043195658e+00
1.612065087764591453e+02 4.597694778400395990e+02 -3.290808530490437533e+00
1.620766972671381438e+02 4.600827156473009154e+02 -4.040693718144893865e+00
