# period  BIC_array
1.000000000000000000e+03 3.991504705427485078e+01
1.031032384392750146e+03 4.003634239089331004e+01
1.064052469644823759e+03 4.187042528337758540e+01
1.099257550073796438e+03 4.370636137476890326e+01
1.136871924050095004e+03 4.464464519215925975e+01
1.177151677810267074e+03 4.397319929951117956e+01
1.220390523577363183e+03 4.304184830746112311e+01
1.266926973411435029e+03 4.011854942334969110e+01
1.317153219467370945e+03 3.887993159242580532e+01
1.371526213751779778e+03 3.849084768076261298e+01
1.430581610323607947e+03 4.082862047266348782e+01
1.494951471519875668e+03 4.396937972673561035e+01
1.565386979616154576e+03 4.521047104819763263e+01
1.642787886385618776e+03 4.367533020095481788e+01
1.728241153964178693e+03 4.409047209094399022e+01
1.823072317406180900e+03 4.250768634342296082e+01
1.928914739028241456e+03 4.383206818477697198e+01
2.047804473933543932e+03 4.342099032539078962e+01
2.182312522435241135e+03 4.364124743354523162e+01
2.335732867924741186e+03 4.451876513374963906e+01
2.512355828789840416e+03 4.518738444303619417e+01
2.717875577356903705e+03 3.965120587565741062e+01
2.960015497953693739e+03 4.374445534104972921e+01
3.249520524745503735e+03 4.503200412410797071e+01
3.601794944462598778e+03 4.695467038109381974e+01
4.039735035847444578e+03 4.752212137863614316e+01
4.598914269069406146e+03 4.550812092631940686e+01
5.337766768630518527e+03 4.577165671720979390e+01
6.359466045629200380e+03 4.524718662755878995e+01
7.864878524353076500e+03 4.456218913792690728e+01
1.030405355837666320e+04 4.397777501340590334e+01
1.493633584833791429e+04 4.348430918934968759e+01
2.713522764999885112e+04 4.327757788345138579e+01
