# threshold  best_bic
1.571536518234605850e+01 1.966859080786675804e+02
1.489400967265929765e+01 4.035203767101729682e+02
1.542679037345996207e+01 3.164245893346628691e+01
1.700640643100063087e+01 5.703104839722573161e+01
1.769669266878019798e+01 1.606306105142971319e+01
