# threshold  best_bic
1.581968717375788458e+01 9.143688496284494249e+01
1.679029994222817379e+01 7.073643262755877004e+01
1.743575909051858730e+01 4.231307277562245872e+01
1.913040025115204301e+01 5.298459476943548907e+01
1.982317731450023501e+01 2.521911908930587742e+01
2.219212633644727362e+01 1.484484807353805991e+01
