,index,name,teff,teff_err,teff_seg_std,teff_uncal,logg,logg_err,logg_seg_std,logg_uncal,fe,fe_err,fe_seg_std,fe_uncal,vsini,vsini_err,iso_mass,iso_mass_err1,iso_mass_err2,iso_radius,iso_radius_err1,iso_radius_err2,iso_logage,iso_logage_err1,iso_logage_err2,iso_age,iso_age_err1,iso_age_err2,iso_teff,iso_teff_err1,iso_teff_err2,iso_logg,iso_logg_err1,iso_logg_err2,iso_fe,iso_fe_err1,iso_fe_err2,iso_parallax,iso_parallax_err1,iso_parallax_err2
10,20,73534,4979.38819035,100.0,70.4874884325,5067.77223456,3.6234989484699995,0.1,0.112186500077,3.77465612009,0.270737481857,0.06,0.0673544847585,0.292656066858,2.75401576203,,1.31415599548,0.15938457963400002,-0.16436137988500002,2.8019295584900004,0.448994964417,-0.39061613509800003,9.6644575311,0.2131554068,-0.17807549041499998,,2.9261572579400004,-1.55338013658,4908.18770665,96.3254533793,-79.4853669788,3.65229362699,0.09142629200089998,-0.0953134383627,0.233602751124,0.0600113043844,-0.0619324435449,1.78034684094,0.29234471862,-0.24239974665600003
11,25,75784,4928.19534479,100.0,50.4052779711,5019.53838951,3.50679218885,0.1,0.0952866949427,3.65558461417,0.272428519996,0.06,0.08893879805379999,0.29459144945599997,2.11160154771,,1.3487925567399999,0.17488185475600002,-0.175244522508,3.25201318421,0.509259387079,-0.43941511204800004,9.62593906705,0.223656956769,-0.185547490032,,2.8467825018299995,-1.4687721009099999,4846.928581100001,79.1362286448,-69.4310436009,3.53303272448,0.09464203070699999,-0.09515893747680002,0.233326035119,0.0599004048624,-0.061765147891300005,1.5494867346599999,0.242121594674,-0.208830915657
12,33,25311,6231.46145698,100.0,10.979927316500001,6247.47434477,4.09886738859,0.1,0.13174828922499998,4.22080823511,0.18430006185699999,0.06,0.0508973859937,0.19372897903900002,7.362881601030001,,1.33462357836,0.0975383735781,-0.08935322833550001,1.6279095977899998,0.268848920489,-0.224358498409,9.41273351931,0.0916783815657,-0.100844347436,,0.6079409738329999,-0.535986482073,6216.24568244,106.85704344700001,-101.680887454,4.12742201176,0.0993074067151,-0.10263596402599999,0.159692993232,0.063424248183,-0.059490922636400004,2.67918499821,0.429119791206,-0.375613349604
13,39,75898,5956.91169635,100.0,46.2970260138,5988.7938501,4.01695752772,0.1,0.0661327261879,4.17235665565,0.257430404284,0.06,0.0727164885512,0.277426199612,3.86167922073,,1.31874708795,0.119698776373,-0.111792818783,1.7753912682900002,0.27496468745700003,-0.243797205713,9.55299899738,0.141303016882,-0.110428839779,,1.3712240974,-0.80062470231,5945.65538599,95.0664087382,-94.0887736034,4.0486909960699995,0.0984817340302,-0.09362668198030001,0.23211409925700002,0.06040024458169999,-0.0617341032476,2.5229995283,0.40878288723800005,-0.347244127835
14,40,23356,4965.40661339,100.0,81.3125752732,5054.59880751,4.6168480217,0.1,0.143556339895,4.65612358726,-0.0163012464031,0.06,0.0438074193894,-0.0358579665106,0.386970256703,,0.785344351461,0.0328394378254,-0.0308285749259,0.7535865748389999,0.030230814542400005,-0.0264723696055,9.77910192216,0.261416029668,-0.507113172563,,4.96471826858,-4.14251472074,4953.96847237,96.4991769031,-99.0281093608,4.57768829874,0.0270618739971,-0.0327329405467,-0.0426490444578,0.0626747435845,-0.0587108612248,6.6338292757,0.31577517973700003,-0.307236149743
15,41,24040,5778.59657898,100.0,121.919001797,5820.78553474,4.10323183714,0.1,0.160618688493,4.24206782189,0.21864299557300002,0.06,0.096133384581,0.23303425237599998,1.41321866785,,1.13104313922,0.09782721650779999,-0.0739062009847,1.47199414528,0.202514579862,-0.17217952247200002,9.79218340855,0.11533479670499999,-0.13650138631300002,,1.8849607857599997,-1.6713662597499999,5787.03956038,87.57567690290001,-95.50509250209998,4.14925086416,0.08676377871200001,-0.0876170851035,0.201725228277,0.058992547530500004,-0.059932923004199994,3.09001224372,0.41338687453100004,-0.383843592421
16,42,26965,5030.385684995,100.0,68.7415949845,5115.82202019,4.3843800512949995,0.1,0.2211728779205,4.30332242075,-0.251291321242,0.06,0.0416506520549,-0.304802640823,5.364992749385e-07,,0.7336550736649999,0.029370194759350002,-0.0267835053047,0.718844374526,0.0306636784271,-0.0264299539527,9.959927712199999,0.13819111020949998,-0.3475279859235,,3.416204345305,-5.022134531975,5055.633602685,97.813444283,-96.3541973691,4.58709613232,0.0289799532275,-0.029290623982,-0.26373414876199996,0.0603331126016,-0.0638989132025,6.8880778314999995,0.3281886586165,-0.338743332237
17,43,32147,4805.81242798,100.0,89.9077902623,4904.22933448,4.3525250923900005,0.1,0.131673531139,4.52783800561,0.27930284150699997,0.06,0.04834307890819999,0.302459067529,0.7323430445319999,,0.8242648592980001,0.029242385318,-0.025929302305099995,0.799119057921,0.0319273158086,-0.0281755047791,9.97005911182,0.13145357259,-0.339327393192,,3.2993666623199998,-5.060818363219999,4829.62129389,101.84354798700001,-100.046840159,4.545187647900001,0.031755517478999996,-0.029101506040599998,0.261920215281,0.0626440778662,-0.05927987486280001,6.313081664349999,0.301770816301,-0.308166450265
18,44,36003,4544.71331457,100.0,185.774428462,4658.22202542,4.37124041996,0.1,0.296258886964,4.38829097821,-0.046971246650800005,0.06,0.0490203065032,-0.0709595904129,1.54371086596,,0.697372658315,0.029316348901800002,-0.0251569952607,0.6795773745020001,0.0243484789587,-0.023222362732799998,9.94139189553,0.151999075731,-0.37228623757299995,,3.66152839063,-5.02988555192,4568.40472827,100.032495145,-103.268513481,4.61524089114,0.021048487220000002,-0.0201620086844,-0.05811457182080001,0.0571735967441,-0.0622373252827,7.716792878630001,0.388384091252,-0.349760751733
19,45,38858,5702.4115841,100.0,36.5672849175,5749.00411298,4.49946183407,0.1,0.118869686601,4.4603944038800005,-0.162014914743,0.06,0.06032990789469999,-0.202626350671,1.9561231496800002e-07,,0.893085947286,0.0418553388635,-0.0400402037198,0.890097549831,0.0684748648886,-0.0500429490587,9.7222324018,0.25487790957,-0.46371370993,,4.17951170966,-3.4616159808699996,5693.10615414,95.1570322675,-96.35235156610001,4.48842637917,0.050978731261800005,-0.0714453212724,-0.186864104397,0.062337370277399995,-0.05954458793740001,5.17570581183,0.341795425175,-0.393533143728
20,46,42581,4381.09302751,100.0,9.076385426769999,4504.05916367,4.30296784556,0.1,0.592435204049,3.97780619369,-0.751115370126,0.06,0.323782205418,-0.876848145863,3.6111413591199994,,0.567553943701,0.0129866303054,-0.010266282199,0.559400779489,0.010116767765200001,-0.00712777167001,10.0846262837,0.04313003517319999,-0.0909932643327,,1.2708461892,-2.29693478807,4550.26019965,71.6228726908,-62.850744058400004,4.6967463157300005,0.00435817421377,-0.00821020076815,-0.7016892005419999,0.05126629257280001,-0.04896937067919999,9.54564574013,0.218190369236,-0.26543161169199997
21,48,34411,5811.14191081,100.0,96.6818786852,5851.44971203,4.1066521176999995,0.1,0.145129305056,4.18553408847,0.0945817933967,0.06,0.0915204176103,0.09104698062889999,6.62112162685e-06,,1.06362325011,0.0835156307545,-0.0633034926812,1.41733606014,0.197248748377,-0.168637162662,9.86261610232,0.0980028795706,-0.130304295269,,1.8449863125,-1.86606984811,5818.06639024,102.888779195,-103.353866938,4.15456489963,0.09195360420219999,-0.0934323142303,0.0774447573464,0.06221143956680001,-0.0630853669055,3.20496324418,0.443307122976,-0.400384433973
22,49,50692,5799.954906794999,100.0,69.1151133345,5840.909328655,4.273119527265001,0.1,0.10220708161480001,4.227775235259999,-0.16962304232,0.06,0.0821033382589,-0.2113338052075,5.36715698396e-07,,0.9026073525189999,0.045123021206750005,-0.03837505007455,1.07350741038,0.1403668519175,-0.1092207593625,9.988860005860001,0.09249193575619999,-0.15983500257799999,,2.3086926271149997,-2.99511491535,5806.853022985,93.9768045159,-85.13700451189999,4.319923921025,0.09397646851495,-0.098383224805,-0.18758907503650002,0.061783630674,-0.0586980425422,4.251392251295,0.49660283903049995,-0.4991890339095
23,50,65277,4692.9450423,100.0,127.72446030100001,4797.88580283,4.548601145909999,0.1,0.23006019630600003,4.52072228406,-0.150266455195,0.06,0.028313091060700003,-0.18918031202799998,0.7111003500859999,,0.6967537248100001,0.0291166067645,-0.0253910333536,0.673696091627,0.0244542741896,-0.021897334945400002,9.860918259850001,0.20931290628,-0.458718344524,,4.49553788261,-4.73505041867,4695.60154726,99.5954426691,-99.35364186780001,4.6227028013,0.021277612286700002,-0.022214574087999997,-0.169358484762,0.061144974780099996,-0.0626627577515,7.666488876410001,0.339318149776,-0.342560379345
24,51,66428,5668.86338502,100.0,107.221330377,5717.39503522,4.14953142178,0.1,0.111913926048,4.32624987118,0.2958929555,0.06,0.10057136345699999,0.321446349472,7.2391802219e-06,,1.10065026994,0.0914617311765,-0.0659168851564,1.38927744616,0.181392609115,-0.16591078210899998,9.84483554092,0.114902628342,-0.14229110636199999,,2.1123025210599997,-1.95444832869,5683.62974016,87.7130081258,-103.29636496399999,4.18796440748,0.0917070361866,-0.0835276121139,0.277824408757,0.0608715797278,-0.0619218325856,3.2996363707200005,0.459347059152,-0.391460337073
