,curv,dvdt,e1,e2,e3,e4,gamma_apf,gamma_j,gamma_k,gamma_lick,jit_apf,jit_j,jit_k,jit_lick,k1,k2,k3,k4,num_planets,per1,per2,per3,per4,secosw1,secosw2,secosw3,secosw4,sesinw1,sesinw2,sesinw3,sesinw4,star,tc1,tc2,tc3,tc4,tp1,tp2,tp3,tp4,w1,w2,w3,w4
151,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,245409,,,,,,,,,,,,
152,-2.22350103617432e-07,0.001720585879542452,,,,,-7.768063711061229,2.994284798203313,5.311208160341885,,3.5934335632045182,3.438411151547644,3.512115567075338,,28.592088627828694,15.989338538276638,12.039368607195467,,3,154.2752008846721,887.4636815314934,1758.452285692083,,-0.17908413726058875,0.2716334939866908,0.14498138771758295,,0.11860862609365971,0.18436128640849522,0.04403394265507409,,37124,-61.380188683531266,2454932.950397264,2450915.2104004957,,,,,,,,,
153,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,37962,,,,,,,,,,,,
154,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,38392,,,,,,,,,,,,
155,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,38230,,,,,,,,,,,,
156,-1.7659844743557449e-06,-0.007793131692547036,,,,,-12.298784915451465,18.912239364635806,13.32734008119038,-30.15971779474234,9.060066685476823,15.275128765325215,14.993606556457216,15.002957226850354,165.1285890923737,55.67698279362393,,,2,2107.6430692940544,14.310222859143446,,,0.5320999565952084,-0.07487871050696072,,,0.24163494438043953,0.5138971835940738,,,38529,-5003.128401448944,2455200.408209879,,,,,,,,,,
157,-4.5526263106826734e-07,0.000547675192206604,,,,,2.641190668347005,-1.776507730866327,6.325429892664059,,1.9045789892691267,3.4972289810462267,4.099906767638395,,3.189681420863656,,,,1,416.75042042993874,,,,0.39059237626979687,,,,-0.37561242696244473,,,,38858,28.806019072330553,,,,,,,,,,,
158,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,39881,,,,,,,,,,,,
159,-8.909267875461657e-07,-0.02889470803173041,,,,,88.91470022185321,7.555292474192356,5.575192994410985,,2.7212553373907533,2.0375044175486217,1.3931986859102568,,4.04298482958036,,,,1,527.5831035385368,,,,-0.7522062460623532,,,,-0.3934502741646491,,,,40397,-568.4444804594613,,,,,,,,,,,
160,6.499019126861573e-07,0.0008026687307816433,,,,,,4.751103710333336,1.5578122107874808,29.343524943885892,,19.18512275110565,18.978996032081028,15.17179205859059,107.59135745702609,,,,1,265.3803038859027,,,,0.4166765823832698,,,,-0.2816192795620239,,,,40979,-505.65181510881513,,,,,,,,,,,
161,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,40647,,,,,,,,,,,,
162,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl226,,,,,,,,,,,,
163,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,42581,,,,,,,,,,,,
164,-5.203471120836614e-08,0.0008853468463749897,,,,,-4.212340312188621,-2.154553202383628,0.8561970462404191,,2.8420787200378794,2.5708376461402467,3.3112246741363687,,2.360428700216626,2.1309808302909046,1.69113042043536,,3,2956.043313285119,148.5952714347584,390.07893393400593,,0.03842595859144053,-0.10475113384580594,0.5312048172293125,,-0.522701843541349,0.4845847466807696,-0.09567968807596598,,42618,1114.6289555645908,2455171.9758515316,2455102.6705404045,,,,,,,,,
165,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,42250,,,,,,,,,,,,
166,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,43745,,,,,,,,,,,,
167,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,43947,,,,,,,,,,,,
168,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,44420,,,,,,,,,,,,
169,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,45184,,,,,,,,,,,,
170,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,45067,,,,,,,,,,,,
171,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,44985,,,,,,,,,,,,
172,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,45588,,,,,,,,,,,,
173,1.2831763573496247e-07,0.0003087436973201163,,,,,,-8.93436359954655,-17.030808278857513,,,14.536332304564338,3.6638865879360445,,39.17640438689512,,,,1,961.7101269287161,,,,0.786824028922689,,,,-0.3563787119202174,,,,45350,507.5439267410576,,,,,,,,,,,
174,-1.4001463245368055e-06,0.0077809502356712005,,,,,,-14.671665318485607,27.54662283741297,,,18.282391800997136,20.930303918450658,,25.25116544672079,,,,1,11.171965682479577,,,,0.6195345720554943,,,,0.5173415403309714,,,,46375,20.421190465363303,,,,,,,,,,,
175,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl239,,,,,,,,,,,,
176,0.0,0.0,,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,47157,,,,,,,,,,,,
177,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,48938,,,,,,,,,,,,
178,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,49674,,,,,,,,,,,,
179,2.4250566353001616e-06,0.0005785062228550102,,,,,,-1.7950035952977308,10.127547590048751,,,4.975802197242192,4.864391721129527,,21.086706807081736,,,,1,2458.0659877489466,,,,0.009850756141659466,,,,-0.5120700516437766,,,,50499,-685.1768397345289,,,,,,,,,,,
180,0.0,0.0,,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,50281,,,,,,,,,,,,
181,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,50806,,,,,,,,,,,,
182,4.404373450700925e-05,-0.29169105055957245,,,,,,265.70142390969465,207.64837417637577,,,7.9079184815095624,3.0586427972657115,,146.88864161874758,,,,1,8805.658363436398,,,,-0.1659156444397544,,,,0.3197045224317729,,,,50639,969.4296631913381,,,,,,,,,,,
183,5.247827985113332e-08,-0.00033161165665553517,,,,,-19.410400515427746,0.3169017737554164,-2.9370759670545326,24.541388431366986,7.582675452588745,4.724699925455793,4.592048152097275,17.55476050871952,91.25687764247552,,,,1,1222.285568978127,,,,0.67543596965138,,,,0.04322730257332015,,,,50554,74.9457465115122,,,,,,,,,,,
184,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,265866,,,,,,,,,,,,
185,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,50692,,,,,,,,,,,,
186,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,51219,,,,,,,,,,,,
187,-5.550156225773792e-07,0.0019178181449478712,,,,,-15.451176565866588,-2.3828439007581075,5.4090877805253585,,3.936157351934906,3.711069283668998,4.969521702865061,,41.67260961172151,,,,1,119.28948354375122,,,,-0.21686598917816316,,,,-0.4261793307564644,,,,52265,-15.923853698849657,,,,,,,,,,,
188,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,52456,,,,,,,,,,,,
189,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,51866,,,,,,,,,,,,
190,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,52711,,,,,,,,,,,,
191,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,53665,,,,,,,,,,,,
192,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,56274,,,,,,,,,,,,
193,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,56303,,,,,,,,,,,,
194,0.0,0.0,,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,gl273,,,,,,,,,,,,
195,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,58781,,,,,,,,,,,,
196,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,60491,,,,,,,,,,,,
197,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,61606,,,,,,,,,,,,
198,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,63754,,,,,,,,,,,,
199,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,65277,,,,,,,,,,,,
200,-8.455631547428765e-05,0.2608048967553124,,,,,,203.2011951559095,1750.4716229728904,,,324.793395149447,2.0799551915868295,,791.6289114654437,34.90900721602163,,,2,3345.839272166668,2540.31197262585,,,0.4011885507396989,0.16719767808495045,,,0.5197581489891979,-0.2665073339098261,,,65430,1209.2338640828873,2456030.5042379317,,,,,,,,,,
201,3.740632801133573e-06,-0.006670478263353437,,,,,,-20.792657494010736,-38.09162932628594,,,3.6646973747974956,3.319255990642005,,52.03546813663336,,,,1,2321.136805322982,,,,-0.6285233095157595,,,,-0.07487327314168074,,,,66428,808.4587923243697,,,,,,,,,,,
202,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,65583,,,,,,,,,,,,
203,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,67458,,,,,,,,,,,,
204,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,66171,,,,,,,,,,,,
205,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,67767,,,,,,,,,,,,
206,9.737027148205232e-06,0.02359160472515733,,,,,-91.71921608133634,-17.31941680266041,-19.49452141253091,,0.0012753419685896017,2.750038028560626,5.929461778428063,,23.34396999365822,,,,1,6802.331005750477,,,,-0.1282988864401064,,,,-0.31161551205312105,,,,68017,-1670.5725862411934,,,,,,,,,,,
207,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,68168,,,,,,,,,,,,
208,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,68978,,,,,,,,,,,,
209,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl2066,,,,,,,,,,,,
210,0.0,0.0,,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,68988,,,,,,,,,,,,
211,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,69809,,,,,,,,,,,,
212,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,71334,,,,,,,,,,,,
213,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,71479,,,,,,,,,,,,
214,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,71881,,,,,,,,,,,,
215,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,72673,,,,,,,,,,,,
216,-1.4936009012974635e-06,-0.004941957246990181,,,,,,1.6508761110003416,-1.0107538622506471,,,3.1009677022994215,4.207359850138735,,37.9051984562501,,,,1,3567.6525935104532,,,,-0.06993022093997965,,,,-0.5180019029507946,,,,72659,2626.7765778281337,,,,,,,,,,,
217,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,73667,,,,,,,,,,,,
218,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,74156,,,,,,,,,,,,
219,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,75732b,,,,,,,,,,,,
220,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,76909,,,,,,,,,,,,
221,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,79210,,,,,,,,,,,,
222,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,79211,,,,,,,,,,,,
223,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,80367,,,,,,,,,,,,
224,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,80606,,,,,,,,,,,,
225,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,g161-29,,,,,,,,,,,,
226,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,233641,,,,,,,,,,,,
227,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip46655,,,,,,,,,,,,
228,2.471429421743834e-07,-0.002111291177754277,,,,,,-0.35960821349417793,-5.346892782625392,-19.46798609450255,,3.9054908813632965,7.395725847522643,12.062191374665014,52.83936499777013,40.368173689029966,,,2,219.74220357713156,442.12314131831687,,,-0.3017340353250237,-0.229859929407161,,,0.6040875180404414,0.4227637458912745,,,82943,176.58727163205037,2455124.8421199988,,,,,,,,,,
229,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl357,,,,,,,,,,,,
230,-3.5488233220200894e-06,0.011358709314027174,,,,,,-8.529227606957882,24.658238716406533,,,0.0014300547417546812,42.670908835537716,,29.16260089034151,,,,1,10.97382759187192,,,,-0.36359449010501876,,,,0.14198699411932728,,,,83443,42.73906059886856,,,,,,,,,,,
231,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,84035,,,,,,,,,,,,
232,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip48714,,,,,,,,,,,,
233,-1.533698456690004e-05,0.029394323086943886,,,,,,27.083612002116755,201.3946761683309,,,1.7774084560603076,5.196525811616986,,17.78251233459102,,,,1,6399.181287909837,,,,0.0977572382922755,,,,0.29090023686026223,,,,87359,252.89331395826824,,,,,,,,,,,
234,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,87424,,,,,,,,,,,,
235,0.0,0.0,,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,87836,,,,,,,,,,,,
236,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,88072,,,,,,,,,,,,
237,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,88218,,,,,,,,,,,,
238,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,88371,,,,,,,,,,,,
239,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl382,,,,,,,,,,,,
240,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,88725,,,,,,,,,,,,
241,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,88986,,,,,,,,,,,,
242,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,89391,,,,,,,,,,,,
243,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,89269,,,,,,,,,,,,
244,0.0,0.0,,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,gl388,,,,,,,,,,,,
245,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,90156,,,,,,,,,,,,
246,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,90125,,,,,,,,,,,,
247,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip51007,,,,,,,,,,,,
248,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,90711,,,,,,,,,,,,
249,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,90722,,,,,,,,,,,,
250,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl393,,,,,,,,,,,,
251,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,90875,,,,,,,,,,,,
252,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl397,,,,,,,,,,,,
253,0.0,0.0,,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,91204,,,,,,,,,,,,
254,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,92222a,,,,,,,,,,,,
255,2.4803269812621136e-06,0.005761803183138768,,,,,,-9.654994501276835,-27.248668708614293,17.47784570165838,,18.29617358643736,4.539913482349619,3.048815268940315,102.67591102046704,,,,1,324.9291620432862,,,,0.08082100087247843,,,,-0.5771639213222384,,,,92788,-27.924937009864443,,,,,,,,,,,
256,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,93745,,,,,,,,,,,,
257,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip52942a,,,,,,,,,,,,
258,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip53020,,,,,,,,,,,,
259,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl406,,,,,,,,,,,,
260,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,bd-103166,,,,,,,,,,,,
261,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl408,,,,,,,,,,,,
262,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,95650,,,,,,,,,,,,
263,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,95735,,,,,,,,,,,,
264,0.0,0.0,,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,0,,,,,,,,,,,,,gl412a,,,,,,,,,,,,
265,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,96700,,,,,,,,,,,,
266,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip54532,,,,,,,,,,,,
267,-3.8692167279540407e-07,0.0016379128052404154,0.16007699547608487,0.20515673101953574,0.20712041695271288,0.23143492791242756,1.592629675430397,-2.3666251044320252,-6.30734537515086,1.0870504673669519,2.4084338562678433,3.561924524381814,4.434474238963079,13.514926077303052,5.518001665889347,3.2842163027464313,4.6368904861141145,2.4348146136090847,4,746.0355257605826,39.66549442445219,2800.013350189631,51.64030128542622,-0.37862965855671754,0.23173880979410036,0.06013538988875076,-0.35449045116907807,-0.1292926027942371,0.3891707273867724,0.4511143445243576,0.3252252264852329,97101,-222.04928136871067,2455203.2838202366,2453683.3458506027,2455179.8990276773,-33.742763806565534,2455201.05909336,2453645.3581829616,2455184.2149356483,-2.812532488247177,1.0337156627538318,1.4382735212473263,2.399223012772629
268,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,97343,,,,,,,,,,,,
269,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,97658,,,,,,,,,,,,
270,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,98281,,,,,,,,,,,,
271,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,98618,,,,,,,,,,,,
272,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,99109,,,,,,,,,,,,
273,3.28056608306375e-07,-0.002558834088850913,,,,,-0.04032884297772585,-1.726623306333438,-10.997170907103042,,5.2187561474136785,3.772893041695525,4.81295535452831,,7.044116679137145,,,,1,2218.9223357931637,,,,-0.11231723229710497,,,,0.3460836700116795,,,,99491,1056.6352212739869,,,,,,,,,,,
274,-2.4298533878823437e-07,0.0008713549499133782,,,,,,-0.5866054271165232,0.2400349522117286,,,4.040149600309151,3.4244705942231417,,7.460924755507983,,,,1,17.05203349447216,,,,-0.3287283518122278,,,,-0.25475381652053114,,,,99492,-0.38013212168562627,,,,,,,,,,,
275,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,100180,,,,,,,,,,,,
276,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,100623,,,,,,,,,,,,
277,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl433,,,,,,,,,,,,
278,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,101259,,,,,,,,,,,,
279,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip57087,,,,,,,,,,,,
280,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,102158,,,,,,,,,,,,
281,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip57450,,,,,,,,,,,,
282,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl445,,,,,,,,,,,,
283,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip57548,,,,,,,,,,,,
284,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl450,,,,,,,,,,,,
285,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,103432,,,,,,,,,,,,
286,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,103829,,,,,,,,,,,,
287,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,103932,,,,,,,,,,,,
288,1.2620404118178722e-06,-8.409906932112516e-05,,,,,,-4.149636025241882,-7.0366930890647446,,,3.8603283290301325,5.695011244189978,,13.714382974456818,,,,1,55.89250882788798,,,,0.42935393596719923,,,,-0.04901485449822507,,,,104067,-18.135421785145056,,,,,,,,,,,
289,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,104556,,,,,,,,,,,,
290,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,104800,,,,,,,,,,,,
291,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,105113,,,,,,,,,,,,
292,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,105618,,,,,,,,,,,,
293,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,105631,,,,,,,,,,,,
294,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip59406b,,,,,,,,,,,,
295,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,106116,,,,,,,,,,,,
296,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,106156,,,,,,,,,,,,
297,-3.702478857427486e-07,0.0006052794067224425,,,,,,-0.09697972491164582,2.146483708134028,,,3.13303967232784,5.780370897577564,,9.20200320359761,,,,1,77.19619944344939,,,,0.6052007500975751,,,,-0.16281396903494866,,,,107148,81.04151368615636,,,,,,,,,,,
298,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,hip60559,,,,,,,,,,,,
299,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,g60-06,,,,,,,,,,,,
300,8.021106522155822e-07,0.00033475732224007884,,,,,,1.1708298649737878,-0.7421945396149465,,,2.818514158580919,3.3021214361668,,36.79739630334477,20.855329016985756,,,2,395.992546924077,1741.6441681385968,,,-0.32247819024719787,0.5127762738406727,,,-0.19988220833521486,0.09122433959996334,,,108874,-41.53425048454547,2454784.113529292,,,,,,,,,,
301,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,109358,,,,,,,,,,,,
302,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,,,0,,,,,,,,,,,,,110315,,,,,,,,,,,,
303,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,110537,,,,,,,,,,,,
304,7.370501329842766e-08,0.009148171901081074,,,,,,-7.336055907117122,-7.13775534906348,,,2.578619961648671,2.4045693223633067,,42.19924860405243,,,,1,14297.468900762646,,,,0.019657789906174936,,,,0.1569057175316989,,,,111031,3353.6897725085523,,,,,,,,,,,
305,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,gl486,,,,,,,,,,,,
306,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,111484b,,,,,,,,,,,,
307,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,111484a,,,,,,,,,,,,
308,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,111515,,,,,,,,,,,,
309,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,111631,,,,,,,,,,,,
310,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,112257,,,,,,,,,,,,
311,0.00014795597962999408,-0.053604042744276034,,,,,,155.77986591649662,447.3547493005822,,,88.9963752295101,105.85611627503137,,956.5813241646581,,,,1,3496.083953968706,,,,-0.32076498984422047,,,,0.45585880985901617,,,,hip63510,-348.23541818384984,,,,,,,,,,,
312,0.0,0.0,,,,,,0.0,0.0,,,2.0,2.0,,,,,,0,,,,,,,,,,,,,114174,,,,,,,,,,,,
