,hostname,status,mass,mass_med,mass_minus,mass_plus,axis,axis_med,axis_minus,axis_plus,per,per_med,per_minus,per_plus,k,k_med,k_minus,k_plus,e,e_med,e_minus,e_plus
69,156668,K,0.016361782263117526,0.016114816845319322,0.014741240357646773,0.01750696623582484,0.049900960319875766,0.04990087868463952,0.049260582992098366,0.05052349642800033,4.642864737158405,4.642832752128533,4.642607627378061,4.643049415303443,2.4750959064724483,2.4342251700096096,2.2284073864672806,2.6422085568262323,0.2818453998085074,0.2610300779647899,0.1839519503747936,0.3397581944418987
70,156668,N,0.04354194139733917,0.04324129611846228,0.03692941750505992,0.04986529837916337,0.8938217356256988,0.892608899765397,0.8809891554992205,0.9039540158120152,351.9646471854255,351.3594167708667,350.07146643535583,352.4264378775772,1.7344884550119062,1.6876588710575595,1.4629667279569207,1.9119374671337304,0.508771236181602,0.4557101810317506,0.3414124670877627,0.5633402797906502
71,157338,SS,124.41692384866465,146.25873620518746,99.5820385245738,199.96447387322846,17.5437072850461,24.32815827552539,17.27764008190392,33.414174422048944,27030.398707515084,44181.818062973376,26447.880659783168,71035.05444940004,990.6584892834234,1064.7007782522346,752.4379876651573,1436.2835545754708,0.6054538112197402,0.6809551645651223,0.6103238128526342,0.7486106602765562
72,158633,K,0.07709305391836432,0.07590690101262294,0.06766482108735114,0.08456125037017291,0.9107487991178518,0.9107106504625448,0.8983672734411137,0.9226630019005948,368.51426191655946,368.4315004440345,367.09240137166887,369.77875485516654,2.7176916253739605,2.690180939396401,2.4137329375984704,2.9689292579691773,0.1937431379666285,0.18937580617759545,0.10410819669089012,0.2779339041392798
73,159062,S,29.90974298370833,259.19003043858254,44.5379213790644,825.6000005832242,17.969802405325765,57.096979144255286,32.50679179539003,87.38009152032906,31866.837888070917,180541.83623493122,77547.95861231009,341434.63448170904,238.28527069565712,1438.7465305171024,619.2177483152483,3683.647371244173,0.2650087630067871,0.3174432459352804,0.10245141496458857,0.6421344014896944
74,159868,K,1.3235707190661952,2.1745157872999004,0.9823710860767912,9.53421450277516,0.7481025346936359,0.7479070667506874,0.7194340693311037,0.7743733021676753,227.96552202666808,227.8416070901333,227.39723692688545,228.37534347663242,42.811031115014146,77.37763185385828,31.500205909332685,587.0378390427222,0.19752135652987907,0.4448692298013343,0.10289194924307556,0.8560723889767574
75,16141,K,0.2513260289188292,0.2498738358035657,0.2313749679253903,0.26901077584227645,0.36013292242455563,0.36017065781700874,0.3509934143608808,0.36898131124840816,75.45433497962016,75.45484253199506,75.43678090395126,75.47315080202917,11.611471580790017,11.571974211784918,10.914370690962606,12.22297207758716,0.1978529642095728,0.1953649774233029,0.14495976405071914,0.2451471128880703
76,16160,S,65.356742031037,66.02040787265645,64.28499925001951,67.73394397939288,15.79027641328694,16.307961190934545,15.99003002398718,16.634159731059512,26880.718461081557,28214.743975566435,27599.578358808652,28863.651248343773,711.2411596614228,713.1038099716783,712.087797314512,714.1323011420535,0.6366189676210194,0.6446568406798631,0.6404553464264489,0.6489394210024648
77,161797,S,63.760984392896795,104.86029568588049,81.96819365621295,130.84101643415912,15.053918548241208,16.18075292940378,15.088640302689695,17.386471059680243,19596.75163719304,21853.34695217492,19844.919041477042,24172.657829983065,450.4683483443478,679.932150055494,554.8665260081679,813.8066528055431,0.3036403683058968,0.31477564905088845,0.29938732279535285,0.33478684030568057
78,161797,N,0.03340809682801978,0.032211947243260555,0.026375296487066286,0.038329528725586634,0.29008243323139965,0.2900072647503689,0.2820417147407751,0.29754612610460857,52.41938124039827,52.39538125376072,52.34956180125336,52.44506369791707,1.6363185761532422,1.6268368682278598,1.3418423960527068,1.9258909076763249,0.1407837765526461,0.17255849846142488,0.05170623876696992,0.3699216417069802
79,164922,K,0.3482097787422471,0.345476709888213,0.3316040717149944,0.35957995180844915,2.1506144799125027,2.151049019882265,2.12203603692579,2.1795358049956173,1198.39496053419,1198.8222714674027,1195.7333810435707,1201.8273918147486,7.043800040038447,6.991463442489233,6.773002278298867,7.209343223613748,0.0764006774908044,0.07113138588210423,0.04129000102778793,0.09969185430963416
80,164922,K,0.04581471809176639,0.04531212316763457,0.0415561384858288,0.04905779865891383,0.3414783374434388,0.34144428592687204,0.33688190631329057,0.3459338297377472,75.82298246368974,75.81459178769786,75.77555413453909,75.8531244173137,2.333792307993626,2.3130282063845744,2.131249044104953,2.4950132841798336,0.11243598217330296,0.091078892761511,0.028397155746457674,0.17882128862136834
81,164922,C,0.034802817705533555,0.03374867791580122,0.03046939735962565,0.03703809537840018,0.2294341309877953,0.22943788370343826,0.2263717942574729,0.23245515619393725,41.758333922374675,41.7605920891668,41.748746500270535,41.77311794448757,2.1675028323547427,2.104247296964223,1.9048263603937883,2.3025130767349733,0.1299478382940655,0.09717339602889034,0.029313890751284207,0.18882190512821656
82,164922,C,0.015227640070501413,0.014571866553231175,0.012372419858988223,0.016788579531194836,0.10243922935435497,0.10243523027599656,0.10106702733885743,0.10378302758164756,12.458208063064918,12.458141135132287,12.455752363091595,12.46012203246437,1.4333979588976122,1.3916422177413401,1.1791769059426171,1.6240065318161203,0.1900840606233256,0.18400922615837512,0.055797061694457896,0.3750511676637092
83,165401,S,115.82100955652577,-899.8269171477979,-939.1073153493912,-806.7169287236886,13.255155817390545,187.9506830611856,63.018869203500024,10526.306980935911,18925.555491710194,1010103.298781784,195951.1729796701,424211782.40962976,963.9594462573004,83516.14469027652,7346.798342727096,17719022.167951435,0.36752897154536185,0.1961741809884154,0.051775172461775626,0.4652189061570279
84,167042,K,1.3976534568873529,1.3906669132296925,1.244107812707168,1.5376999244217044,1.2167406387942377,1.216904059780553,1.1575979816976856,1.270811548927125,418.0543787952512,418.13421315272484,417.24127023404463,419.0164992309218,30.93811053708037,30.819898648625607,29.294372007337152,32.37750132196061,0.11786006749409007,0.09488216016927804,0.03762356452925098,0.1537752781539954
85,167215,S,174.85138074747678,264.5151985046492,205.39063229433967,371.2548362669061,6.92002610750253,7.018892632408925,6.895493999211823,7.137958369891689,6832.6662907064465,6988.900386149792,6940.021058795761,7017.694361830603,3534.1781575427644,5186.560911995318,3814.707960454768,8146.82253128626,0.8699519179208275,0.8781547403451803,0.8520940808201186,0.9143249521609382
86,168009,C,0.03301705538763603,0.03248084702698156,0.02892421020301365,0.03613567403850336,0.11914335944219676,0.11914065136672335,0.11697265342719007,0.12123524346263195,15.147370554661146,15.147818830812831,15.1447904067371,15.150666699300116,2.8015459271322825,2.74743457118727,2.458445228444246,3.0444530939128054,0.20412568158408945,0.13798736157378327,0.04479881082486548,0.25668655867561346
87,168009,N,0.05458288977778601,0.05585168540676952,0.04815432925041722,0.06364449609277599,0.6282235468411994,0.6280109041487485,0.6164028153882448,0.6393019372675403,183.40188840966408,183.204262258836,182.56218841435089,183.73500346630158,3.0538448772604485,2.6447625953802607,2.145868204828452,3.4166712178180445,0.7628680614097507,0.6261221781561909,0.4475946300618464,0.7935314089148902
88,168443,K,7.985659428532974,7.985737209925377,7.509100690754495,8.448317320830753,0.2990038927551566,0.299005140635974,0.28994614041939404,0.30753897669012026,58.11171353553972,58.11172838633534,58.11160291516164,58.11185108552744,476.8636452786576,476.8332488767749,476.27455928916015,477.3885278253607,0.5310854674986495,0.5310240270764462,0.530322078094718,0.5317137752387332
89,168443,K,17.880969243822967,17.891400078051273,16.823270082451884,18.92792482082038,2.8939371304949613,2.8939121968297834,2.806240948922233,2.976520389765811,1749.7743905421764,1749.7446645285795,1749.4454124306271,1750.04163791164,297.54819979743763,297.6975839344674,297.233562299761,298.15447081681225,0.2115515820348373,0.2112590125273362,0.2098782632609028,0.21261049333676915
90,168443,S,7.790610616006187,-1051.8570279329426,-1144.3304610501582,8.455278959364566,16.276808322512018,230325.69250945194,28.74732189210071,7900171584.554681,23340.077390850518,39346266856.03,54876.06062615744,2.49951518190352e+17,58.39544303787631,72995736.13196743,91.79232557475255,456904213286164.8,0.4036676492085453,0.1940854276886082,0.04892457519165058,0.4533289632695738
91,168746,K,0.234737880668227,0.2346899823472951,0.2264600139300241,0.24306145790462325,0.06521344015172299,0.06521371543087759,0.0643334992919045,0.06607226926352529,6.404526488950311,6.404525791534411,6.404440427487682,6.4046109046590365,27.68891135040693,27.688885182924643,27.042725107082486,28.343435491822497,0.11095512896242787,0.10808376324118192,0.08686012665612391,0.1296797728480144
92,169830,K,2.860325948069542,2.8586170328965266,2.7019422385670344,3.0139375168118856,0.8003607335393379,0.8003602015554465,0.7786182920409404,0.8209850235897482,225.79712681920884,225.77487730045365,225.69023815185918,225.84970121090032,82.40925564671133,82.40092167655814,81.332240086943,83.43540459543952,0.30494016828468445,0.3047527443295132,0.2915297577220233,0.3172885841746099
93,169830,K,3.4044457528591554,3.4062712046789283,3.2039751856963394,3.609034456190472,3.233693907452147,3.2322132667232726,3.143411281417638,3.3161692266928524,1833.7414993959922,1832.5451425866327,1823.7758885255973,1841.1620821302936,47.99487366568757,48.09604576833462,46.843536546814214,49.388630335616725,0.2497734754147724,0.2530842966009467,0.2322068868804968,0.2736889738872116
94,170469,K,0.6053627945951098,0.5945995043904891,0.5195237431611521,0.6729741255273447,2.2200698321902466,2.2338575167868595,2.170596848983414,2.2957620875893388,1099.2960262607096,1108.2333800561264,1090.4773980603532,1130.8848583216313,10.528388817022515,10.482277702283543,9.288035818864204,11.728114040590913,0.058515642656392974,0.1218700058736744,0.037288355641028496,0.2577179730342827
95,17382,S,197.651023340711,197.87503029252116,192.59617168224563,203.04688653747613,5.959388889171668,5.961680327908497,5.876075488895454,6.044350134407868,5556.8697329735705,5559.855899212896,5545.996642420888,5575.245997209833,2816.087096495565,2822.7103596153343,2801.720909498428,2846.1350091669983,0.6564564691002842,0.6578100276815368,0.6526984212130654,0.6633904865140929
96,177830,K,1.4315924752571618,1.4307476306475202,1.2883992098467971,1.568532909886038,1.2089331953561815,1.2091027672181482,1.1479298589041853,1.2641966435106056,406.93505541818917,406.9575285268997,406.6956223930673,407.2211041467832,31.04810591381049,31.047806712590365,30.472619809975786,31.63654005401816,0.03558909497327452,0.032072729506231835,0.012349043237198869,0.05188753710618815
97,179949,K,0.9650206488340544,0.962642718171426,0.9283346453257242,0.9974411741442859,0.044251395131573036,0.04425368648034693,0.04364226240436677,0.04484527200534336,3.0925273091086787,3.0925274305992234,3.0925102783657947,3.0925441021906104,118.63833693779242,118.39765024232821,115.68653936787277,121.16691108311085,0.0063799364270071,0.015130169055967512,0.00451270328652725,0.03184404129190495
98,183263,K,3.797840600660371,3.796948948745855,3.6264085329704896,3.963599391412348,1.52701600224462,1.5269814207550718,1.4925538293397709,1.5597818041620255,625.055495565108,625.0571565176398,624.9364693947423,625.1803625582478,85.59004354247111,85.59243953166437,85.14114134631555,86.0379489616287,0.3777645210185101,0.3781069942429812,0.3741391607072608,0.3820669035031588
99,183263,K,8.163548070398036,8.168107682737546,7.798588544441247,8.528537195752737,6.113175799082207,6.114541938030549,5.974096626792775,6.248516365973568,5006.72252525241,5009.501811982793,4978.610472267927,5039.036545425031,85.2844691283206,85.33834107661933,84.76879998266395,85.89931098541415,0.058767681984555724,0.059396084800175525,0.05364276271907288,0.0649487241389298
100,185144,A,0.10791970854336456,0.10808018954840616,0.10061653547593244,0.115625100778866,3.176070695013096,3.1785573173794504,3.1261969059528987,3.2302811535599067,2304.8596902473564,2307.549688982198,2279.1936630445,2337.5210247082377,2.044683606803166,2.051128914137147,1.9170118104708,2.1826309073089583,0.3445467365490917,0.3400329197141462,0.2841577185010465,0.3973890860348926
101,185144,N,0.045789871584585286,0.04543497823993326,0.04063737491756168,0.05040737878438596,0.9226295039108215,0.9217548480422104,0.90865235115077,0.9346098807768426,360.8695675588137,360.3602878779672,359.5140628502337,361.3177321649157,1.906575396069181,1.966381590297916,1.7441363573819708,2.209994191621369,0.6097966172140746,0.6378476386475075,0.5591619664179615,0.7144137379602363
102,185414,S,109.03260851390871,109.03526800496687,105.63743085096658,112.36323163507805,6.0133613607333825,6.012970250681707,5.9150644428327945,6.10800873790756,5541.923542054473,5541.349705039565,5532.361905742647,5550.20467115941,1683.448592116388,1683.4403116466974,1681.695463914898,1685.2187673467106,0.6932881151417898,0.6932530809049295,0.6926024653477908,0.6939121902630121
103,186408,N,0.04699669701735881,0.04751259046760632,0.03843665413043186,0.05860589577318985,0.6329999099953802,0.636521524548182,0.6222625522425473,0.6507839837859304,181.12366484693828,181.4580950362004,180.84657020786145,186.4616319462476,1.682240610711375,1.750756319439775,1.3976464289721258,2.7371856486175608,0.18344063808330446,0.2393887583600349,0.06555341430493561,0.6858322238220403
104,186427,K,1.7568603275423211,1.7576378164994146,1.6942589987350836,1.8195039250079,1.6786196638927382,1.678825239976582,1.648749673969037,1.7076300864093032,799.4753896365497,799.483442551907,799.3320549152289,799.6380155116127,53.07225094201499,53.064028616993426,52.749353897003616,53.381553252999495,0.6822460968385162,0.6819189029121313,0.6788678689020835,0.6850011639340547
105,187123,K,0.5063731805663728,0.5065585102811568,0.4866853827637171,0.5260433895317236,0.04207494501663259,0.04207561770549745,0.04124553793618757,0.04287309196153447,3.0965969161075444,3.096597064044196,3.0965948694402248,3.0965992596089853,68.94974166651339,68.97567566451985,68.70607033478936,69.24304288186661,0.0044954209483985905,0.0036014387878525594,0.0010811503183055097,0.007339600318081713
