,index,hostname,mstar,dvdt,dvdt_med,dvdt_minus,dvdt_plus,curv,curv_med,curv_minus,curv_plus
38,434,8648,1.0955676308600002,0.02085493502604452,0.020818847354889616,0.020232245606251392,0.021387706963795463,,,,
39,443,3074a,1.122621387785,-0.009743651822996913,-0.009727605951898016,-0.010599269405108906,-0.008890536498658064,,,,
40,450,91204,1.19075029528,-0.39691959141906985,-0.3967965831820037,-0.3991422380854337,-0.3944126218045171,,,,
41,469,98618,0.994957069685,-0.007557964282039797,-0.007621863214193545,-0.008245964632879962,-0.0070923690507587065,,,,
42,475,1388,1.014906091645,0.053584636187136894,0.05349737596539278,0.0524148927830633,0.054498283307694434,-4.3945558290302204e-06,-4.407411762262464e-06,-4.65522175461857e-06,-4.1686627619652325e-06
43,496,71881,0.9901328266405,-0.03144000293852752,-0.03141702196743379,-0.0326068753972078,-0.0302087535166273,,,,
44,499,88218,0.975016217946,-0.11676239529789816,-0.11639388493078293,-0.11838939511866732,-0.11403888585586595,-4.6806153212674e-06,-4.607458975026525e-06,-4.9950999450536485e-06,-4.147181747039847e-06
45,501,89391,1.134343349565,0.01153888768782145,0.011565964516935695,0.010551456094389379,0.012602719008063062,,,,
46,506,105618,1.19127464442,0.0075030183504869044,0.007409436743655841,0.004819488204963671,0.010031910489074515,,,,
47,513,131509,1.0707096914399998,-0.02113626827329741,-0.02115445153936901,-0.02232734911382173,-0.01995880081517548,,,,
48,531,156826,1.13778737541,-0.024065625314296388,-0.02419861465164739,-0.02516348000856556,-0.023381747334134062,,,,
49,550,180684,1.167993241595,0.2073690762802318,0.2074188152637472,0.20518387585373948,0.2096228873587684,-2.2132113090042543e-05,-2.2108424106832348e-05,-2.591962419170373e-05,-1.8313932806144212e-05
50,562,201203,1.4043664962399998,-0.13160869654432875,-0.13137876430044426,-0.14341889822653886,-0.12034540958306512,-2.969742129674399e-05,-2.956300153547113e-05,-3.520393183647149e-05,-2.4226208999414842e-05
51,580,6734,0.959304899078,-0.03822497183107563,-0.03823764584558083,-0.03897601536192267,-0.037491824009221485,-4.295011120589232e-06,-4.2992679013368896e-06,-4.476742333433776e-06,-4.119071067429341e-06
52,581,115404a,0.7764979903139999,0.015671073581010418,0.015668906154042355,0.01459851902539406,0.016739229725031446,,,,
53,583,38a,0.593753979643,0.015269646680138763,0.015343034348753087,0.009176947396033731,0.02109901269628696,,,,
54,588,140538a,0.985397841775,-0.006418016695095475,-0.006408342150559431,-0.006907183616498234,-0.005902813109852422,,,,
55,590,145958b,0.8920032453769999,0.016362550487054917,0.016363501913192233,0.015991794909481834,0.01672751798702696,,,,
56,591,146362b,1.01284530519,0.013868433757516651,0.01386446252628469,0.012779324971492268,0.014944612192166152,,,,
57,595,21019a,0.913666471856,-0.0045481903462253,-0.0045788217898850994,-0.005644388052409802,-0.003547732258974529,,,,
58,597,38b,0.594924661171,-0.007946390973645473,-0.007962806221559331,-0.009296892622406584,-0.006653487718411187,,,,
59,598,4614b,0.587820177299,-0.02828768477745054,-0.028293164813514474,-0.028843501842564064,-0.027761928481601455,,,,
60,600,9540a,0.904140065276,-0.0030904493155865373,-0.0030882317130174913,-0.0036214019182753475,-0.0025745802887165397,,,,
61,616,gl397,0.6923376657610001,0.0057525205915511645,0.005754765341903448,0.004902883958824218,0.006611503719512695,,,,
62,675,hip71898,0.58867827972,0.021037646635238005,0.021001499950777075,0.01968049384932507,0.02226680942378233,,,,
63,712,111484a,1.17827349405,-0.09487057711894548,-0.0948874980459022,-0.10176991101461108,-0.08803135570898858,,,,
64,714,120476a,0.741026816275,-0.07062701725350645,-0.07057551406998555,-0.07169354305262039,-0.06941224382274394,-3.148708115592149e-06,-3.171193905688561e-06,-3.5641161113860124e-06,-2.7818094989010187e-06
