,index,name,type,teff,teff_err,fe,fe_err,iso_mass,iso_mass_err1,iso_mass_err2,iso_radius,iso_radius_err1,iso_radius_err2,iso_logage,iso_logage_err1,iso_logage_err2,iso_teff,iso_teff_err1,iso_teff_err2,iso_logg,iso_logg_err1,iso_logg_err2,iso_fe,iso_fe_err1,iso_fe_err2
16,16,11964a,synth,5330.85555434,100.0,0.1520352590325,0.06,1.06990154351,0.1320189495545,-0.0838659425139,1.8612719953099999,0.31643481866150003,-0.22603203821450002,9.952193652350001,0.125286616047,-0.18596459768899998,5339.933011589999,97.97342559139999,-99.5701463597,3.91871674162,0.0805934553509,-0.08659025459229999,0.1311824149415,0.060705663604650004,-0.06230535036805
17,17,190360,synth,5553.933328015,100.0,0.256025464866,0.06,1.03076600397,0.06966934904725,-0.05331525220685,1.36789996653,0.1937941369255,-0.166507391726,9.98163310532,0.08648823007295,-0.109156769879,5562.669347270001,103.5327558675,-91.99359674044999,4.17049583805,0.09808533085905,-0.09646787208720001,0.23712920347549998,0.06077035582435,-0.061936349168999996
18,18,190360,synth,5553.933328015,100.0,0.256025464866,0.06,1.03076600397,0.06966934904725,-0.05331525220685,1.36789996653,0.1937941369255,-0.166507391726,9.98163310532,0.08648823007295,-0.109156769879,5562.669347270001,103.5327558675,-91.99359674044999,4.17049583805,0.09808533085905,-0.09646787208720001,0.23712920347549998,0.06077035582435,-0.061936349168999996
19,19,190360,synth,5553.933328015,100.0,0.256025464866,0.06,1.03076600397,0.06966934904725,-0.05331525220685,1.36789996653,0.1937941369255,-0.166507391726,9.98163310532,0.08648823007295,-0.109156769879,5562.669347270001,103.5327558675,-91.99359674044999,4.17049583805,0.09808533085905,-0.09646787208720001,0.23712920347549998,0.06077035582435,-0.061936349168999996
20,20,10700,synth,5208.893781575,100.0,-0.4559817391935,0.06,0.722440618964,0.02889628769155,-0.02621189134245,0.708238209342,0.028783805715500002,-0.025643885910849998,9.93012856192,0.15983024271149998,-0.3830039244675,5223.02401639,97.33214551995002,-96.76884217705,4.5936680522549995,0.03127901402225,-0.0317854053515,-0.47481764736300003,0.0616730699689,-0.061214116956950004
21,21,10700,synth,5208.893781575,100.0,-0.4559817391935,0.06,0.722440618964,0.02889628769155,-0.02621189134245,0.708238209342,0.028783805715500002,-0.025643885910849998,9.93012856192,0.15983024271149998,-0.3830039244675,5223.02401639,97.33214551995002,-96.76884217705,4.5936680522549995,0.03127901402225,-0.0317854053515,-0.47481764736300003,0.0616730699689,-0.061214116956950004
22,22,10700,synth,5208.893781575,100.0,-0.4559817391935,0.06,0.722440618964,0.02889628769155,-0.02621189134245,0.708238209342,0.028783805715500002,-0.025643885910849998,9.93012856192,0.15983024271149998,-0.3830039244675,5223.02401639,97.33214551995002,-96.76884217705,4.5936680522549995,0.03127901402225,-0.0317854053515,-0.47481764736300003,0.0616730699689,-0.061214116956950004
23,23,10700,synth,5208.893781575,100.0,-0.4559817391935,0.06,0.722440618964,0.02889628769155,-0.02621189134245,0.708238209342,0.028783805715500002,-0.025643885910849998,9.93012856192,0.15983024271149998,-0.3830039244675,5223.02401639,97.33214551995002,-96.76884217705,4.5936680522549995,0.03127901402225,-0.0317854053515,-0.47481764736300003,0.0616730699689,-0.061214116956950004
24,24,10700,synth,5208.893781575,100.0,-0.4559817391935,0.06,0.722440618964,0.02889628769155,-0.02621189134245,0.708238209342,0.028783805715500002,-0.025643885910849998,9.93012856192,0.15983024271149998,-0.3830039244675,5223.02401639,97.33214551995002,-96.76884217705,4.5936680522549995,0.03127901402225,-0.0317854053515,-0.47481764736300003,0.0616730699689,-0.061214116956950004
25,25,11964a,synth,5330.85555434,100.0,0.1520352590325,0.06,1.06990154351,0.1320189495545,-0.0838659425139,1.8612719953099999,0.31643481866150003,-0.22603203821450002,9.952193652350001,0.125286616047,-0.18596459768899998,5339.933011589999,97.97342559139999,-99.5701463597,3.91871674162,0.0805934553509,-0.08659025459229999,0.1311824149415,0.060705663604650004,-0.06230535036805
26,26,11964a,synth,5330.85555434,100.0,0.1520352590325,0.06,1.06990154351,0.1320189495545,-0.0838659425139,1.8612719953099999,0.31643481866150003,-0.22603203821450002,9.952193652350001,0.125286616047,-0.18596459768899998,5339.933011589999,97.97342559139999,-99.5701463597,3.91871674162,0.0805934553509,-0.08659025459229999,0.1311824149415,0.060705663604650004,-0.06230535036805
27,27,11964a,synth,5330.85555434,100.0,0.1520352590325,0.06,1.06990154351,0.1320189495545,-0.0838659425139,1.8612719953099999,0.31643481866150003,-0.22603203821450002,9.952193652350001,0.125286616047,-0.18596459768899998,5339.933011589999,97.97342559139999,-99.5701463597,3.91871674162,0.0805934553509,-0.08659025459229999,0.1311824149415,0.060705663604650004,-0.06230535036805
28,28,190360,synth,5553.933328015,100.0,0.256025464866,0.06,1.03076600397,0.06966934904725,-0.05331525220685,1.36789996653,0.1937941369255,-0.166507391726,9.98163310532,0.08648823007295,-0.109156769879,5562.669347270001,103.5327558675,-91.99359674044999,4.17049583805,0.09808533085905,-0.09646787208720001,0.23712920347549998,0.06077035582435,-0.061936349168999996
29,29,190360,synth,5553.933328015,100.0,0.256025464866,0.06,1.03076600397,0.06966934904725,-0.05331525220685,1.36789996653,0.1937941369255,-0.166507391726,9.98163310532,0.08648823007295,-0.109156769879,5562.669347270001,103.5327558675,-91.99359674044999,4.17049583805,0.09808533085905,-0.09646787208720001,0.23712920347549998,0.06077035582435,-0.061936349168999996
30,30,190360,synth,5553.933328015,100.0,0.256025464866,0.06,1.03076600397,0.06966934904725,-0.05331525220685,1.36789996653,0.1937941369255,-0.166507391726,9.98163310532,0.08648823007295,-0.109156769879,5562.669347270001,103.5327558675,-91.99359674044999,4.17049583805,0.09808533085905,-0.09646787208720001,0.23712920347549998,0.06077035582435,-0.061936349168999996
31,31,33334,synth,5643.55013904,100.0,0.0661418452664,0.06,0.95436987088,0.048674335396300006,-0.041335324905400005,1.1268548833299998,0.15138381542999998,-0.117231768451,9.98468726388,0.0930373431096,-0.153349300371,5649.61069645,94.5203645339,-85.8078807192,4.302730435319999,0.09307417422430002,-0.09977214150589998,0.04700393317130001,0.0598493895817,-0.060751016031099996
32,32,34887,synth,5598.74501345,100.0,0.40254558907,0.06,1.09300038422,0.0798942350755,-0.059070686336,1.2905850970000001,0.17437470852899997,-0.154250436045,9.82365389636,0.129770569162,-0.14421402891100002,5609.24783467,83.5870781114,-100.14507650200001,4.24330134916,0.09860676385889999,-0.0869212261042,0.37704411434199997,0.053925645862699996,-0.0595290322892
33,33,73534,synth,4979.38819035,100.0,0.270737481857,0.06,1.31415599548,0.15938457963400002,-0.16436137988500002,2.8019295584900004,0.448994964417,-0.39061613509800003,9.6644575311,0.2131554068,-0.17807549041499998,4908.18770665,96.3254533793,-79.4853669788,3.65229362699,0.09142629200089998,-0.0953134383627,0.233602751124,0.0600113043844,-0.0619324435449
34,34,75784,synth,4928.19534479,100.0,0.272428519996,0.06,1.3487925567399999,0.17488185475600002,-0.175244522508,3.25201318421,0.509259387079,-0.43941511204800004,9.62593906705,0.223656956769,-0.185547490032,4846.928581100001,79.1362286448,-69.4310436009,3.53303272448,0.09464203070699999,-0.09515893747680002,0.233326035119,0.0599004048624,-0.061765147891300005
35,35,25311,synth,6231.46145698,100.0,0.18430006185699999,0.06,1.33462357836,0.0975383735781,-0.08935322833550001,1.6279095977899998,0.268848920489,-0.224358498409,9.41273351931,0.0916783815657,-0.100844347436,6216.24568244,106.85704344700001,-101.680887454,4.12742201176,0.0993074067151,-0.10263596402599999,0.159692993232,0.063424248183,-0.059490922636400004
36,36,75898,synth,5956.91169635,100.0,0.257430404284,0.06,1.31874708795,0.119698776373,-0.111792818783,1.7753912682900002,0.27496468745700003,-0.243797205713,9.55299899738,0.141303016882,-0.110428839779,5945.65538599,95.0664087382,-94.0887736034,4.0486909960699995,0.0984817340302,-0.09362668198030001,0.23211409925700002,0.06040024458169999,-0.0617341032476
37,37,23356,synth,4965.40661339,100.0,-0.0163012464031,0.06,0.785344351461,0.0328394378254,-0.0308285749259,0.7535865748389999,0.030230814542400005,-0.0264723696055,9.77910192216,0.261416029668,-0.507113172563,4953.96847237,96.4991769031,-99.0281093608,4.57768829874,0.0270618739971,-0.0327329405467,-0.0426490444578,0.0626747435845,-0.0587108612248
38,38,23356,synth,4965.40661339,100.0,-0.0163012464031,0.06,0.785344351461,0.0328394378254,-0.0308285749259,0.7535865748389999,0.030230814542400005,-0.0264723696055,9.77910192216,0.261416029668,-0.507113172563,4953.96847237,96.4991769031,-99.0281093608,4.57768829874,0.0270618739971,-0.0327329405467,-0.0426490444578,0.0626747435845,-0.0587108612248
39,39,23356,synth,4965.40661339,100.0,-0.0163012464031,0.06,0.785344351461,0.0328394378254,-0.0308285749259,0.7535865748389999,0.030230814542400005,-0.0264723696055,9.77910192216,0.261416029668,-0.507113172563,4953.96847237,96.4991769031,-99.0281093608,4.57768829874,0.0270618739971,-0.0327329405467,-0.0426490444578,0.0626747435845,-0.0587108612248
40,40,24040,synth,5778.59657898,100.0,0.21864299557300002,0.06,1.13104313922,0.09782721650779999,-0.0739062009847,1.47199414528,0.202514579862,-0.17217952247200002,9.79218340855,0.11533479670499999,-0.13650138631300002,5787.03956038,87.57567690290001,-95.50509250209998,4.14925086416,0.08676377871200001,-0.0876170851035,0.201725228277,0.058992547530500004,-0.059932923004199994
41,41,24040,synth,5778.59657898,100.0,0.21864299557300002,0.06,1.13104313922,0.09782721650779999,-0.0739062009847,1.47199414528,0.202514579862,-0.17217952247200002,9.79218340855,0.11533479670499999,-0.13650138631300002,5787.03956038,87.57567690290001,-95.50509250209998,4.14925086416,0.08676377871200001,-0.0876170851035,0.201725228277,0.058992547530500004,-0.059932923004199994
42,42,24040,synth,5778.59657898,100.0,0.21864299557300002,0.06,1.13104313922,0.09782721650779999,-0.0739062009847,1.47199414528,0.202514579862,-0.17217952247200002,9.79218340855,0.11533479670499999,-0.13650138631300002,5787.03956038,87.57567690290001,-95.50509250209998,4.14925086416,0.08676377871200001,-0.0876170851035,0.201725228277,0.058992547530500004,-0.059932923004199994
43,43,26965,synth,5030.385684995,100.0,-0.251291321242,0.06,0.7336550736649999,0.029370194759350002,-0.0267835053047,0.718844374526,0.0306636784271,-0.0264299539527,9.959927712199999,0.13819111020949998,-0.3475279859235,5055.633602685,97.813444283,-96.3541973691,4.58709613232,0.0289799532275,-0.029290623982,-0.26373414876199996,0.0603331126016,-0.0638989132025
