,id,name,obs,obstime,run,runnum,expnum,outdir,outdir_mtime,teff,teff_err,radius,radius_err,fe,fe_err,iso_mass,iso_mass_err1,iso_mass_err2,iso_radius,iso_radius_err1,iso_radius_err2,iso_logage,iso_logage_err1,iso_logage_err2,iso_teff,iso_teff_err1,iso_teff_err2,iso_logg,iso_logg_err1,iso_logg_err2,iso_fe,iso_fe_err1,iso_fe_err2
3759,9407_rj138.633,9407,rj138.633,2011-12-08 11:50,j138,138.0,,/data/user/doppler/public_html/smemp/results/9407_rj138.633,1558692193.7,5559.0,110.0,1.018,0.18,0.06,0.09,,,,,,,,,,,,,,,,,,
3760,9407_rj138.634,9407,rj138.634,2011-12-08 11:52,j138,138.0,,/data/user/doppler/public_html/smemp/results/9407_rj138.634,1558692193.72,5553.0,110.0,1.033,0.18,0.06,0.09,,,,,,,,,,,,,,,,,,
3761,9407_rj138.635,9407,rj138.635,2011-12-08 11:53,j138,138.0,,/data/user/doppler/public_html/smemp/results/9407_rj138.635,1558692193.74,5547.0,110.0,0.985,0.1,0.06,0.09,,,,,,,,,,,,,,,,,,
3762,9407_rj138.636,9407,rj138.636,2011-12-08 11:54,j138,138.0,,/data/user/doppler/public_html/smemp/results/9407_rj138.636,1558692193.76,5555.0,110.0,1.013,0.18,0.06,0.09,,,,,,,,,,,,,,,,,,
3763,9407_rj138.637,9407,rj138.637,2011-12-08 11:56,j138,138.0,,/data/user/doppler/public_html/smemp/results/9407_rj138.637,1558692193.78,5556.0,110.0,1.016,0.18,0.06,0.09,,,,,,,,,,,,,,,,,,
3764,198802_rj138.774,198802,rj138.774,2011-12-09 04:46,j138,138.0,,/data/user/doppler/public_html/smemp/results/198802_rj138.774,1558692193.8,5808.0,110.0,1.639,0.18,0.1,0.09,,,,,,,,,,,,,,,,,,
3765,191067_rj138.775,191067,rj138.775,2011-12-09 04:47,j138,138.0,,/data/user/doppler/public_html/smemp/results/191067_rj138.775,1558692193.82,4827.0,110.0,4.821,0.18,0.19,0.09,,,,,,,,,,,,,,,,,,
3766,196676_rj138.776,196676,rj138.776,2011-12-09 04:50,j138,138.0,,/data/user/doppler/public_html/smemp/results/196676_rj138.776,1558692193.85,4829.0,110.0,5.121,0.18,0.21,0.09,,,,,,,,,,,,,,,,,,
3767,192699_rj138.777,192699,rj138.777,2011-12-09 04:51,j138,138.0,,/data/user/doppler/public_html/smemp/results/192699_rj138.777,1558692193.87,5026.0,110.0,3.665,0.18,-0.15,0.09,,,,,,,,,,,,,,,,,,
3768,199255_rj138.778,199255,rj138.778,2011-12-09 04:55,j138,138.0,,/data/user/doppler/public_html/smemp/results/199255_rj138.778,1558692193.89,5025.0,110.0,3.723,0.18,-0.07,0.09,,,,,,,,,,,,,,,,,,
3769,199381_rj138.779,199381,rj138.779,2011-12-09 04:56,j138,138.0,,/data/user/doppler/public_html/smemp/results/199381_rj138.779,1558692193.91,4844.0,110.0,4.67,0.18,0.22,0.09,,,,,,,,,,,,,,,,,,
3770,206993_rj138.780,206993,rj138.780,2011-12-09 05:00,j138,138.0,,/data/user/doppler/public_html/smemp/results/206993_rj138.780,1558692193.94,4963.0,110.0,3.676,0.18,0.1,0.09,,,,,,,,,,,,,,,,,,
3771,KIC10005758_rj139.83,KIC10005758,rj139.83,2011-12-19 05:14,j139,139.0,,/data/user/doppler/public_html/smemp/results/KIC10005758_rj139.83,1558692193.96,5861.0,110.0,1.134,0.18,0.13,0.09,,,,,,,,,,,,,,,,,,
3772,HE2356-0410_rj139.85,HE2356-0410,rj139.85,2011-12-19 06:47,j139,139.0,,/data/user/doppler/public_html/smemp/results/HE2356-0410_rj139.85,1558692193.99,6696.0,110.0,1.837,0.18,-0.31,0.09,,,,,,,,,,,,,,,,,,
3774,CK01102_rj140.66,CK01102,rj140.66,2012-01-02 04:36,j140,140.0,,/data/user/doppler/public_html/smemp/results/CK01102_rj140.66,1558692194.01,5932.0,110.0,1.897,0.18,0.02,0.09,,,,,,,,,,,,,,,,,,
3775,CK00134_rj140.67,CK00134,rj140.67,2012-01-02 04:44,j140,140.0,,/data/user/doppler/public_html/smemp/results/CK00134_rj140.67,1558692194.04,5983.0,110.0,1.842,0.18,0.23,0.09,,,,,,,,,,,,,,,,,,
3776,13871_rj140.95,13871,rj140.95,2012-01-02 06:23,j140,140.0,,/data/user/doppler/public_html/smemp/results/13871_rj140.95,1558692194.06,6380.0,110.0,1.875,0.18,0.3,0.09,,,,,,,,,,,,,,,,,,
3777,13871_rj140.96,13871,rj140.96,2012-01-02 06:25,j140,140.0,,/data/user/doppler/public_html/smemp/results/13871_rj140.96,1558692194.08,6414.0,110.0,1.908,0.18,0.34,0.09,,,,,,,,,,,,,,,,,,
3778,13871_rj140.97,13871,rj140.97,2012-01-02 06:26,j140,140.0,,/data/user/doppler/public_html/smemp/results/13871_rj140.97,1558692194.1,6395.0,110.0,1.831,0.18,0.29,0.09,,,,,,,,,,,,,,,,,,
3779,31423_rj140.113,31423,rj140.113,2012-01-02 07:26,j140,140.0,,/data/user/doppler/public_html/smemp/results/31423_rj140.113,1558692194.12,6550.0,110.0,2.102,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
3780,31423_rj140.114,31423,rj140.114,2012-01-02 07:27,j140,140.0,,/data/user/doppler/public_html/smemp/results/31423_rj140.114,1558692194.15,6560.0,110.0,2.105,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
3781,55CNC_rj140.188,55CNC,rj140.188,2012-01-02 14:59,j140,140.0,,/data/user/doppler/public_html/smemp/results/55CNC_rj140.188,1558692194.17,5324.0,110.0,0.934,0.1,0.49,0.09,,,,,,,,,,,,,,,,,,
3782,55CNC_rj140.189,55CNC,rj140.189,2012-01-02 15:01,j140,140.0,,/data/user/doppler/public_html/smemp/results/55CNC_rj140.189,1558692194.19,5318.0,110.0,0.94,0.1,0.49,0.09,,,,,,,,,,,,,,,,,,
3783,55CNC_rj140.190,55CNC,rj140.190,2012-01-02 15:03,j140,140.0,,/data/user/doppler/public_html/smemp/results/55CNC_rj140.190,1558692194.22,5331.0,110.0,0.932,0.1,0.49,0.09,,,,,,,,,,,,,,,,,,
3784,55CNC_rj140.191,55CNC,rj140.191,2012-01-02 15:06,j140,140.0,,/data/user/doppler/public_html/smemp/results/55CNC_rj140.191,1558692194.24,5318.0,110.0,0.932,0.1,0.49,0.09,,,,,,,,,,,,,,,,,,
3785,55CNC_rj140.192,55CNC,rj140.192,2012-01-02 15:09,j140,140.0,,/data/user/doppler/public_html/smemp/results/55CNC_rj140.192,1558692194.27,5318.0,110.0,0.933,0.1,0.49,0.09,,,,,,,,,,,,,,,,,,
3787,SN2011JH_rj140.202,SN2011JH,rj140.202,2012-01-02 16:00,j140,140.0,,/data/user/doppler/public_html/smemp/results/SN2011JH_rj140.202,1558692194.29,6682.0,110.0,1.911,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
3788,HR8936_rj141.59,HR8936,rj141.59,2012-01-05 04:25,j141,141.0,,/data/user/doppler/public_html/smemp/results/HR8936_rj141.59,1558692194.31,6697.0,110.0,1.927,0.18,-0.29,0.09,,,,,,,,,,,,,,,,,,
3789,HR8936_rj141.60,HR8936,rj141.60,2012-01-05 04:27,j141,141.0,,/data/user/doppler/public_html/smemp/results/HR8936_rj141.60,1558692194.33,6699.0,110.0,1.836,0.18,-0.3,0.09,,,,,,,,,,,,,,,,,,
3791,PTFEB12.184_rj141.106,PTFEB12.184,rj141.106,2012-01-05 07:24,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB12.184_rj141.106,1558692194.35,5780.0,110.0,2.535,0.18,-0.11,0.09,,,,,,,,,,,,,,,,,,
3792,PTFEB12.184_rj141.107,PTFEB12.184,rj141.107,2012-01-05 07:40,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB12.184_rj141.107,1558692194.38,5705.0,110.0,1.754,0.18,-0.12,0.09,,,,,,,,,,,,,,,,,,
3793,PTFEB12.709_rj141.108,PTFEB12.709,rj141.108,2012-01-05 07:58,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB12.709_rj141.108,1558692194.4,5323.0,110.0,1.072,0.18,-0.07,0.09,,,,,,,,,,,,,,,,,,
3794,PTFEB12.709_rj141.109,PTFEB12.709,rj141.109,2012-01-05 08:14,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB12.709_rj141.109,1558692194.42,5819.0,110.0,1.142,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
3795,PTFEB19.034_rj141.114,PTFEB19.034,rj141.114,2012-01-05 08:38,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB19.034_rj141.114,1558692194.44,3695.0,70.0,0.488,0.1,-0.11,0.09,,,,,,,,,,,,,,,,,,
3796,PTFEB21.339_rj141.115,PTFEB21.339,rj141.115,2012-01-05 08:43,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB21.339_rj141.115,1558692194.46,3917.0,70.0,0.531,0.1,-0.17,0.09,,,,,,,,,,,,,,,,,,
3797,PTFEB19.307_rj141.116,PTFEB19.307,rj141.116,2012-01-05 08:51,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB19.307_rj141.116,1558692194.48,4954.0,110.0,1.209,0.18,-0.13,0.09,,,,,,,,,,,,,,,,,,
3798,PTFEB29.993_rj141.117,PTFEB29.993,rj141.117,2012-01-05 09:00,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB29.993_rj141.117,1558692194.5,4506.0,110.0,0.704,0.1,0.04,0.09,,,,,,,,,,,,,,,,,,
3799,WASP12_rj141.128,WASP12,rj141.128,2012-01-05 10:21,j141,141.0,,/data/user/doppler/public_html/smemp/results/WASP12_rj141.128,1558692194.52,6024.0,110.0,1.374,0.18,0.14,0.09,,,,,,,,,,,,,,,,,,
3800,PTFEB127.093_rj141.132,PTFEB127.093,rj141.132,2012-01-05 10:53,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB127.093_rj141.132,1558692194.55,3671.0,70.0,0.514,0.1,0.01,0.09,,,,,,,,,,,,,,,,,,
3801,PTFEB131.082_rj141.133,PTFEB131.082,rj141.133,2012-01-05 11:04,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB131.082_rj141.133,1558692194.6,6425.0,110.0,2.745,0.18,0.06,0.09,,,,,,,,,,,,,,,,,,
3802,PTFEB132.707_rj141.134,PTFEB132.707,rj141.134,2012-01-05 11:16,j141,141.0,,/data/user/doppler/public_html/smemp/results/PTFEB132.707_rj141.134,1558692194.62,3303.0,70.0,0.366,0.1,0.09,0.09,,,,,,,,,,,,,,,,,,
3803,MG1-670747_rj141.177,MG1-670747,rj141.177,2012-01-05 14:43,j141,141.0,,/data/user/doppler/public_html/smemp/results/MG1-670747_rj141.177,1558692194.65,3983.0,70.0,0.613,0.1,-0.11,0.09,,,,,,,,,,,,,,,,,,
3804,WASP34_rj141.179,WASP34,rj141.179,2012-01-05 15:04,j141,141.0,,/data/user/doppler/public_html/smemp/results/WASP34_rj141.179,1558692194.67,5603.0,110.0,1.375,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
3805,HTR257-001_rj142.112,HTR257-001,rj142.112,2012-01-18 06:33,j142,142.0,,/data/user/doppler/public_html/smemp/results/HTR257-001_rj142.112,1558692194.7,4913.0,110.0,4.193,0.18,0.22,0.09,,,,,,,,,,,,,,,,,,
3806,HTR169-010_rj142.129,HTR169-010,rj142.129,2012-01-18 08:59,j142,142.0,,/data/user/doppler/public_html/smemp/results/HTR169-010_rj142.129,1558692194.72,5688.0,110.0,1.138,0.18,-0.26,0.09,,,,,,,,,,,,,,,,,,
3807,HTR259-001_rj142.135,HTR259-001,rj142.135,2012-01-18 10:09,j142,142.0,,/data/user/doppler/public_html/smemp/results/HTR259-001_rj142.135,1558692194.75,6111.0,110.0,1.58,0.18,-0.44,0.09,,,,,,,,,,,,,,,,,,
3808,HTR096-003_rj142.141,HTR096-003,rj142.141,2012-01-18 10:54,j142,142.0,,/data/user/doppler/public_html/smemp/results/HTR096-003_rj142.141,1558692194.77,4848.0,110.0,7.709,0.18,-0.06,0.09,,,,,,,,,,,,,,,,,,
3809,HTR413-001_rj142.155,HTR413-001,rj142.155,2012-01-18 12:07,j142,142.0,,/data/user/doppler/public_html/smemp/results/HTR413-001_rj142.155,1558692194.79,6597.0,110.0,1.931,0.18,-0.15,0.09,,,,,,,,,,,,,,,,,,
3810,90277_rj143.132,90277,rj143.132,2012-02-03 09:56,j143,143.0,,/data/user/doppler/public_html/smemp/results/90277_rj143.132,1558692194.82,6309.0,110.0,2.525,0.18,-0.06,0.09,,,,,,,,,,,,,,,,,,
3811,101688_rj143.133,101688,rj143.133,2012-02-03 09:57,j143,143.0,,/data/user/doppler/public_html/smemp/results/101688_rj143.133,1558692194.84,6617.0,110.0,1.859,0.18,-0.21,0.09,,,,,,,,,,,,,,,,,,
3812,88270_rj143.134,88270,rj143.134,2012-02-03 10:00,j143,143.0,,/data/user/doppler/public_html/smemp/results/88270_rj143.134,1558692194.87,6565.0,110.0,1.506,0.18,-0.47,0.09,,,,,,,,,,,,,,,,,,
3813,92196_rj143.135,92196,rj143.135,2012-02-03 10:02,j143,143.0,,/data/user/doppler/public_html/smemp/results/92196_rj143.135,1558692194.89,6321.0,110.0,1.845,0.18,-0.15,0.09,,,,,,,,,,,,,,,,,,
3814,87500_rj143.136,87500,rj143.136,2012-02-03 10:03,j143,143.0,,/data/user/doppler/public_html/smemp/results/87500_rj143.136,1558692194.91,6610.0,110.0,1.864,0.18,-0.18,0.09,,,,,,,,,,,,,,,,,,
3815,74393_rj143.149,74393,rj143.149,2012-02-03 11:06,j143,143.0,,/data/user/doppler/public_html/smemp/results/74393_rj143.149,1558692194.94,6685.0,110.0,1.928,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
3816,70843_rj143.151,70843,rj143.151,2012-02-03 11:20,j143,143.0,,/data/user/doppler/public_html/smemp/results/70843_rj143.151,1558692194.96,6046.0,110.0,1.514,0.18,0.15,0.09,,,,,,,,,,,,,,,,,,
3817,73785_rj143.152,73785,rj143.152,2012-02-03 11:22,j143,143.0,,/data/user/doppler/public_html/smemp/results/73785_rj143.152,1558692194.98,6607.0,110.0,1.998,0.18,-0.13,0.09,,,,,,,,,,,,,,,,,,
3818,97606_rj143.161,97606,rj143.161,2012-02-03 12:16,j143,143.0,,/data/user/doppler/public_html/smemp/results/97606_rj143.161,1558692195.0,6561.0,110.0,2.043,0.18,-0.09,0.09,,,,,,,,,,,,,,,,,,
3819,73596_rj143.171,73596,rj143.171,2012-02-03 13:29,j143,143.0,,/data/user/doppler/public_html/smemp/results/73596_rj143.171,1558692195.02,6328.0,110.0,1.76,0.18,-0.03,0.09,,,,,,,,,,,,,,,,,,
3820,69330_rj143.172,69330,rj143.172,2012-02-03 13:31,j143,143.0,,/data/user/doppler/public_html/smemp/results/69330_rj143.172,1558692195.04,6404.0,110.0,2.136,0.18,-0.18,0.09,,,,,,,,,,,,,,,,,,
3821,86358_rj143.173,86358,rj143.173,2012-02-03 13:33,j143,143.0,,/data/user/doppler/public_html/smemp/results/86358_rj143.173,1558692195.06,6589.0,110.0,1.678,0.18,-0.26,0.09,,,,,,,,,,,,,,,,,,
3822,111812_rj143.175,111812,rj143.175,2012-02-03 13:35,j143,143.0,,/data/user/doppler/public_html/smemp/results/111812_rj143.175,1558692195.09,6391.0,110.0,2.835,0.18,-0.11,0.09,,,,,,,,,,,,,,,,,,
3823,107326_rj143.176,107326,rj143.176,2012-02-03 13:37,j143,143.0,,/data/user/doppler/public_html/smemp/results/107326_rj143.176,1558692195.11,6618.0,110.0,1.873,0.18,-0.18,0.09,,,,,,,,,,,,,,,,,,
3824,120064_rj143.183,120064,rj143.183,2012-02-03 13:46,j143,143.0,,/data/user/doppler/public_html/smemp/results/120064_rj143.183,1558692195.13,6390.0,110.0,1.739,0.18,-0.21,0.09,,,,,,,,,,,,,,,,,,
3825,129537_rj143.188,129537,rj143.188,2012-02-03 13:54,j143,143.0,,/data/user/doppler/public_html/smemp/results/129537_rj143.188,1558692195.15,6657.0,110.0,1.822,0.18,-0.22,0.09,,,,,,,,,,,,,,,,,,
3826,99329_rj143.189,99329,rj143.189,2012-02-03 14:03,j143,143.0,,/data/user/doppler/public_html/smemp/results/99329_rj143.189,1558692195.17,6613.0,110.0,1.876,0.18,-0.18,0.09,,,,,,,,,,,,,,,,,,
3827,103313_rj143.190,103313,rj143.190,2012-02-03 14:04,j143,143.0,,/data/user/doppler/public_html/smemp/results/103313_rj143.190,1558692195.2,6590.0,110.0,2.096,0.18,-0.1,0.09,,,,,,,,,,,,,,,,,,
3828,98687_rj143.191,98687,rj143.191,2012-02-03 14:06,j143,143.0,,/data/user/doppler/public_html/smemp/results/98687_rj143.191,1558692195.23,6446.0,110.0,1.768,0.18,-0.07,0.09,,,,,,,,,,,,,,,,,,
3829,124115_rj143.194,124115,rj143.194,2012-02-03 14:11,j143,143.0,,/data/user/doppler/public_html/smemp/results/124115_rj143.194,1558692195.25,6226.0,110.0,1.858,0.18,-0.04,0.09,,,,,,,,,,,,,,,,,,
3834,114174_rj147.102,114174,rj147.102,2012-03-13 12:37,j147,147.0,,/data/user/doppler/public_html/smemp/results/114174_rj147.102,1558692195.27,5594.0,110.0,1.395,0.18,0.04,0.09,,,,,,,,,,,,,,,,,,
3835,114174_rj147.103,114174,rj147.103,2012-03-13 12:39,j147,147.0,,/data/user/doppler/public_html/smemp/results/114174_rj147.103,1558692195.29,5612.0,110.0,1.344,0.18,0.05,0.09,,,,,,,,,,,,,,,,,,
3836,114174_rj147.104,114174,rj147.104,2012-03-13 12:40,j147,147.0,,/data/user/doppler/public_html/smemp/results/114174_rj147.104,1558692195.32,5608.0,110.0,1.354,0.18,0.05,0.09,,,,,,,,,,,,,,,,,,
3837,CK01474_rj147.132,CK01474,rj147.132,2012-03-13 14:50,j147,147.0,,/data/user/doppler/public_html/smemp/results/CK01474_rj147.132,1558692195.34,6318.0,110.0,1.706,0.18,0.15,0.09,,,,,,,,,,,,,,,,,,
3838,CK00952_rj147.133,CK00952,rj147.133,2012-03-13 15:10,j147,147.0,,/data/user/doppler/public_html/smemp/results/CK00952_rj147.133,1558692195.37,3862.0,70.0,0.606,0.1,0.09,0.09,,,,,,,,,,,,,,,,,,
3839,HR7457_rj147.141,HR7457,rj147.141,2012-03-13 15:50,j147,147.0,,/data/user/doppler/public_html/smemp/results/HR7457_rj147.141,1558692195.39,6693.0,110.0,1.897,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
3840,HR7457_rj147.142,HR7457,rj147.142,2012-03-13 15:51,j147,147.0,,/data/user/doppler/public_html/smemp/results/HR7457_rj147.142,1558692195.42,6693.0,110.0,1.892,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
3841,ASAS_065113_rj148.84,ASAS_065113,rj148.84,2012-04-01 05:58,j148,148.0,,/data/user/doppler/public_html/smemp/results/ASAS_065113_rj148.84,1558692195.45,6224.0,110.0,2.787,0.18,-0.24,0.09,,,,,,,,,,,,,,,,,,
3842,CK01925_rj148.163,CK01925,rj148.163,2012-04-01 14:26,j148,148.0,,/data/user/doppler/public_html/smemp/results/CK01925_rj148.163,1558692195.47,5411.0,110.0,0.898,0.1,0.14,0.09,,,,,,,,,,,,,,,,,,
3843,KIC4862625_rj148.164,KIC4862625,rj148.164,2012-04-01 14:43,j148,148.0,,/data/user/doppler/public_html/smemp/results/KIC4862625_rj148.164,1558692195.5,6283.0,110.0,3.111,0.18,-0.04,0.09,,,,,,,,,,,,,,,,,,
3844,KIC6779260_rj148.165,KIC6779260,rj148.165,2012-04-01 14:58,j148,148.0,,/data/user/doppler/public_html/smemp/results/KIC6779260_rj148.165,1558692195.53,5369.0,110.0,0.85,0.1,0.07,0.09,,,,,,,,,,,,,,,,,,
3845,ASAS_191909_rj148.169,ASAS_191909,rj148.169,2012-04-01 15:20,j148,148.0,,/data/user/doppler/public_html/smemp/results/ASAS_191909_rj148.169,1558692195.55,5345.0,110.0,2.312,0.18,0.15,0.09,,,,,,,,,,,,,,,,,,
3846,71881_rj148.339,71881,rj148.339,2012-04-02 06:41,j148,148.0,,/data/user/doppler/public_html/smemp/results/71881_rj148.339,1558692195.57,5876.0,110.0,1.166,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
3847,71881_rj148.340,71881,rj148.340,2012-04-02 06:42,j148,148.0,,/data/user/doppler/public_html/smemp/results/71881_rj148.340,1558692195.6,5874.0,110.0,1.168,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
3848,HIP32769_rj148.341,HIP32769,rj148.341,2012-04-02 06:42,j148,148.0,,/data/user/doppler/public_html/smemp/results/HIP32769_rj148.341,1558692195.62,4296.0,70.0,0.681,0.1,-0.03,0.09,,,,,,,,,,,,,,,,,,
3849,HIP32919_rj148.342,HIP32919,rj148.342,2012-04-02 06:46,j148,148.0,,/data/user/doppler/public_html/smemp/results/HIP32919_rj148.342,1558692195.65,4267.0,70.0,0.676,0.1,-0.04,0.09,,,,,,,,,,,,,,,,,,
3850,XO-2_rj148.346,XO-2,rj148.346,2012-04-02 06:56,j148,148.0,,/data/user/doppler/public_html/smemp/results/XO-2_rj148.346,1558692195.67,5409.0,110.0,0.944,0.1,0.52,0.09,,,,,,,,,,,,,,,,,,
3851,71881_rj148.350,71881,rj148.350,2012-04-02 07:06,j148,148.0,,/data/user/doppler/public_html/smemp/results/71881_rj148.350,1558692195.7,5875.0,110.0,1.146,0.18,0.05,0.09,,,,,,,,,,,,,,,,,,
3852,71881_rj148.351,71881,rj148.351,2012-04-02 07:08,j148,148.0,,/data/user/doppler/public_html/smemp/results/71881_rj148.351,1558692195.73,5877.0,110.0,1.139,0.18,0.05,0.09,,,,,,,,,,,,,,,,,,
3853,HIP32769_rj148.352,HIP32769,rj148.352,2012-04-02 07:09,j148,148.0,,/data/user/doppler/public_html/smemp/results/HIP32769_rj148.352,1558692195.75,4275.0,70.0,0.69,0.1,0.0,0.09,,,,,,,,,,,,,,,,,,
3854,HIP32769_rj148.353,HIP32769,rj148.353,2012-04-02 07:12,j148,148.0,,/data/user/doppler/public_html/smemp/results/HIP32769_rj148.353,1558692195.78,4270.0,70.0,0.691,0.1,-0.01,0.09,,,,,,,,,,,,,,,,,,
3855,HIP32919_rj148.354,HIP32919,rj148.354,2012-04-02 07:16,j148,148.0,,/data/user/doppler/public_html/smemp/results/HIP32919_rj148.354,1558692195.8,4238.0,70.0,0.686,0.1,-0.03,0.09,,,,,,,,,,,,,,,,,,
3856,HIP32919_rj148.355,HIP32919,rj148.355,2012-04-02 07:21,j148,148.0,,/data/user/doppler/public_html/smemp/results/HIP32919_rj148.355,1558692195.83,4239.0,70.0,0.686,0.1,-0.03,0.09,,,,,,,,,,,,,,,,,,
3857,XO-2_rj148.359,XO-2,rj148.359,2012-04-02 07:42,j148,148.0,,/data/user/doppler/public_html/smemp/results/XO-2_rj148.359,1558692195.85,5421.0,110.0,0.928,0.1,0.53,0.09,,,,,,,,,,,,,,,,,,
3858,WASP31_rj148.380,WASP31,rj148.380,2012-04-02 10:01,j148,148.0,,/data/user/doppler/public_html/smemp/results/WASP31_rj148.380,1558692195.87,6151.0,110.0,1.305,0.18,-0.24,0.09,,,,,,,,,,,,,,,,,,
3859,KIC12557548_rj148.403,KIC12557548,rj148.403,2012-04-02 13:26,j148,148.0,,/data/user/doppler/public_html/smemp/results/KIC12557548_rj148.403,1558692195.9,4449.0,70.0,0.715,0.1,0.08,0.09,,,,,,,,,,,,,,,,,,
3860,KIC8552719_rj148.409,KIC8552719,rj148.409,2012-04-02 15:24,j148,148.0,,/data/user/doppler/public_html/smemp/results/KIC8552719_rj148.409,1558692195.92,5424.0,110.0,1.765,0.18,0.3,0.09,,,,,,,,,,,,,,,,,,
3861,232979_rj149.100,232979,rj149.100,2012-04-10 05:47,j149,149.0,,/data/user/doppler/public_html/smemp/results/232979_rj149.100,1558692195.94,3923.0,70.0,0.596,0.1,-0.2,0.09,,,,,,,,,,,,,,,,,,
3862,232979_rj149.101,232979,rj149.101,2012-04-10 05:51,j149,149.0,,/data/user/doppler/public_html/smemp/results/232979_rj149.101,1558692195.97,3923.0,70.0,0.595,0.1,-0.19,0.09,,,,,,,,,,,,,,,,,,
3863,HIP32769_rj149.105,HIP32769,rj149.105,2012-04-10 06:02,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP32769_rj149.105,1558692196.0,4270.0,70.0,0.691,0.1,0.0,0.09,,,,,,,,,,,,,,,,,,
3864,HIP32769_rj149.106,HIP32769,rj149.106,2012-04-10 06:05,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP32769_rj149.106,1558692196.03,4266.0,70.0,0.689,0.1,-0.02,0.09,,,,,,,,,,,,,,,,,,
3865,HIP32919_rj149.107,HIP32919,rj149.107,2012-04-10 06:09,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP32919_rj149.107,1558692196.06,4238.0,70.0,0.686,0.1,-0.03,0.09,,,,,,,,,,,,,,,,,,
3866,HIP32919_rj149.108,HIP32919,rj149.108,2012-04-10 06:13,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP32919_rj149.108,1558692196.09,4238.0,70.0,0.687,0.1,-0.03,0.09,,,,,,,,,,,,,,,,,,
3867,265866_rj149.109,265866,rj149.109,2012-04-10 06:20,j149,149.0,,/data/user/doppler/public_html/smemp/results/265866_rj149.109,1558692196.12,3441.0,70.0,0.351,0.1,-0.06,0.09,,,,,,,,,,,,,,,,,,
3868,265866_rj149.110,265866,rj149.110,2012-04-10 06:29,j149,149.0,,/data/user/doppler/public_html/smemp/results/265866_rj149.110,1558692196.14,3445.0,70.0,0.352,0.1,-0.05,0.09,,,,,,,,,,,,,,,,,,
3869,PTF12BVH_rj149.117,PTF12BVH,rj149.117,2012-04-10 07:03,j149,149.0,,/data/user/doppler/public_html/smemp/results/PTF12BVH_rj149.117,1558692196.16,6687.0,110.0,1.891,0.18,-0.29,0.09,,,,,,,,,,,,,,,,,,
3870,HIP40375_rj149.139,HIP40375,rj149.139,2012-04-10 08:41,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP40375_rj149.139,1558692196.19,4346.0,70.0,0.706,0.1,0.04,0.09,,,,,,,,,,,,,,,,,,
3871,HIP40375_rj149.140,HIP40375,rj149.140,2012-04-10 08:45,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP40375_rj149.140,1558692196.22,4340.0,70.0,0.709,0.1,0.04,0.09,,,,,,,,,,,,,,,,,,
3872,HIP40910_rj149.141,HIP40910,rj149.141,2012-04-10 08:52,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP40910_rj149.141,1558692196.25,4169.0,70.0,0.639,0.1,-0.1,0.09,,,,,,,,,,,,,,,,,,
3873,HIP40910_rj149.142,HIP40910,rj149.142,2012-04-10 09:02,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP40910_rj149.142,1558692196.28,4162.0,70.0,0.637,0.1,-0.08,0.09,,,,,,,,,,,,,,,,,,
3874,HIP41130_rj149.143,HIP41130,rj149.143,2012-04-10 09:11,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP41130_rj149.143,1558692196.31,4322.0,70.0,0.677,0.1,-0.09,0.09,,,,,,,,,,,,,,,,,,
3875,HIP41130_rj149.144,HIP41130,rj149.144,2012-04-10 09:19,j149,149.0,,/data/user/doppler/public_html/smemp/results/HIP41130_rj149.144,1558692196.34,4326.0,70.0,0.676,0.1,-0.08,0.09,,,,,,,,,,,,,,,,,,
