,id,name,obs,obstime,run,runnum,expnum,outdir,outdir_mtime,teff,teff_err,radius,radius_err,fe,fe_err,iso_mass,iso_mass_err1,iso_mass_err2,iso_radius,iso_radius_err1,iso_radius_err2,iso_logage,iso_logage_err1,iso_logage_err2,iso_teff,iso_teff_err1,iso_teff_err2,iso_logg,iso_logg_err1,iso_logg_err2,iso_fe,iso_fe_err1,iso_fe_err2
1,185144_rj01.168,185144,rj01.168,2004-08-20 10:55,j01,1.0,,/data/user/doppler/public_html/smemp/results/185144_rj01.168,1558692103.92,5241.0,110.0,0.782,0.1,-0.26,0.09,,,,,,,,,,,,,,,,,,
2,185144_rj01.169,185144,rj01.169,2004-08-20 10:56,j01,1.0,,/data/user/doppler/public_html/smemp/results/185144_rj01.169,1558692103.95,5245.0,110.0,0.778,0.1,-0.26,0.09,,,,,,,,,,,,,,,,,,
3,185144_rj01.170,185144,rj01.170,2004-08-20 10:56,j01,1.0,,/data/user/doppler/public_html/smemp/results/185144_rj01.170,1558692103.98,5246.0,110.0,0.796,0.1,-0.26,0.09,,,,,,,,,,,,,,,,,,
4,185144_rj01.171,185144,rj01.171,2004-08-20 10:57,j01,1.0,,/data/user/doppler/public_html/smemp/results/185144_rj01.171,1558692104.01,5239.0,110.0,0.786,0.1,-0.26,0.09,,,,,,,,,,,,,,,,,,
5,185144_rj01.172,185144,rj01.172,2004-08-20 10:58,j01,1.0,,/data/user/doppler/public_html/smemp/results/185144_rj01.172,1558692104.03,5241.0,110.0,0.785,0.1,-0.25,0.09,,,,,,,,,,,,,,,,,,
6,196850_rj01.173,196850,rj01.173,2004-08-20 11:01,j01,1.0,,/data/user/doppler/public_html/smemp/results/196850_rj01.173,1558692104.05,5801.0,110.0,1.111,0.18,-0.09,0.09,,,,,,,,,,,,,,,,,,
7,196850_rj01.174,196850,rj01.174,2004-08-20 11:03,j01,1.0,,/data/user/doppler/public_html/smemp/results/196850_rj01.174,1558692104.08,5805.0,110.0,1.115,0.18,-0.09,0.09,,,,,,,,,,,,,,,,,,
8,196850_rj01.175,196850,rj01.175,2004-08-20 11:04,j01,1.0,,/data/user/doppler/public_html/smemp/results/196850_rj01.175,1558692104.1,5810.0,110.0,1.087,0.18,-0.08,0.09,,,,,,,,,,,,,,,,,,
9,196850_rj01.176,196850,rj01.176,2004-08-20 11:05,j01,1.0,,/data/user/doppler/public_html/smemp/results/196850_rj01.176,1558692104.12,5802.0,110.0,1.112,0.18,-0.09,0.09,,,,,,,,,,,,,,,,,,
10,1461_rj01.178,1461,rj01.178,2004-08-20 11:12,j01,1.0,,/data/user/doppler/public_html/smemp/results/1461_rj01.178,1558692104.14,5476.0,110.0,1.071,0.18,0.22,0.09,,,,,,,,,,,,,,,,,,
11,1461_rj01.179,1461,rj01.179,2004-08-20 11:14,j01,1.0,,/data/user/doppler/public_html/smemp/results/1461_rj01.179,1558692104.16,5495.0,110.0,1.065,0.18,0.22,0.09,,,,,,,,,,,,,,,,,,
12,1461_rj01.180,1461,rj01.180,2004-08-20 11:15,j01,1.0,,/data/user/doppler/public_html/smemp/results/1461_rj01.180,1558692104.18,5479.0,110.0,1.066,0.18,0.22,0.09,,,,,,,,,,,,,,,,,,
13,1461_rj01.181,1461,rj01.181,2004-08-20 11:16,j01,1.0,,/data/user/doppler/public_html/smemp/results/1461_rj01.181,1558692104.2,5463.0,110.0,1.06,0.18,0.22,0.09,,,,,,,,,,,,,,,,,,
14,1461_rj01.182,1461,rj01.182,2004-08-20 11:17,j01,1.0,,/data/user/doppler/public_html/smemp/results/1461_rj01.182,1558692104.22,5427.0,110.0,1.071,0.18,0.21,0.09,,,,,,,,,,,,,,,,,,
15,TRES1_rj01.188,TRES1,rj01.188,2004-08-20 11:39,j01,1.0,,/data/user/doppler/public_html/smemp/results/TRES1_rj01.188,1558692104.24,5239.0,110.0,0.892,0.1,0.09,0.09,,,,,,,,,,,,,,,,,,
16,TRES1_rj01.189,TRES1,rj01.189,2004-08-20 11:48,j01,1.0,,/data/user/doppler/public_html/smemp/results/TRES1_rj01.189,1558692104.26,5233.0,110.0,0.893,0.1,0.1,0.09,,,,,,,,,,,,,,,,,,
17,NARROWFLAT_rj01.308,NARROWFLAT,rj01.308,2004-08-21 04:44,j01,1.0,,/data/user/doppler/public_html/smemp/results/NARROWFLAT_rj01.308,1558692104.28,6694.0,110.0,1.882,0.18,-0.29,0.09,,,,,,,,,,,,,,,,,,
18,11964A_rj01.1086,11964A,rj01.1086,2004-08-23 12:55,j01,1.0,,/data/user/doppler/public_html/smemp/results/11964A_rj01.1086,1558692104.3,5130.0,110.0,2.162,0.18,0.19,0.09,,,,,,,,,,,,,,,,,,
19,11964A_rj01.1087,11964A,rj01.1087,2004-08-23 12:56,j01,1.0,,/data/user/doppler/public_html/smemp/results/11964A_rj01.1087,1558692104.32,5128.0,110.0,2.122,0.18,0.2,0.09,,,,,,,,,,,,,,,,,,
20,11964A_rj01.1088,11964A,rj01.1088,2004-08-23 12:57,j01,1.0,,/data/user/doppler/public_html/smemp/results/11964A_rj01.1088,1558692104.34,5094.0,110.0,2.16,0.18,0.19,0.09,,,,,,,,,,,,,,,,,,
21,190360_rj01.1089,190360,rj01.1089,2004-08-23 13:01,j01,1.0,,/data/user/doppler/public_html/smemp/results/190360_rj01.1089,1558692104.35,5437.0,110.0,1.238,0.18,0.28,0.09,,,,,,,,,,,,,,,,,,
22,190360_rj01.1090,190360,rj01.1090,2004-08-23 13:03,j01,1.0,,/data/user/doppler/public_html/smemp/results/190360_rj01.1090,1558692104.37,5452.0,110.0,1.122,0.18,0.28,0.09,,,,,,,,,,,,,,,,,,
23,190360_rj01.1091,190360,rj01.1091,2004-08-23 13:04,j01,1.0,,/data/user/doppler/public_html/smemp/results/190360_rj01.1091,1558692104.39,5446.0,110.0,1.193,0.18,0.28,0.09,,,,,,,,,,,,,,,,,,
24,10700_rj01.1092,10700,rj01.1092,2004-08-23 13:07,j01,1.0,,/data/user/doppler/public_html/smemp/results/10700_rj01.1092,1558692104.41,5314.0,110.0,0.808,0.1,-0.46,0.09,,,,,,,,,,,,,,,,,,
25,10700_rj01.1093,10700,rj01.1093,2004-08-23 13:11,j01,1.0,,/data/user/doppler/public_html/smemp/results/10700_rj01.1093,1558692104.43,5305.0,110.0,0.812,0.1,-0.47,0.09,,,,,,,,,,,,,,,,,,
26,10700_rj01.1094,10700,rj01.1094,2004-08-23 13:11,j01,1.0,,/data/user/doppler/public_html/smemp/results/10700_rj01.1094,1558692104.45,5305.0,110.0,0.812,0.1,-0.46,0.09,,,,,,,,,,,,,,,,,,
27,10700_rj01.1095,10700,rj01.1095,2004-08-23 13:12,j01,1.0,,/data/user/doppler/public_html/smemp/results/10700_rj01.1095,1558692104.46,5302.0,110.0,0.813,0.1,-0.47,0.09,,,,,,,,,,,,,,,,,,
28,10700_rj01.1096,10700,rj01.1096,2004-08-23 13:13,j01,1.0,,/data/user/doppler/public_html/smemp/results/10700_rj01.1096,1558692104.48,5306.0,110.0,0.811,0.1,-0.47,0.09,,,,,,,,,,,,,,,,,,
29,GL876_rj02.942,GL876,rj02.942,2004-10-25 07:28,j02,2.0,,/data/user/doppler/public_html/smemp/results/GL876_rj02.942,1558692104.51,3304.0,70.0,0.359,0.1,0.14,0.09,,,,,,,,,,,,,,,,,,
30,GL876_rj02.943,GL876,rj02.943,2004-10-25 07:44,j02,2.0,,/data/user/doppler/public_html/smemp/results/GL876_rj02.943,1558692104.53,3306.0,70.0,0.357,0.1,0.13,0.09,,,,,,,,,,,,,,,,,,
31,GL876_rj02.944,GL876,rj02.944,2004-10-25 07:59,j02,2.0,,/data/user/doppler/public_html/smemp/results/GL876_rj02.944,1558692104.55,3307.0,70.0,0.359,0.1,0.13,0.09,,,,,,,,,,,,,,,,,,
32,HIP109388_rj02.945,HIP109388,rj02.945,2004-10-25 08:13,j02,2.0,,/data/user/doppler/public_html/smemp/results/HIP109388_rj02.945,1558692104.58,3520.0,70.0,0.466,0.1,0.45,0.09,,,,,,,,,,,,,,,,,,
33,HIP109388_rj02.946,HIP109388,rj02.946,2004-10-25 08:21,j02,2.0,,/data/user/doppler/public_html/smemp/results/HIP109388_rj02.946,1558692104.6,3514.0,70.0,0.465,0.1,0.43,0.09,,,,,,,,,,,,,,,,,,
34,HIP109388_rj02.947,HIP109388,rj02.947,2004-10-25 08:32,j02,2.0,,/data/user/doppler/public_html/smemp/results/HIP109388_rj02.947,1558692104.62,3508.0,70.0,0.459,0.1,0.39,0.09,,,,,,,,,,,,,,,,,,
35,11964A_rj02.948,11964A,rj02.948,2004-10-25 08:39,j02,2.0,,/data/user/doppler/public_html/smemp/results/11964A_rj02.948,1558692104.65,5240.0,110.0,2.377,0.18,0.19,0.09,,,,,,,,,,,,,,,,,,
36,11964A_rj02.949,11964A,rj02.949,2004-10-25 08:41,j02,2.0,,/data/user/doppler/public_html/smemp/results/11964A_rj02.949,1558692104.67,5205.0,110.0,2.239,0.18,0.2,0.09,,,,,,,,,,,,,,,,,,
37,11964A_rj02.950,11964A,rj02.950,2004-10-25 08:43,j02,2.0,,/data/user/doppler/public_html/smemp/results/11964A_rj02.950,1558692104.7,5213.0,110.0,2.241,0.18,0.2,0.09,,,,,,,,,,,,,,,,,,
38,190360_rj02.951,190360,rj02.951,2004-10-25 08:49,j02,2.0,,/data/user/doppler/public_html/smemp/results/190360_rj02.951,1558692104.72,5534.0,110.0,1.204,0.18,0.32,0.09,,,,,,,,,,,,,,,,,,
39,190360_rj02.952,190360,rj02.952,2004-10-25 08:53,j02,2.0,,/data/user/doppler/public_html/smemp/results/190360_rj02.952,1558692104.74,5530.0,110.0,1.2,0.18,0.31,0.09,,,,,,,,,,,,,,,,,,
40,190360_rj02.953,190360,rj02.953,2004-10-25 08:56,j02,2.0,,/data/user/doppler/public_html/smemp/results/190360_rj02.953,1558692104.76,5528.0,110.0,1.231,0.18,0.32,0.09,,,,,,,,,,,,,,,,,,
41,33334_rj04.871,33334,rj04.871,2004-12-30 08:02,j04,4.0,,/data/user/doppler/public_html/smemp/results/33334_rj04.871,1558692104.78,5591.0,110.0,1.159,0.18,0.03,0.09,,,,,,,,,,,,,,,,,,
42,49197_rj04.872,49197,rj04.872,2004-12-30 08:04,j04,4.0,,/data/user/doppler/public_html/smemp/results/49197_rj04.872,1558692104.8,6335.0,110.0,1.626,0.18,-0.05,0.09,,,,,,,,,,,,,,,,,,
43,34887_rj04.873,34887,rj04.873,2004-12-30 08:07,j04,4.0,,/data/user/doppler/public_html/smemp/results/34887_rj04.873,1558692104.83,5477.0,110.0,1.073,0.18,0.4,0.09,,,,,,,,,,,,,,,,,,
44,36130_rj04.874,36130,rj04.874,2004-12-30 08:10,j04,4.0,,/data/user/doppler/public_html/smemp/results/36130_rj04.874,1558692104.89,5857.0,110.0,1.348,0.18,0.14,0.09,,,,,,,,,,,,,,,,,,
45,51046_rj04.875,51046,rj04.875,2004-12-30 08:13,j04,4.0,,/data/user/doppler/public_html/smemp/results/51046_rj04.875,1558692104.91,5579.0,110.0,1.038,0.18,-0.01,0.09,,,,,,,,,,,,,,,,,,
46,64324_rj04.876,64324,rj04.876,2004-12-30 08:16,j04,4.0,,/data/user/doppler/public_html/smemp/results/64324_rj04.876,1558692104.94,5735.0,110.0,1.016,0.18,-0.02,0.09,,,,,,,,,,,,,,,,,,
47,70516_rj04.877,70516,rj04.877,2004-12-30 08:19,j04,4.0,,/data/user/doppler/public_html/smemp/results/70516_rj04.877,1558692104.96,5805.0,110.0,0.994,0.1,0.13,0.09,,,,,,,,,,,,,,,,,,
48,38207_rj04.878,38207,rj04.878,2004-12-30 08:24,j04,4.0,,/data/user/doppler/public_html/smemp/results/38207_rj04.878,1558692104.98,6507.0,110.0,2.488,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
49,41700_rj04.879,41700,rj04.879,2004-12-30 08:27,j04,4.0,,/data/user/doppler/public_html/smemp/results/41700_rj04.879,1558692105.01,6391.0,110.0,1.356,0.18,0.06,0.09,,,,,,,,,,,,,,,,,,
50,69960_rj04.883,69960,rj04.883,2004-12-30 08:36,j04,4.0,,/data/user/doppler/public_html/smemp/results/69960_rj04.883,1558692105.03,5609.0,110.0,1.592,0.18,0.37,0.09,,,,,,,,,,,,,,,,,,
51,73534_rj04.884,73534,rj04.884,2004-12-30 08:41,j04,4.0,,/data/user/doppler/public_html/smemp/results/73534_rj04.884,1558692105.05,4997.0,110.0,3.48,0.18,0.34,0.09,,,,,,,,,,,,,,,,,,
52,33822_rj04.885,33822,rj04.885,2004-12-30 08:45,j04,4.0,,/data/user/doppler/public_html/smemp/results/33822_rj04.885,1558692105.08,5678.0,110.0,1.353,0.18,0.33,0.09,,,,,,,,,,,,,,,,,,
53,38467_rj04.886,38467,rj04.886,2004-12-30 08:48,j04,4.0,,/data/user/doppler/public_html/smemp/results/38467_rj04.886,1558692105.1,5747.0,110.0,1.323,0.18,0.31,0.09,,,,,,,,,,,,,,,,,,
54,37986_rj04.887,37986,rj04.887,2004-12-30 08:51,j04,4.0,,/data/user/doppler/public_html/smemp/results/37986_rj04.887,1558692105.12,5484.0,110.0,1.017,0.18,0.38,0.09,,,,,,,,,,,,,,,,,,
55,HIP42491_rj04.889,HIP42491,rj04.889,2004-12-30 08:57,j04,4.0,,/data/user/doppler/public_html/smemp/results/HIP42491_rj04.889,1558692105.15,5336.0,110.0,0.827,0.1,0.06,0.09,,,,,,,,,,,,,,,,,,
56,75784_rj04.890,75784,rj04.890,2004-12-30 09:03,j04,4.0,,/data/user/doppler/public_html/smemp/results/75784_rj04.890,1558692105.17,4914.0,110.0,4.148,0.18,0.27,0.09,,,,,,,,,,,,,,,,,,
57,69076_rj04.891,69076,rj04.891,2004-12-30 09:07,j04,4.0,,/data/user/doppler/public_html/smemp/results/69076_rj04.891,1558692105.19,5371.0,110.0,0.808,0.1,-0.41,0.09,,,,,,,,,,,,,,,,,,
58,72905_rj04.892,72905,rj04.892,2004-12-30 09:11,j04,4.0,,/data/user/doppler/public_html/smemp/results/72905_rj04.892,1558692105.21,5878.0,110.0,1.006,0.18,0.01,0.09,,,,,,,,,,,,,,,,,,
59,66751_rj04.893,66751,rj04.893,2004-12-30 09:13,j04,4.0,,/data/user/doppler/public_html/smemp/results/66751_rj04.893,1558692105.23,6316.0,110.0,1.496,0.18,-0.48,0.09,,,,,,,,,,,,,,,,,,
60,17354_rj05.548,17354,rj05.548,2005-01-28 05:07,j05,5.0,,/data/user/doppler/public_html/smemp/results/17354_rj05.548,1558692105.26,5682.0,110.0,1.541,0.18,0.37,0.09,,,,,,,,,,,,,,,,,,
61,20155_rj05.549,20155,rj05.549,2005-01-28 05:11,j05,5.0,,/data/user/doppler/public_html/smemp/results/20155_rj05.549,1558692105.28,5855.0,110.0,1.777,0.18,0.19,0.09,,,,,,,,,,,,,,,,,,
62,18702_rj05.550,18702,rj05.550,2005-01-28 05:15,j05,5.0,,/data/user/doppler/public_html/smemp/results/18702_rj05.550,1558692105.3,5227.0,110.0,1.008,0.18,0.24,0.09,,,,,,,,,,,,,,,,,,
63,26257_rj05.551,26257,rj05.551,2005-01-28 05:19,j05,5.0,,/data/user/doppler/public_html/smemp/results/26257_rj05.551,1558692105.32,6048.0,110.0,1.444,0.18,0.12,0.09,,,,,,,,,,,,,,,,,,
64,25311_rj05.552,25311,rj05.552,2005-01-28 05:23,j05,5.0,,/data/user/doppler/public_html/smemp/results/25311_rj05.552,1558692105.34,6081.0,110.0,1.893,0.18,0.17,0.09,,,,,,,,,,,,,,,,,,
65,26874_rj05.553,26874,rj05.553,2005-01-28 05:27,j05,5.0,,/data/user/doppler/public_html/smemp/results/26874_rj05.553,1558692105.37,5937.0,110.0,1.046,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
66,109409_rj05.1261,109409,rj05.1261,2005-01-30 11:58,j05,5.0,,/data/user/doppler/public_html/smemp/results/109409_rj05.1261,1558692105.39,5740.0,110.0,1.463,0.18,0.32,0.09,,,,,,,,,,,,,,,,,,
67,109929_rj05.1264,109929,rj05.1264,2005-01-30 12:06,j05,5.0,,/data/user/doppler/public_html/smemp/results/109929_rj05.1264,1558692105.41,5832.0,110.0,1.934,0.18,0.29,0.09,,,,,,,,,,,,,,,,,,
68,103890_rj05.1265,103890,rj05.1265,2005-01-30 12:11,j05,5.0,,/data/user/doppler/public_html/smemp/results/103890_rj05.1265,1558692105.43,6109.0,110.0,1.396,0.18,0.02,0.09,,,,,,,,,,,,,,,,,,
69,94151_rj05.1266,94151,rj05.1266,2005-01-30 12:16,j05,5.0,,/data/user/doppler/public_html/smemp/results/94151_rj05.1266,1558692105.45,5584.0,110.0,1.009,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
70,75898_rj05.1267,75898,rj05.1267,2005-01-30 12:22,j05,5.0,,/data/user/doppler/public_html/smemp/results/75898_rj05.1267,1558692105.47,5811.0,110.0,1.575,0.18,0.16,0.09,,,,,,,,,,,,,,,,,,
71,23356_rj06.1037,23356,rj06.1037,2005-02-26 07:03,j06,6.0,,/data/user/doppler/public_html/smemp/results/23356_rj06.1037,1558692105.49,4919.0,110.0,0.758,0.1,-0.07,0.09,,,,,,,,,,,,,,,,,,
72,23356_rj06.1038,23356,rj06.1038,2005-02-26 07:06,j06,6.0,,/data/user/doppler/public_html/smemp/results/23356_rj06.1038,1558692105.51,4921.0,110.0,0.759,0.1,-0.07,0.09,,,,,,,,,,,,,,,,,,
73,23356_rj06.1039,23356,rj06.1039,2005-02-26 07:10,j06,6.0,,/data/user/doppler/public_html/smemp/results/23356_rj06.1039,1558692105.53,4921.0,110.0,0.758,0.1,-0.07,0.09,,,,,,,,,,,,,,,,,,
74,24040_rj06.1040,24040,rj06.1040,2005-02-26 07:16,j06,6.0,,/data/user/doppler/public_html/smemp/results/24040_rj06.1040,1558692105.56,5739.0,110.0,1.066,0.18,0.19,0.09,,,,,,,,,,,,,,,,,,
75,24040_rj06.1041,24040,rj06.1041,2005-02-26 07:20,j06,6.0,,/data/user/doppler/public_html/smemp/results/24040_rj06.1041,1558692105.58,5730.0,110.0,1.075,0.18,0.2,0.09,,,,,,,,,,,,,,,,,,
76,24040_rj06.1042,24040,rj06.1042,2005-02-26 07:24,j06,6.0,,/data/user/doppler/public_html/smemp/results/24040_rj06.1042,1558692105.61,5743.0,110.0,1.068,0.18,0.2,0.09,,,,,,,,,,,,,,,,,,
77,26965_rj06.1043,26965,rj06.1043,2005-02-26 07:27,j06,6.0,,/data/user/doppler/public_html/smemp/results/26965_rj06.1043,1558692105.64,5140.0,110.0,0.805,0.1,-0.32,0.09,,,,,,,,,,,,,,,,,,
78,26965_rj06.1044,26965,rj06.1044,2005-02-26 07:29,j06,6.0,,/data/user/doppler/public_html/smemp/results/26965_rj06.1044,1558692105.66,5146.0,110.0,0.834,0.1,-0.32,0.09,,,,,,,,,,,,,,,,,,
79,26965_rj06.1045,26965,rj06.1045,2005-02-26 07:29,j06,6.0,,/data/user/doppler/public_html/smemp/results/26965_rj06.1045,1558692105.68,5140.0,110.0,0.798,0.1,-0.33,0.09,,,,,,,,,,,,,,,,,,
80,32147_rj06.1046,32147,rj06.1046,2005-02-26 07:33,j06,6.0,,/data/user/doppler/public_html/smemp/results/32147_rj06.1046,1558692105.71,4635.0,110.0,0.761,0.1,0.13,0.09,,,,,,,,,,,,,,,,,,
81,32147_rj06.1047,32147,rj06.1047,2005-02-26 07:35,j06,6.0,,/data/user/doppler/public_html/smemp/results/32147_rj06.1047,1558692105.77,4630.0,110.0,0.762,0.1,0.12,0.09,,,,,,,,,,,,,,,,,,
82,32147_rj06.1048,32147,rj06.1048,2005-02-26 07:36,j06,6.0,,/data/user/doppler/public_html/smemp/results/32147_rj06.1048,1558692105.8,4627.0,110.0,0.762,0.1,0.12,0.09,,,,,,,,,,,,,,,,,,
83,36003_rj06.1049,36003,rj06.1049,2005-02-26 07:39,j06,6.0,,/data/user/doppler/public_html/smemp/results/36003_rj06.1049,1558692105.83,4385.0,70.0,0.705,0.1,0.02,0.09,,,,,,,,,,,,,,,,,,
84,36003_rj06.1050,36003,rj06.1050,2005-02-26 07:42,j06,6.0,,/data/user/doppler/public_html/smemp/results/36003_rj06.1050,1558692105.86,4385.0,70.0,0.705,0.1,0.02,0.09,,,,,,,,,,,,,,,,,,
85,36003_rj06.1051,36003,rj06.1051,2005-02-26 07:47,j06,6.0,,/data/user/doppler/public_html/smemp/results/36003_rj06.1051,1558692105.88,4387.0,70.0,0.704,0.1,0.01,0.09,,,,,,,,,,,,,,,,,,
86,38858_rj06.1052,38858,rj06.1052,2005-02-26 07:49,j06,6.0,,/data/user/doppler/public_html/smemp/results/38858_rj06.1052,1558692105.91,5638.0,110.0,0.961,0.1,-0.31,0.09,,,,,,,,,,,,,,,,,,
87,38858_rj06.1053,38858,rj06.1053,2005-02-26 07:50,j06,6.0,,/data/user/doppler/public_html/smemp/results/38858_rj06.1053,1558692105.94,5642.0,110.0,0.939,0.1,-0.3,0.09,,,,,,,,,,,,,,,,,,
88,38858_rj06.1054,38858,rj06.1054,2005-02-26 07:52,j06,6.0,,/data/user/doppler/public_html/smemp/results/38858_rj06.1054,1558692105.96,5646.0,110.0,0.932,0.1,-0.29,0.09,,,,,,,,,,,,,,,,,,
89,42581_rj06.1055,42581,rj06.1055,2005-02-26 07:56,j06,6.0,,/data/user/doppler/public_html/smemp/results/42581_rj06.1055,1558692105.99,3675.0,70.0,0.563,0.1,0.05,0.09,,,,,,,,,,,,,,,,,,
90,42581_rj06.1056,42581,rj06.1056,2005-02-26 08:02,j06,6.0,,/data/user/doppler/public_html/smemp/results/42581_rj06.1056,1558692106.02,3676.0,70.0,0.564,0.1,0.07,0.09,,,,,,,,,,,,,,,,,,
91,42581_rj06.1057,42581,rj06.1057,2005-02-26 08:08,j06,6.0,,/data/user/doppler/public_html/smemp/results/42581_rj06.1057,1558692106.04,3677.0,70.0,0.565,0.1,0.07,0.09,,,,,,,,,,,,,,,,,,
92,65486_rj06.1058,65486,rj06.1058,2005-02-26 08:15,j06,6.0,,/data/user/doppler/public_html/smemp/results/65486_rj06.1058,1558692106.06,4597.0,110.0,0.68,0.1,-0.33,0.09,,,,,,,,,,,,,,,,,,
93,65486_rj06.1059,65486,rj06.1059,2005-02-26 08:22,j06,6.0,,/data/user/doppler/public_html/smemp/results/65486_rj06.1059,1558692106.09,4596.0,110.0,0.685,0.1,-0.32,0.09,,,,,,,,,,,,,,,,,,
94,65486_rj06.1060,65486,rj06.1060,2005-02-26 08:28,j06,6.0,,/data/user/doppler/public_html/smemp/results/65486_rj06.1060,1558692106.12,4600.0,110.0,0.679,0.1,-0.33,0.09,,,,,,,,,,,,,,,,,,
95,34411_rj06.1064,34411,rj06.1064,2005-02-26 08:38,j06,6.0,,/data/user/doppler/public_html/smemp/results/34411_rj06.1064,1558692106.15,5786.0,110.0,1.191,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
96,34411_rj06.1065,34411,rj06.1065,2005-02-26 08:45,j06,6.0,,/data/user/doppler/public_html/smemp/results/34411_rj06.1065,1558692106.17,5784.0,110.0,1.209,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
97,34411_rj06.1066,34411,rj06.1066,2005-02-26 08:45,j06,6.0,,/data/user/doppler/public_html/smemp/results/34411_rj06.1066,1558692106.2,5775.0,110.0,1.191,0.18,0.06,0.09,,,,,,,,,,,,,,,,,,
98,50692_rj06.1068,50692,rj06.1068,2005-02-26 08:48,j06,6.0,,/data/user/doppler/public_html/smemp/results/50692_rj06.1068,1558692106.26,5748.0,110.0,1.069,0.18,-0.24,0.09,,,,,,,,,,,,,,,,,,
99,50692_rj06.1069,50692,rj06.1069,2005-02-26 08:50,j06,6.0,,/data/user/doppler/public_html/smemp/results/50692_rj06.1069,1558692106.28,5766.0,110.0,1.092,0.18,-0.23,0.09,,,,,,,,,,,,,,,,,,
100,50692_rj06.1070,50692,rj06.1070,2005-02-26 08:51,j06,6.0,,/data/user/doppler/public_html/smemp/results/50692_rj06.1070,1558692106.31,5762.0,110.0,1.084,0.18,-0.23,0.09,,,,,,,,,,,,,,,,,,
101,65277_rj06.1071,65277,rj06.1071,2005-02-26 08:56,j06,6.0,,/data/user/doppler/public_html/smemp/results/65277_rj06.1071,1558692106.33,4647.0,110.0,0.749,0.1,-0.12,0.09,,,,,,,,,,,,,,,,,,
102,65277_rj06.1072,65277,rj06.1072,2005-02-26 09:01,j06,6.0,,/data/user/doppler/public_html/smemp/results/65277_rj06.1072,1558692106.36,4643.0,110.0,0.75,0.1,-0.12,0.09,,,,,,,,,,,,,,,,,,
103,65277_rj06.1073,65277,rj06.1073,2005-02-26 09:06,j06,6.0,,/data/user/doppler/public_html/smemp/results/65277_rj06.1073,1558692106.38,4645.0,110.0,0.749,0.1,-0.12,0.09,,,,,,,,,,,,,,,,,,
104,66428_rj06.1074,66428,rj06.1074,2005-02-26 09:11,j06,6.0,,/data/user/doppler/public_html/smemp/results/66428_rj06.1074,1558692106.4,5659.0,110.0,0.988,0.1,0.31,0.09,,,,,,,,,,,,,,,,,,
105,66428_rj06.1075,66428,rj06.1075,2005-02-26 09:17,j06,6.0,,/data/user/doppler/public_html/smemp/results/66428_rj06.1075,1558692106.43,5663.0,110.0,0.989,0.1,0.31,0.09,,,,,,,,,,,,,,,,,,
106,66428_rj06.1076,66428,rj06.1076,2005-02-26 09:24,j06,6.0,,/data/user/doppler/public_html/smemp/results/66428_rj06.1076,1558692106.46,5659.0,110.0,1.011,0.18,0.32,0.09,,,,,,,,,,,,,,,,,,
107,75393_rj06.1077,75393,rj06.1077,2005-02-26 09:29,j06,6.0,,/data/user/doppler/public_html/smemp/results/75393_rj06.1077,1558692106.48,6332.0,110.0,1.458,0.18,-0.04,0.09,,,,,,,,,,,,,,,,,,
108,GL317_rj06.1078,GL317,rj06.1078,2005-02-26 09:36,j06,6.0,,/data/user/doppler/public_html/smemp/results/GL317_rj06.1078,1558692106.5,3405.0,70.0,0.424,0.1,0.25,0.09,,,,,,,,,,,,,,,,,,
109,GL317_rj06.1079,GL317,rj06.1079,2005-02-26 09:44,j06,6.0,,/data/user/doppler/public_html/smemp/results/GL317_rj06.1079,1558692106.52,3398.0,70.0,0.421,0.1,0.24,0.09,,,,,,,,,,,,,,,,,,
110,86728_rj06.1084,86728,rj06.1084,2005-02-26 10:07,j06,6.0,,/data/user/doppler/public_html/smemp/results/86728_rj06.1084,1558692106.55,5631.0,110.0,1.045,0.18,0.24,0.09,,,,,,,,,,,,,,,,,,
111,86728_rj06.1085,86728,rj06.1085,2005-02-26 10:09,j06,6.0,,/data/user/doppler/public_html/smemp/results/86728_rj06.1085,1558692106.57,5632.0,110.0,1.054,0.18,0.24,0.09,,,,,,,,,,,,,,,,,,
112,86728_rj06.1086,86728,rj06.1086,2005-02-26 10:10,j06,6.0,,/data/user/doppler/public_html/smemp/results/86728_rj06.1086,1558692106.59,5632.0,110.0,1.054,0.18,0.25,0.09,,,,,,,,,,,,,,,,,,
113,62613_rj06.1087,62613,rj06.1087,2005-02-26 10:14,j06,6.0,,/data/user/doppler/public_html/smemp/results/62613_rj06.1087,1558692106.62,5467.0,110.0,0.962,0.1,-0.04,0.09,,,,,,,,,,,,,,,,,,
114,62613_rj06.1088,62613,rj06.1088,2005-02-26 10:16,j06,6.0,,/data/user/doppler/public_html/smemp/results/62613_rj06.1088,1558692106.64,5480.0,110.0,0.958,0.1,-0.03,0.09,,,,,,,,,,,,,,,,,,
115,62613_rj06.1089,62613,rj06.1089,2005-02-26 10:18,j06,6.0,,/data/user/doppler/public_html/smemp/results/62613_rj06.1089,1558692106.67,5479.0,110.0,0.953,0.1,-0.04,0.09,,,,,,,,,,,,,,,,,,
