,Nobs,Nobs_CORAVEL,Nobs_apf,Nobs_j,Nobs_k,Nobs_lick,Nobs_mcdonald,baseline,baseline_CORAVEL,baseline_apf,baseline_j,baseline_k,baseline_lick,baseline_mcdonald,med_err_CORAVEL,med_err_apf,med_err_j,med_err_k,med_err_lick,med_err_mcdonald,name
201,99,,13.0,60.0,26.0,,,8389.148231000174,,120.77703900029883,5362.341791592073,2904.0455319997855,,,,2.236664955116297,1.243955241475414,1.4658979742384541,,,190067
202,605,,350.0,105.0,75.0,75.0,,8317.043181580957,,2177.938503581099,5427.4915788201615,2831.159690534696,1478.0815410190262,,,1.9838192036751776,0.677823384698624,1.2130051390643286,3.1536683455813592,,190360
203,70,,,40.0,30.0,,,8390.097294999752,,,5427.107612716034,2919.842128999997,,,,,1.1966319857663879,1.5120821096113335,,,190404
204,277,,153.0,82.0,42.0,,,8064.091262000147,,1969.3566729999147,5362.425867672078,2578.9816200002097,,,,2.5895221168457225,1.2816103645496906,1.4564722743840015,,,190406
205,59,,,59.0,,,,5407.206097778864,,,5407.206097778864,,,,,,1.0627864512150431,,,,191408
206,71,,,38.0,33.0,,,8369.905214000028,,,5408.004519000184,2918.8847689996473,,,,,1.12529395001363,1.7636025172613121,,,191785
207,43,,,14.0,29.0,,,7352.763927000109,,,5096.966322999913,2196.9613779997453,,,,,1.1292554481874637,1.6011435474421305,,,192263
208,160,,,160.0,,,,5413.337887488771,,,5413.337887488771,,,,,,0.6466645454547117,,,,192310
209,25,,,9.0,16.0,,,8280.397731999867,,,5099.142372999806,2816.376678999979,,,,,1.3222743014328882,1.5987673511704705,,,192343
210,33,,,20.0,13.0,,,7671.03596900031,,,5269.7287940001115,2151.0207870001905,,,,,1.1673968670290664,1.458698843819768,,,19308
211,76,,,65.0,11.0,,,7310.087208000012,,,5411.16363100009,1839.9717129999772,,,,,0.7991125425759985,1.3776992152709222,,,193202
212,487,,151.0,89.0,10.0,237.0,,11392.11366500007,,1903.9015353010036,5199.0220559998415,799.7597800004296,8154.724256152287,,,1.8636166115560737,1.1600483041849914,1.9309165058467754,5.306158846044702,,19373
213,23,,,10.0,13.0,,,6856.2452219999395,,,5408.125754999928,1389.1814119997434,,,,,1.3914115673786083,1.6537827637383349,,,193795
214,47,,,20.0,27.0,,,8001.021052000113,,,5126.994408000261,2560.0705099999905,,,,,1.318443672546624,1.5750852639935469,,,19467
215,191,,,26.0,35.0,130.0,,7296.261220999993,,,4754.13551499974,2127.0356709999032,3778.747963000089,,,,1.1888230064989518,1.3824966330044017,9.269074780783443,,195019
216,211,,168.0,15.0,28.0,,,8311.212948999833,,1836.9545066352002,4750.949899226427,2830.1525690001436,,,,1.1226998833655595,1.0660381039062736,1.307931970694412,,,195564
217,24,,,10.0,14.0,,,5839.147119000088,,,3657.1847930001095,1814.1217240002006,,,,,1.137317298984457,1.5588901908208281,,,196201
218,74,,,44.0,30.0,,,8369.1354050003,,,5408.28061533859,2918.894943000283,,,,,1.2166728954765276,1.2622992153464625,,,196761
219,44,,,25.0,19.0,,,7548.556733000092,,,4858.768703334965,2633.8620370002463,,,,,0.7260097689183541,1.5526379791256772,,,196850
220,137,,,116.0,21.0,,,8281.127663999796,,,5405.958277999889,2816.2104739998467,,,,,1.2620847997362743,1.4439959778296927,,,197076
221,31,,,31.0,,,,5221.767262000125,,,5221.767262000125,,,,,,1.4235095553874437,,,,198425
222,42,,,13.0,29.0,,,7313.945049999747,,,4439.76928600017,2816.3114009997807,,,,,1.3721418951638857,1.466788214053376,,,198802
223,117,,29.0,69.0,19.0,,,7790.835977000184,,120.89512099977583,5152.055930000264,2579.91252399981,,,,2.0772440821994658,1.1276145945337777,1.264792422771911,,,199305
224,43,,,24.0,19.0,,,7788.851802999619,,,5152.007184999995,2577.9224419998936,,,,,1.368649495452471,1.2703561214331844,,,199476
225,192,,157.0,14.0,21.0,,,8311.09637123486,,2079.1968550002202,5345.280216000043,2815.1317662345245,,,,2.4865648379329572,1.1423148400595475,1.3443004143023325,,,199960
226,28,,,12.0,16.0,,,7430.615690000355,,,5111.860945000313,2197.983993000351,,,,,1.0438053655281447,1.3083087715503101,,,200968
227,316,,146.0,101.0,,69.0,,11691.091062951833,,1975.2924731285311,5410.155083320104,,7114.649301000405,,,1.784024585494871,0.6973109919602246,,6.145575216254923,,201091
228,286,,137.0,94.0,,55.0,,11690.229570684023,,1960.322616999969,5410.3462957306765,,7467.627121000085,,,2.025983994002672,0.9921372326087614,,7.315086184532086,,201092
229,64,,,46.0,18.0,,,8125.708383999765,,,5121.958719999995,2830.0989930001087,,,,,1.039521600875998,1.3874197210948842,,,20165
230,30,,,16.0,14.0,,,7979.155981999822,,,5107.157567999791,2487.0625809999183,,,,,1.2486997119721246,1.3273933014131103,,,2025
231,40,,,19.0,21.0,,,8021.168411000166,,,5085.2367210001685,2814.292361000087,,,,,1.5886931427140745,1.7967113227446139,,,202575
232,87,,,66.0,21.0,,,8285.230791999958,,,5348.183559000026,2815.287951000035,,,,,1.374306717842349,1.3980077833125,,,202751
233,60,,,37.0,23.0,,,8280.204303412698,,,5343.286122000311,2815.1472904128022,,,,,0.777387197134737,1.4352372602197851,,,204587
234,79,,,61.0,18.0,,,8143.683997000102,,,5269.616636000108,2623.8043050002307,,,,,1.2494271081455834,1.4903099421599229,,,20619
235,126,,,20.0,37.0,69.0,,6642.124069999903,,,5137.075658000074,1088.8243629997596,1959.7534699998796,,,,5.664834611656462,8.188162798219926,29.31142386331412,,20675
236,31,,,31.0,,,,4743.1225489997305,,,4743.1225489997305,,,,,,1.3678781789590806,,,,208038
237,70,,,50.0,,20.0,,7232.220250414684,,,4723.0224267840385,,3308.999600288924,,,,1.0887250007181688,,4.665796273153725,,208313
238,74,,,10.0,25.0,39.0,,9101.100174999796,,,5063.117323999759,2470.1777890003286,5914.897549999878,,,,1.00709886126157,1.254360504563886,4.6143211397724295,,208801
239,98,,29.0,54.0,15.0,,,6975.717886999715,,302.84007393335924,4781.769206000026,1786.9141440000385,,,,2.2549338054337196,1.01378059424817,1.4533439040211118,,,209290
240,94,,,38.0,50.0,6.0,,7149.600719999988,,,5251.773833000101,1855.8067250000313,41.82111553475261,,,,1.4611522235301428,1.7976438361087121,9.04177646164862,,209458
241,311,,166.0,80.0,65.0,,,8404.908321085386,,1843.0941494395956,5423.266034999862,2919.8947500856593,,,,2.2676779945323084,1.3699142804582418,1.1364751812717913,,,210277
242,53,,,42.0,11.0,,,7309.049440000206,,,5099.04045676766,1854.920775000006,,,,,3.4848525955234813,5.230604425239516,,,210302
243,36,,,25.0,11.0,,,6171.022528999951,,,4662.070748375263,1100.8226729999296,,,,,1.3587997490905748,1.4795332400373102,,,211080
244,21,,,10.0,11.0,,,6347.7047609998845,,,4840.840270000044,1099.9366199998185,,,,,1.179316595442574,1.4248081752380242,,,211681
245,33,,,16.0,17.0,,,8143.721301999874,,,5269.661036000121,2623.7896759998985,,,,,1.0119167705439525,1.3375926544251049,,,21197
246,59,,,50.0,9.0,,,6207.05786800012,,,5154.951189999934,992.2044680002145,,,,,1.2288221246635675,1.7423564015429163,,,213042
247,41,,,28.0,13.0,,,6585.029976000078,,,5077.0255900002085,1101.0197799997404,,,,,1.3400376197445478,1.459785798747578,,,213472
248,35,,,16.0,19.0,,,7842.4203319996595,,,5344.359278999735,2390.28380799992,,,,,1.2459656082998993,1.405516957929784,,,213519
249,39,,,39.0,,,,4157.703921999782,,,4157.703921999782,,,,,,1.4884511887538878,,,,214683
250,32,,,10.0,22.0,,,8159.730705631897,,,5195.774861000013,2904.044883632101,,,,,1.2195608543255367,1.4511370072062797,,,214749
251,131,,69.0,45.0,17.0,,,7667.924358611926,,2107.3032945068553,5110.0099129998125,2185.9442360000685,,,,2.3929041897890757,1.0475376937321939,1.3700207039743235,,,215152
252,35,,,10.0,25.0,,,7963.305277999956,,,5091.216157000046,2830.115138999652,,,,,1.1075105814224864,1.6774008809515621,,,215578
