,Nobs,Nobs_rj,baseline,days_since,end_obs,name,start_obs,temp_date,temp_obs,NAME,HR,HD,SAO,GL,LICK,HIPP,CMP,RA,DEC,ECLON,ECLAT,RAH,RAM,RAS,DECD,DECM,DECS,EPOCH,PAR,PMR,PMD,V,BV,J,H,K,SPTYPE,SPCLASS,RADVEL,PROT,S,RHK,AGE,HINDEX,KINDEX,VRMS,VINT,SRMS,TEMPL,DSST,TAG,OBSPRIORITY,COUNTS,NOBS,NPLANET,FE,TEFF,LOGG,ULOGG,VSINI,MSTAR,UMSTAR,RSTAR,URSTAR,MV,BOLCOR,LSTAR,ULSTAR,COORDREF,CHROMREF,COMMENTS,TARGET_SOURCE,SECACC,BC,JITTER,MERIT,GHENRY,SP2,SP1,RV_BARY,SIG_BIN,SIG_LINE,CHI_NU,PROB_CHI,PERPER,PERHT,P,TP,E,OM,ONEKEPK,MSINI,A,CHI,FAP,TWOKEP1_P,TWOKEP1_TP,TWOKEP1_E,TWOKEP1_OM,TWOKEP1_K,TWOKEP1_MSINI,TWOKEP1_A,TWOKEP2_P,TWOKEP2_TP,TWOKEP2_E,TWOKEP2_OM,TWOKEP2_K,TWOKEP2_MSINI,TWOKEP2_A,TWOKEP_CHI,TWOKEP_FAP,TRIKEP1_P,TRIKEP1_E,TRIKEP1_K,TRIKEP1_MSINI,TRIKEP2_P,TRIKEP2_E,TRIKEP2_K,TRIKEP2_MSINI,TRIKEP2_A,TRIKEP3_P,TRIKEP3_E,TRIKEP3_K,TRIKEP3_MSINI,TRIKEP3_A,TRIKEP_CHI,TRIKEP_FAP,PRI,DATE,SPARE1,SPARE2,SPARE3,SPARE4,NOBS_BIN,NOBS_LICK,NOBS_KECK,STD_STAR,DATE_LAST_UPDATE
0,46,7.0,8017.057138000149,193.26453522546217,2018-09-22 ,225261,1996-10-10 ,2016-01-24,rj222.71,225261,0.0,225261.0,73730.0,0.0,0.0,400.0, ,0.08231141620212133,23.26962916665607,20.76803184748455,10.80627369579187,0.0,4.0,56.3211,23.0,16.0,10.665,2000.0,0.039060000000000004,0.38215,-0.00745,7.82,0.755,6.398,6.027,5.932,G9,V,8033.25,37.4548,0.175,-4.952,9.71007,0.11371099999999999,0.368595,6.43198,3.73406,3.5,,,,,0.0,1.0,0.0,-0.436291,5264.85,4.58654,0.08,0.0,0.7807689999999999,0.0333513,0.811282,0.0222856,5.7786599999999995,0.0,0.0,0.0,Hipparcos,SK,,,0.0856517,0.0,0.0,0.0,,-1.0,10366.9,7511.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1,44,25.0,6607.896785999648,212.24404222564772,2018-09-03 ,hip428,2000-07-31 ,2011-08-25,rj130.2536,hip428,0.0,0.0,0.0,0.0,0.0,428.0,,0.08635786109500461,45.78656694438722,40.64210253185915,23.25330688756032,0.0,5.0,10.8883,45.0,47.0,11.641,2000.0,0.08698,0.86967,-0.15116,9.97,1.48,6.703,6.097,5.852,M1,,-240.0,48.439,1.545,-4.851,9.43636,5.06566,12.8015,6.37731,5.229509999999999,3.86,,,,,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6671,0.0,0.0,0.0,Hipparcos,,GJ 2 HET,,0.20514000000000002,0.0,0.0,0.0,,-1.0,11757.1,,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2,42,23.0,6606.919128000271,213.21491722529754,2018-09-02 ,38b,2000-07-31 ,2010-08-06,rj96.1012,38b,0.0,0.0,36048.0,0.0,0.0,0.0,,0.09475424603287964,45.8081738097293,40.61449675302391,23.366768527270487,0.0,5.0,41.1153,45.0,48.0,29.4257,2000.0,0.0851,0.8787299999999999,-0.15387,9.08,1.41,0.0,0.0,0.0,K7,,0.0,37.5018,1.708,-4.711,9.222,3.9122800000000004,8.791160000000001,8.85533,3.87839,3.72,,,,,0.0,1.0,0.0,999.0,4092.64,0.0,0.0,2.92549,0.0,0.0,0.0,0.0,8.72965,0.0,0.0,0.0,Simbad,,"GJ 4B, Do 6"" S",,0.21415700000000001,0.0,0.0,0.0,,-1.0,11757.1,,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3,27,15.0,6606.909950000234,213.21731322538108,2018-09-02 ,38a,2000-07-31 ,2010-08-06,rj96.1013,38a,0.0,0.0,36046.0,0.0,0.0,473.0,,0.09478083292643227,45.809816666709054,40.61575053166013,23.368214192444764,0.0,5.0,41.211,45.0,48.0,35.34,2000.0,0.0851,0.8856,-0.207,8.22,1.41,0.0,0.0,0.0,K2,,0.0,37.5353,1.755,-4.699,9.25424,3.7193400000000003,11.1358,10.234,3.43486,3.72,,,,,0.0,1.0,0.0,999.0,4111.27,0.0,0.0,1.31459,0.0,0.0,0.0,0.0,7.86965,0.0,0.0,0.0,Simbad,,HARPS ,,0.22257800000000003,0.0,0.0,0.0,,-1.0,11757.1,,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
4,27,10.0,7998.116510999855,212.1943522254005,2018-09-03 ,283,1996-10-10 ,2013-11-17,rj184.112,283,0.0,283.0,166064.0,0.0,0.0,616.0, ,0.1257058334350586,-23.818719444407357,-22.48821648602231,351.72233942725717,0.0,7.0,32.541,-23.0,49.0,7.39,2000.0,0.030760000000000003,0.31974,0.09208999999999999,8.7,0.8,7.212,6.825,6.685,K0,V,-42579.6,38.48,0.194,-4.898,9.6938,0.127118,0.499985,5.649290000000001,4.2617,3.5,,,,,0.0,1.0,0.0,-0.553254,5093.74,4.56965,0.08,0.889431,0.712008,0.0294913,0.753471,0.0315815,6.1399300000000006,0.0,0.0,0.0,Hipparcos,SK,Wo9003 HARPS,,0.0824238,0.0,0.0,0.0,,-1.0,10366.9,-43102.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
5,65,24.0,7008.009581999853,226.1502272253856,2018-08-20 ,377,1999-06-13 ,2012-06-23,rj152.953,377,0.0,377.0,109027.0,0.0,0.0,682.0,,0.1404848612679375,6.616804999998875,5.2321295261266325,4.570107230649358,0.0,8.0,25.7455,6.0,37.0,0.498,2000.0,0.02515,0.08726,-0.0009,7.61,0.5799989999999999,6.421,6.149,6.115,G2,V,1705.61,3.04012,0.368,-4.351,7.233210000000001,0.41402,1.23148,52.777,14.6078,37.7045,,,,,0.0,1.0,0.0,0.154196,5872.69,4.2833,0.08,14.6391,1.11523,0.0518304,1.06033,0.0429973,4.61269,0.0,0.0,0.0,Hipparcos,,"Texp=120, whopping H&K",,0.00693385,0.0,0.0,0.0,list2 T12,-1.0,11343.1,1184.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6,25,6.0,7023.9459259998985,210.21129122562706,2018-09-05 ,531a,1999-06-13 ,2016-01-24,rj222.74,531a,0.0,531.0,0.0,0.0,0.0,0.0,A,0.1642577775319417,8.453150000042385,6.774155655083182,5.633934382033307,0.0,9.0,51.328,8.0,27.0,11.34,2000.0,0.014209999999999999,0.0623,-0.022,9.2,0.900001,0.0,0.0,0.0,G5,,13973.4,18.5498,0.455,-4.519,8.90318,0.49818,1.49591,50.8145,12.939,4.0,,,,,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.962969999999999,0.0,0.0,0.0,SIMBAD,,"Do W!, Texp=120, H&K",,0.00703485,0.0,0.0,0.0,,-1.0,11343.1,,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
7,25,7.0,7002.042041999754,232.11276722559705,2018-08-14 ,531b,1999-06-13 ,2016-01-24,rj222.75,531b,0.0,531.0,0.0,0.0,0.0,0.0,B,0.1643467500474718,8.453169444402057,6.773645170853041,5.635160487608397,0.0,9.0,51.6483,8.0,27.0,11.41,2000.0,0.014209999999999999,0.05625,-0.01126,8.4,0.9,0.0,0.0,0.0,G5,V,15203.9,17.5138,0.426,-4.551,8.81357,0.526301,1.6440700000000001,29.6396,12.022,5.7,,,,,0.0,1.0,0.0,999.0,5707.47,0.0,0.0,7.59817,0.0,0.0,0.0,0.0,4.16297,0.0,0.0,0.0,SIMBAD,,"Do E!, Texp=120, H&K",,0.00530334,0.0,0.0,0.0,,-1.0,11343.1,,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
8,21,12.0,6266.991867000237,213.21958622522652,2018-09-02 ,hip1368,2001-07-06 ,2016-01-25,rj222.274,hip1368,0.0,0.0,0.0,14.0,0.0,1368.0,,0.2851040555371178,40.94829527748955,35.372727986529824,22.524995088204623,0.0,17.0,6.3746,40.0,56.0,53.863,2000.0,0.06671,0.56793,0.08277000000000001,8.94,1.42,6.384,5.748,5.576,K7,,2957.0,33.1351,1.733,-4.719,9.20708,3.04215,7.423710000000001,4.53859,3.80968,3.74,,,,,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06095,0.0,0.0,0.0,Hipparcos,,HARPS ,,0.11307400000000001,0.0,0.0,0.0,,-1.0,0.0,,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
9,52,7.0,8001.079224000219,210.23322422523052,2018-09-05 ,1388,1996-10-09 ,2013-11-17,rj184.110,1388,0.0,1388.0,147208.0,0.0,0.0,1444.0, ,0.299686360889011,-13.455640277862551,-14.11164027259764,358.66328801242463,0.0,17.0,58.8709,-13.0,27.0,20.305,2000.0,0.038239999999999996,0.39697,-0.0006,6.5,0.59,5.383,5.065,4.993,G2,V,29019.7,18.3662,0.161,-4.965,9.67685,0.07153630000000001,0.259658,48.9774,3.94664,3.995,,,,,0.0,1.0,0.0,-0.00132989,5951.91,4.4150599999999995,0.08,2.95785,1.08447,0.0513434,1.1149200000000001,0.028167,4.41259,0.0,0.0,0.0,Hipparcos,SK,"Wo9008, liner +30/yr, Once per year! HARPS",,0.09437000000000001,0.0,0.0,0.0,list1 T4,-1.0,10365.9,28498.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
10,157,134.0,7924.214514000341,191.25607122527435,2018-09-24 ,1326,1997-01-13 ,2005-06-27,rj08.882,1326,0.0,1326.0,36248.0,15.0,0.0,1475.0, ,0.3063570276896159,44.022953333324864,37.92903941666457,24.675035092132912,0.0,18.0,22.8853,44.0,1.0,22.632,2000.0,0.28026999999999996,2.88877,0.41021,8.07,1.56,5.251,4.475,4.017,M1.5,V,11818.7,80.4826,0.535,-5.409,10.2203,1.38771,3.36789,9.41685,3.85569,3.9,,,,,0.0,1.0,0.0,-0.054403499999999994,3842.25,5.3720099999999995,0.08,2.20578,0.0,0.0,0.267893,0.00497545,10.3079,0.0,0.0,0.0,Hipparcos,SK,"GL15, Lick, Do Brighter 30"" SW, BOMB rk38.296do bright",,0.695593,0.0,0.0,0.0,,-1.0,10461.8,,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
11,29,11.0,7719.9542870000005,190.27997822547331,2018-09-25 ,1326b,1997-08-06 ,2011-06-22,rj124.340,1326b,0.0,1326.0,0.0,15.0,0.0,0.0,B,0.3071694442960951,44.02722222222222,37.92832519885452,24.68735886317173,0.0,18.0,25.81,44.0,1.0,38.0,2000.0,0.28026999999999996,2.876,0.341,11.04,1.8,0.0,0.0,0.0,M3.5,,10976.3,74.5492,0.83,-5.389,10.0769,6.14556,11.5676,10.2545,6.94137,3.9,,,,,0.0,1.0,0.0,999.0,3661.99,0.0,0.0,0.495932,0.0,0.0,0.0,0.0,13.2779,0.0,0.0,0.0,Keck, ,"GL15b, rk13.112Do North;3.3"" ",,0.68533,0.0,0.0,0.0,,-1.0,11044.0,10976.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
12,241,222.0,8123.761996999849,86.54331022547558,2019-01-07 ,1461,1996-10-10 ,2009-01-07,rj64.89,1461,0.0,1461.0,128690.0,0.0,0.0,1499.0, ,0.3116299162970649,-8.05300138897366,-9.243235271339056,1.062819000724975,0.0,18.0,41.8677,-8.0,3.0,10.805,2000.0,0.04267,0.41766000000000003,-0.1442,6.46,0.68,5.328,5.041,4.897,G0,V,-9644.21,30.0197,0.16,-5.004,9.77444,0.0722029,0.26665900000000003,4.0262199999999995,3.46349,3.59,,,,,0.0,1.0,0.0,0.17418499999999998,5730.67,4.37959,0.06,0.54,1.0632,0.0171321,1.11153,1.11153,4.610609999999999,0.0,1.20191,1.20191,Hipparcos,SK,modest liner,,0.104777,0.0,0.0,0.0,list1 T8,-1.0,10366.9,-10166.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
13,27,11.0,7590.321937000379,181.18323122523725,2018-10-04 ,1832,1997-12-23 ,2016-01-24,rj222.72,1832,0.0,1832.0,0.0,0.0,0.0,1813.0, ,0.3833914444430007,22.375001111030578,18.203769418595737,14.41185456668143,0.0,23.0,0.2092,22.0,22.0,30.004,2000.0,0.02468,0.20295,-0.22085,7.62,0.64,6.375,6.112,6.024,F8,,-30028.1,23.1856,0.184,-4.862,9.591619999999999,0.314389,0.389061,5.121519999999999,3.3953800000000003,3.77,,,,,0.0,1.0,0.0,-0.0320552,5730.52,4.272390000000001,0.08,2.80515,1.00232,0.0509087,1.16238,0.0448403,4.58173,0.0,0.0,0.0,Hipparcos,Lick Li,A,,0.083475,0.0,0.0,0.0,list1 T11,-1.0,10805.7,-30550.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
14,30,16.0,7979.155981999822,231.13273922540247,2018-08-15 ,2025,1996-10-10 ,2013-11-17,rj184.108,2025,0.0,2025.0,0.0,0.0,0.0,1936.0, ,0.4072039720747206,-27.02677222251892,-27.04003628396998,353.95552052066535,0.0,24.0,25.9343,-27.0,1.0,36.38,2000.0,0.055529999999999996,0.6673899999999999,0.08392999999999999,7.93,0.95,6.197,5.706,5.559,K3,V,3762.59,30.9597,0.33,-4.735,9.28775,0.366697,1.65503,5.10913,2.91522,5.0216,,,,,0.0,1.0,0.0,-0.29136,4865.34,4.60939,0.08,1.49616,0.7161350000000001,0.029249400000000002,0.686605,0.0167174,6.652639999999999,0.0,0.0,0.0,hipparcos, ,"HARPSdo bright (5"") ",,0.186587,0.0,0.0,0.0,,-1.0,10367.0,3241.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
15,32,16.0,7979.194187000394,232.10342322522774,2018-08-14 ,3074a,1996-10-09 ,2013-11-17,rj184.106,3074a,0.0,3074.0,192609.0,0.0,0.0,2663.0, ,0.5621683608161079,-35.00207833329836,-35.033466694299264,351.71717512576566,0.0,33.0,43.8061,-35.0,0.0,7.482,2000.0,0.027630000000000002,-0.060329999999999995,-0.51677,6.4,0.62,5.48,5.219,5.123,G3,IV,30060.9,22.802,0.153,-5.032,9.72615,0.0646724,0.196252,7.425860000000001,4.0393099999999995,3.86,,,,,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6069,0.0,0.0,0.0,Hipparcos,SK, ,,0.22435100000000002,0.0,0.0,0.0,,-1.0,10365.9,,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
16,42,18.0,6783.294721999671,212.23171922564507,2018-09-03 ,gl26,2000-02-07 ,2010-08-06,rj96.1010,gl26,0.0,0.0,0.0,0.0,0.0,0.0,,0.6497333335876465,30.61622222264608,24.16154320071706,21.624866187188648,0.0,38.0,59.04,30.0,36.0,58.4,2000.0,0.079,1.556,0.031,11.06,1.54,0.0,0.0,0.0,M2.5,,-347.0,73.6214,0.87,-5.175,10.0687,1.86864,2.38525,11.0342,8.22282,3.9,,,,,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5481,0.0,0.0,0.0,"Reid, Gizis, Hawley",,GJ 26,,0.702102,0.0,0.0,0.0,,-1.0,11581.7,,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
17,102,68.0,8142.7746160002425,67.54247322538868,2019-01-26 ,3651,1996-10-10 ,2005-11-22,rj13.2073,3651,0.0,3651.0,74175.0,27.0,0.0,3093.0, ,0.6560572502348159,21.25047249999311,15.61518871884517,17.54442650164072,0.0,39.0,21.8061,21.0,15.0,1.701,2000.0,0.09003,-0.46108999999999994,-0.3709,5.8,0.92,4.549,4.064,3.999,K0,V,-32420.5,48.4087,0.173,-5.044,9.86551,0.10993599999999999,0.42411899999999997,9.0542,3.20119,3.5,,,,,0.0,1.0,0.0,0.195735,5261.0,4.5258400000000005,0.06,0.38845999999999997,0.9203610000000001,0.0237493,0.859964,0.859964,5.571940000000001,0.0,0.5110279999999999,0.5110279999999999,Hipparcos,SK,"Lick HARPSdo bright (5"")",,0.0890693,0.0,0.0,0.0,list1 T4,-1.0,10366.9,-32961.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
18,44,13.0,7783.7490010000765,427.54395622527227,2018-01-31 ,3795,1996-10-09 ,2009-09-08,rj76.1925,3795,0.0,3795.0,166475.0,0.0,0.0,3185.0, ,0.6757802772521972,-23.804876111348467,-25.745140199304558,359.18480828537633,0.0,40.0,32.809,-23.0,48.0,17.554,2000.0,0.035019999999999996,0.63552,-0.36328,6.14,0.7,5.129,4.544,4.333,G3,V,-46344.7,34.0236,0.158,-5.018,9.76409,0.084607,0.346484,251.01,3.8088599999999997,4.0,,,,,0.0,1.0,0.0,-0.5806399999999999,5369.27,4.15939,0.08,1.74393,0.941326,0.0715912,1.8703900000000002,0.0465277,3.8615800000000005,0.0,0.0,0.0,Hipparcos,SK,"liner +120/yr, Once per year",,0.350404,0.0,0.0,0.0,,-1.0,10365.9,-46595.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
19,133,106.0,8015.003517999779,100.45211322559044,2018-12-24 ,3765,1997-01-13 ,2012-09-22,rj159.135,3765,0.0,3765.0,54074.0,0.0,0.0,3206.0,,0.6803526666429307,40.18717333343294,32.56113262352849,26.86516955918855,0.0,40.0,49.2696,40.0,11.0,13.824,2000.0,0.0579,0.3557,-0.66896,7.36,0.94,5.693,5.272,5.163,K2,V,-62680.1,40.7617,0.217,-4.935,9.67366,0.147424,1.33334,5.52245,3.3934800000000003,3.5,,,,,0.0,1.0,0.0,0.184623,5062.0,4.58251,0.06,0.375309,0.860017,0.018543,0.756606,0.756606,6.17339,0.0,0.33903099999999997,0.33903099999999997,Hipparcos,SK,"WLY 28, Elodie",,0.227034,0.0,0.0,0.0,,-1.0,10461.8,-63202.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
20,56,16.0,8029.001453000121,181.27456022519618,2018-10-04 ,4208,1996-10-10 ,2009-10-31,rj78.744,4208,0.0,4208.0,166526.0,0.0,0.0,3479.0, ,0.7407361941867404,-26.51568027814229,-28.56764419471445,358.73597722765413,0.0,44.0,26.6503,-26.0,30.0,56.449,2000.0,0.03058,0.31351,0.15,7.79,0.67,6.57,6.243,6.163,G5,V,57247.6,26.6841,0.159,-5.005,9.6616,0.0832979,0.401154,15.1412,4.10965,3.635,,,,,0.0,1.0,0.0,-0.28415100000000004,5600.17,4.517440000000001,0.08,0.0,0.8750389999999999,0.0388849,0.904536,0.0340464,5.21719,0.0,0.0,0.0,Hipparcos,SK,"Wo9024, P=810 K=19 e=0.07, Vogt 2002 HARPS",,0.09045310000000001,0.0,0.0,0.0,,-1.0,10367.0,56726.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
