,hostname,status,pl_index,mass,mass_med,mass_minus,mass_plus,axis,axis_med,axis_minus,axis_plus,per,per_med,per_minus,per_plus,tc,tc_med,tc_minus,tc_plus,w,w_med,w_minus,w_plus,k,k_med,k_minus,k_plus,e,e_med,e_minus,e_plus,e_mode,e_68,insol,insol_med,insols_minus,insols_plus,teq,teq_med,teq_minus,teq_plus,post_path
113,190360,K,2.0,0.06774635172,0.06745707732,0.06480549999999999,0.07011761882999999,0.1293887244,0.1293968429,0.1276739965,0.1310748685,17.11705984,17.11704159,17.11640787,17.11771906,2455198.344,2455198.419,2455198.195,2455198.651,-0.6481695674,-0.6677694492,-0.8672110559999999,-0.4810514175,5.474217883,5.446438822,5.284431421,5.609276746,0.1727625791,0.1648356959,0.136983156,0.1922754562,0.16,0.17808617,68.47292528,68.44625954,63.23122903,74.15398429,0.2248432176,0.2248651134,63.23122903,74.15398429,/data/user/lrosenth/legacy/final_run/190360/190360_pchains.csv
114,190360,N,3.0,0.031860102450000004,0.031665539879999996,0.02787043606,0.035278669900000004,0.3922342321,0.39215442450000004,0.3868678418,0.3972691438,90.34471715,90.33821538,90.2106342,90.44563726,2455163.453,2455163.595,2455160.494,2455166.983,2.208848239,-0.336147773,-1.1534482320000001,0.8204558231,1.4891004680000002,1.487702116,1.307188945,1.655567505,0.2084350029,0.1907876707,0.08558351109,0.2990648427,0.195,0.2427621249,7.451106264,7.453474735,6.884053976000001,8.074968224,0.3914752615,0.39144415829999996,6.884053976000001,8.074968224,/data/user/lrosenth/legacy/final_run/190360/190360_pchains.csv
115,190406,S,1.0,66.04750856,67.33708489,65.34153861,69.3575615,15.07921429,15.54297746,15.23234061,15.86240245,20673.769969999998,21629.13477,21174.82273,22132.847169999997,2446393.62,2446230.892,2446117.09,2446336.954,-1.5111904280000001,-1.5410638209999998,-1.560988306,1.557920536,524.1591923999999,529.2917183000001,525.7672518999999,532.8723775000001,0.4523973951,0.461815275,0.456509324,0.46722282049999997,0.46,0.4643677693,0.005614134093000001,0.00527993608,0.004855367859,0.0057378329879999995,2.362864496,2.399398295,0.004855367859,0.0057378329879999995,/data/user/lrosenth/legacy/final_run/190406/190406_pchains.csv
116,190406,A,2.0,0.43845382060000004,0.4180032457,0.38237737990000004,0.4544505071,1.997979033,1.99602232,1.9676398640000001,2.0240314440000002,997.0983547000001,995.7837412999999,991.5045738,1000.08546,2455030.981,2455034.457,2455005.411,2455063.963,-1.44398569,0.20645094120000002,-1.321208946,1.3197971990000001,8.633547402,8.217456547000001,7.5364607029999995,8.943737756,0.1579943304,0.1300489146,0.05769237377999999,0.2051749645,0.12,0.1660896808,0.319785196,0.3204534991,0.296234292,0.3461087718,0.8600920303,0.8596432505,0.296234292,0.3461087718,/data/user/lrosenth/legacy/final_run/190406/190406_pchains.csv
117,190406,A,3.0,0.7015191648000001,0.6667371022,0.5641439202,0.7707156759,5.141477611,5.126016632,5.029976003,5.23129097,4116.077407,4092.3483920000003,4019.808728,4191.868957,2453633.857,2453779.168,2453521.719,2454048.5930000003,-2.2499668230000003,0.6572749882,0.391629725,0.9627135444,9.179846788999999,9.061144496,7.922723361,10.27575961,0.37689127990000004,0.419770927,0.30549313640000003,0.5419053765,0.435,0.47438074399999997,0.04829078994,0.0485057444,0.044644448729999994,0.052628440660000005,1.379727863,1.378196741,0.044644448729999994,0.052628440660000005,/data/user/lrosenth/legacy/final_run/190406/190406_pchains.csv
118,192263,K,1.0,0.6641127031,0.6577826345000001,0.6276342282,0.6880115304000001,0.1539638871,0.1539542101,0.1519903616,0.1558964753,24.3600023,24.359698899999998,24.3581217,24.36130239,2452106.961,2452107.087,2452106.754,2452107.3619999997,1.1139288090000001,0.40465959479999997,-1.010329346,1.167749921,53.20711369,52.71383829999999,50.6994907,54.74855466,0.05543484421,0.03992207204,0.0124454812,0.07659394052,0.005,0.0570190493,14.50514984,14.48023959,12.95821449,16.14934953,0.3314201865,0.3315626295,12.95821449,16.14934953,/data/user/lrosenth/legacy/final_run/192263/192263_pchains.csv
119,192310,K,1.0,0.04748589603,0.04505338918000001,0.03911898874,0.05145948257,0.32614187489999996,0.3262127828,0.3225619885,0.3298050762,74.03781266,74.06241643,73.97710631,74.14777741,2455693.1119999997,2455694.659,2455691.38,2455697.5330000003,-0.2936838759,-0.2067204559,-0.9676084481999999,0.8083610897,2.607573476,2.487593354,2.161537036,2.836277227,0.1625049258,0.1411487555,0.04776928603999999,0.262648208,0.08,0.19769631149999997,4.473675138,4.472160523,4.191676461,4.772052027,0.44472690200000004,0.4447645518,4.191676461,4.772052027,/data/user/lrosenth/legacy/final_run/192310/192310_pchains.csv
120,192310,A,2.0,0.1063595833,0.09339619109,0.07694755997000001,0.1101092617,2.577660949,2.561037694,2.499677894,2.622929749,1645.062576,1629.69594,1577.1651689999999,1680.980386,2454753.8,2455045.374,2454812.585,2455237.185,-0.6182711075,-0.4715198262,-1.0584908290000001,0.4397319758,2.404505014,1.949723633,1.593868372,2.43525348,0.5227035724,0.3193595289,0.09970605175000001,0.5757490702,0.06,0.4458170579,0.07161862633999999,0.07255443065,0.06710727446,0.07845999396,1.250267711,1.246216588,0.06710727446,0.07845999396,/data/user/lrosenth/legacy/final_run/192310/192310_pchains.csv
121,193202,N,1.0,0.09736659775,0.1013036714,0.08808393,0.1176932326,1.2042978770000001,1.2011338329999999,1.190151474,1.211224767,575.5420713999999,574.5508403,567.8643452,576.4903482999999,2462390.631,2462369.0519999997,2462267.543,2462397.478,-3.13392647,0.028194165519999998,-0.2231820045,0.3734103085,3.96410611,3.801389111,3.335185824,4.285163736,0.6513916107,0.5505949109,0.3443175208,0.6704204839,0.625,0.6153861539,0.09421848436000001,0.09475458716,0.09049713861,0.09924989911,1.167415577,1.16576081,0.09049713861,0.09924989911,/data/user/lrosenth/legacy/final_run/193202/193202_pchains.csv
122,19373,N,1.0,0.08896573882999999,0.08963656123,0.07730508315000001,0.1027808261,1.048546352,1.0500036259999999,1.033541526,1.066028715,366.9226463,367.4732126,366.598309,369.3699999,2454663.258,2454656.441,2454639.0609999998,2454664.817,2.659257631,-0.5691556589,-0.8508354256999999,-0.2890741524,3.078500572,2.9959789889999997,2.546828412,3.4878790110000004,0.6605717855,0.6223200308,0.5387744573,0.6952636465,0.635,0.6578000757,2.045857468,2.040093062,1.88119024,2.213290198,0.5408049632999999,0.5411865784000001,1.88119024,2.213290198,/data/user/lrosenth/legacy/final_run/19373/19373_pchains.csv
123,195019,K,1.0,3.6596364919999997,3.6552424169999997,3.5644118560000004,3.744674171,0.13759530550000001,0.13760099439999998,0.13589643140000002,0.1392500448,18.20122115,18.20122758,18.20113884,18.20131594,2453356.438,2453356.4280000003,2453356.4080000003,2453356.45,-2.28177416,0.9095582325,0.7472885993,1.076688221,273.9319827,273.6229806,272.71029599999997,274.4539132,0.02052542885,0.01983569131,0.01664689508,0.023038191200000002,0.015,0.02134385364,125.0966195,125.02217390000001,114.47931809999999,136.3785072,0.19339628109999998,0.1934250646,114.47931809999999,136.3785072,/data/user/lrosenth/legacy/final_run/195019/195019_pchains.csv
124,195564,N,1.0,1.439671067,24.09469364,5.521443026,48.72901015,8.382479759,17.85945289,12.13376964,24.47396882,8371.34775,25994.60646,14573.46404,41754.041489999996,2459460.48,2463904.988,2460588.594,2472295.619,0.6973777659,0.408866616,-0.9652442614,1.1952454129999999,13.95796663,157.5131239,40.27041325,268.14635780000003,0.2915408965,0.2351500889,0.09588859597,0.35551951810000004,0.28,0.2886088632,0.044247307220000004,0.009775329571999999,0.00519116643,0.02107507455,1.4102230230000001,2.056963854,0.00519116643,0.02107507455,/data/user/lrosenth/legacy/final_run/195564/195564_pchains.csv
125,197076,A,1.0,0.2540176746,0.24383181980000002,0.2195084207,0.269101906,2.699531992,2.677831903,2.619810578,2.734123856,1637.517011,1619.5970550000002,1586.0736140000001,1648.809166,2454748.794,2454772.244,2454738.134,2454807.3340000003,1.1724562459999999,0.7424714534,-1.2932661909999998,1.3404112940000001,4.628417246000001,4.445248495,4.0300509710000005,4.888061062,0.2800829032,0.23239660260000003,0.11828122890000001,0.3546070139,0.26,0.2867667549,0.1422621242,0.14449780439999999,0.13249133300000002,0.1575395739,1.053142623,1.049045198,0.13249133300000002,0.1575395739,/data/user/lrosenth/legacy/final_run/197076/197076_pchains.csv
126,197076,R,2.0,0.04549479476,0.041036223030000006,0.03501332049,0.04746946191,0.1602330785,0.1602366989,0.1574849355,0.162917872,23.67998197,23.68026737,23.67369219,23.68743517,2455200.393,2455200.438,2455199.7369999997,2455201.205,0.956775754,0.8115605964,0.17698474690000002,1.216483943,3.5449979610000004,3.156224926,2.661509444,3.70809247,0.3886430922,0.33122384050000003,0.1859394373,0.4704320186,0.305,0.3967450684,40.37958887,40.36343851,37.13586029,43.81375672,0.2565777775,0.2566034394,37.13586029,43.81375672,/data/user/lrosenth/legacy/final_run/197076/197076_pchains.csv
127,199960,A,1.0,0.22830048649999998,0.21073729940000002,0.17744169829999998,0.2521571676,3.673171799,3.669480909,3.582830945,3.755443026,2358.9377489999997,2356.615013,2290.295211,2421.394213,2458196.298,2458071.274,2457936.546,2458241.627,-2.917091315,0.2475178931,-0.621641591,0.8535234141,3.360203335,2.97617257,2.4985320680000003,3.69213603,0.380725495,0.2380254789,0.07760140152,0.43454558270000004,0.13,0.33016632890000003,0.1520060768,0.1524135529,0.13838097789999998,0.16775073769999999,1.035843809,1.035150784,0.13838097789999998,0.16775073769999999,/data/user/lrosenth/legacy/final_run/199960/199960_pchains.csv
128,201091,A,1.0,0.1100425181,0.1084259209,0.09403350087000001,0.12342683,3.094655175,3.090749013,3.037351666,3.141610955,2575.248192,2571.0319219999997,2512.673243,2625.882779,2450429.788,2450505.89,2450331.413,2450677.999,0.5387378772,0.4907958104,-0.32773372370000003,1.0329843159999998,2.415172652,2.3701279140000002,2.05288635,2.70457668,0.300654291,0.23821855760000002,0.10504153279999999,0.37882818149999997,0.225,0.30230418800000003,0.01085781912,0.01088635369,0.010195469490000001,0.01162984624,2.003659231,2.002344974,0.010195469490000001,0.01162984624,/data/user/lrosenth/legacy/final_run/201091/201091_pchains.csv
129,201092,R,1.0,0.02298046424,0.02226880183,0.01891125371,0.02561833188,0.22391106,0.2239530457,0.22177011170000002,0.2260912984,49.03065809,49.03750167,49.00507121,49.07353524,2456697.625,2456698.5130000003,2456696.268,2456700.397,0.5848993408,0.026224839469999997,-1.036090511,1.055046914,1.7645232709999998,1.726712966,1.4677977530000001,1.9850700209999999,0.13053540460000002,0.131483601,0.03920372023,0.2644347647,0.03,0.19237381480000001,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,/data/user/lrosenth/legacy/final_run/201092/201092_pchains.csv
