,jd,mnvel,errvel,tel
0,2450546.111759,-1.8580616076299283,1.1221919309439121,k
1,2450605.911481,4.147507850377885,1.0594750850688748,k
2,2450862.141204,41.61506766483101,1.2474851715725457,k
3,2450956.036898,58.87133139774117,1.119639296197273,k
4,2451009.87897,76.28936881229194,1.118541095038767,k
5,2451069.749016,96.66134757205757,1.0470906364889756,k
6,2451073.83919,98.51214713260444,1.0607366831114458,k
7,2451173.175243,139.56582755252632,1.118427754943681,k
8,2451200.177604,146.06590384647163,1.1224888757813478,k
9,2451227.137523,150.9321300427607,1.125671405335387,k
10,2451310.995556,175.9782726208857,1.3068312581413013,k
11,2451314.077141,176.20913809940132,1.3783469792884198,k
12,2451340.8859838992,178.27536176474945,0.5421231397615335,k
13,2451367.835428,171.41616934940132,1.1982905741164285,k
14,2451373.914491,170.97873038455757,1.2340101680775677,k
15,2451409.819583,154.85577506229194,1.002674920803626,k
16,2451410.774005,153.16737479373725,0.960812613542742,k
17,2451411.7784490003,155.20205802127632,0.9934725483684688,k
18,2451438.7135880003,139.969071571081,1.1696990697327443,k
19,2451581.159965,65.63678092166694,1.1756874305235978,k
20,2451586.158426,64.201005164831,1.2238675686856464,k
21,2451680.053623,39.792054359166954,1.0448755080834031,k
22,2451702.946389,31.089600745885697,1.2561343858561254,k
23,2451755.794734,21.90301627322945,0.9794572906191068,k
24,2451983.1537849996,0.4691554944208534,1.148661299971806,k
25,2452003.0427200003,-10.249670799524461,2.7930448966572543,k
26,2452003.992384,1.005250159948197,1.3311538353509982,k
27,2452009.0650580004,0.4265300671747596,1.312753331840396,k
28,2452030.938021,-5.993323143274458,1.3500316561730823,k
29,2452061.9081369997,-1.2333820422002404,1.4963664726181036,k
30,2452062.923993,2.166497413366166,1.3842223129605746,k
31,2452096.883322,2.373864356725541,1.3488672298224056,k
32,2452128.8263189998,-2.5175083239385216,1.322902172024902,k
33,2452161.786447,-1.9099720080205533,1.1218993443824206,k
34,2452390.05978,12.009156409948197,1.5634617805752462,k
35,2452446.869734,16.974663917272416,1.1647983408519726,k
36,2452486.73294,26.131379310338826,1.2601212110287163,k
37,2452536.7613310004,29.035248939245072,1.2833357211826302,k
38,2452712.164757,61.76746482059273,1.3293778176710127,k
39,2452777.00515,73.88070792362007,1.3195487086686792,k
40,2452804.903854,80.69915885135444,1.2631230562049771,k
41,2452833.87853,88.29698294803413,1.2137512330336917,k
42,2452848.735035,97.712723914831,1.3179901572690735,k
43,2452898.797604,109.9103557507685,1.1705580225310506,k
44,2453181.9540509996,143.96437186404975,1.2908357840585796,k
45,2453195.807106,139.3151409070185,1.125504363965057,k
46,2453238.819873,107.9325188807718,0.8177347853670006,j
47,2453428.0698636924,14.869214428158426,0.5146107133718724,j
48,2453548.052974381,-13.644582690103702,0.4839573534551462,j
49,2453781.170405,-31.386568996922325,0.9981268036044664,j
50,2453926.7954443083,-34.3662476130051,0.42978142782019263,j
51,2454246.77688924,-15.99295049606282,0.6631973345004591,j
52,2454247.900398688,-19.187490410263145,0.7204303374689806,j
53,2454248.9767360003,-16.182657301214956,0.9836016134681276,j
54,2454251.933044,-16.191857343281754,1.1260447845541692,j
55,2454255.851603264,-16.46805994791776,0.7037471821322245,j
56,2454278.812766,-13.775274348511676,0.9226743208914052,j
57,2454279.8030439997,-9.545501308939038,0.91402460823079,j
58,2454285.826655,-10.481093655037334,0.9517620504106872,j
59,2454294.879977,-8.281784518206482,0.8805958476637611,j
60,2454304.794157261,-8.362506932772416,0.6184395912431231,j
61,2454305.8722073296,-8.26174922270276,0.5658150782161739,j
62,2454306.8669791445,-6.986747506437572,0.6295256918746116,j
63,2454307.9160065856,-7.468900278108872,0.6703833430923993,j
64,2454308.894637325,-6.451676490421346,0.6018318093843803,j
65,2454309.943554448,-6.471212902136908,0.5944123478585098,j
66,2454310.934121104,-10.688770560296133,0.5518605754393924,j
67,2454311.933363214,-5.466952639304798,0.5963328331078646,j
68,2454312.854309649,-7.796345711064875,0.5976648870539408,j
69,2454314.003356624,-7.712113917841737,0.6055709062894246,j
70,2454314.8891977426,-4.602212711974143,0.5998503629124843,j
71,2454319.036374216,-5.0986656193581865,0.5311768659733627,j
72,2454335.9427368096,-6.4443171561828265,0.5963257112772885,j
73,2454337.8460419998,-4.297861943384763,1.0050118156406629,j
74,2454343.780116,-2.5528200799468217,0.8524721373701759,j
75,2454493.177662,20.491062538673347,1.0264826922390966,j
76,2454547.10772,38.74614040570589,1.0313062610063186,j
77,2454548.041829,42.589952393983424,1.042867603455585,j
78,2454549.046123,36.92268268411675,1.2183443685140356,j
79,2454602.9114119997,54.949598379535026,1.0402115290683205,j
80,2454603.819097,52.92708641844429,1.0482241242642858,j
81,2454634.007824,62.72362851746093,1.2331643661909302,j
82,2454636.9230790003,63.32361059657789,1.0621311836991647,j
83,2454639.0061919997,64.34696318634667,0.9661794885793376,j
