,name,num_planets,status1,status2,status3,status4,status5,status6,status7,curv,curv_med,curv_minus,curv_plus,dvdt,dvdt_med,dvdt_minus,dvdt_plus,e1,e1_med,e1_minus,e1_plus,e2,e2_med,e2_minus,e2_plus,e3,e3_med,e3_minus,e3_plus,e4,e4_med,e4_minus,e4_plus,e5,e5_med,e5_minus,e5_plus,e6,e6_med,e6_minus,e6_plus,e7,e7_med,e7_minus,e7_plus,k1,k1_med,k1_minus,k1_plus,k2,k2_med,k2_minus,k2_plus,k3,k3_med,k3_minus,k3_plus,k4,k4_med,k4_minus,k4_plus,k5,k5_med,k5_minus,k5_plus,k6,k6_med,k6_minus,k6_plus,k7,k7_med,k7_minus,k7_plus,per1,per1_med,per1_minus,per1_plus,per2,per2_med,per2_minus,per2_plus,per3,per3_med,per3_minus,per3_plus,per4,per4_med,per4_minus,per4_plus,per5,per5_med,per5_minus,per5_plus,per6,per6_med,per6_minus,per6_plus,per7,per7_med,per7_minus,per7_plus,secosw1,secosw1_med,secosw1_minus,secosw1_plus,secosw2,secosw2_med,secosw2_minus,secosw2_plus,secosw3,secosw3_med,secosw3_minus,secosw3_plus,secosw4,secosw4_med,secosw4_minus,secosw4_plus,secosw5,secosw5_med,secosw5_minus,secosw5_plus,secosw6,secosw6_med,secosw6_minus,secosw6_plus,secosw7,secosw7_med,secosw7_minus,secosw7_plus,sesinw1,sesinw1_med,sesinw1_minus,sesinw1_plus,sesinw2,sesinw2_med,sesinw2_minus,sesinw2_plus,sesinw3,sesinw3_med,sesinw3_minus,sesinw3_plus,sesinw4,sesinw4_med,sesinw4_minus,sesinw4_plus,sesinw5,sesinw5_med,sesinw5_minus,sesinw5_plus,sesinw6,sesinw6_med,sesinw6_minus,sesinw6_plus,sesinw7,sesinw7_med,sesinw7_minus,sesinw7_plus,tc1,tc1_med,tc1_minus,tc1_plus,tc2,tc2_med,tc2_minus,tc2_plus,tc3,tc3_med,tc3_minus,tc3_plus,tc4,tc4_med,tc4_minus,tc4_plus,tc5,tc5_med,tc5_minus,tc5_plus,tc6,tc6_med,tc6_minus,tc6_plus,tc7,tc7_med,tc7_minus,tc7_plus,tp1,tp2,tp3,tp4,tp5,tp6,tp7,w1,w2,w3,w4,w5,w6,w7,Mstar,uMstar,M1,a1,M2,a2,M3,a3,M4,a4,M5,a5,M6,a6,M7,a7,teff,teff_err,logg,logg_err,fe,fe_err,vsini,vsini_err,iso_mass,iso_mass_err1,iso_mass_err2,iso_radius,iso_radius_err1,iso_radius_err2,iso_logage,iso_logage_err1,iso_logage_err2,iso_age,iso_age_err1,iso_age_err2,iso_teff,iso_teff_err1,iso_teff_err2,iso_logg,iso_logg_err1,iso_logg_err2,iso_fe,iso_fe_err1,iso_fe_err2,teff_emp,teff_err_emp,radius_emp,radius_err_emp,fe_emp,fe_err_emp,M1_med,M1_minus,M1_plus,a1_med,a1_minus,a1_plus,M2_med,M2_minus,M2_plus,a2_med,a2_minus,a2_plus,M3_med,M3_minus,M3_plus,a3_med,a3_minus,a3_plus,M4_med,M4_minus,M4_plus,a4_med,a4_minus,a4_plus,M5_med,M5_minus,M5_plus,a5_med,a5_minus,a5_plus,M6_med,M6_minus,M6_plus,a6_med,a6_minus,a6_plus,M7_med,M7_minus,M7_plus,a7_med,a7_minus,a7_plus
0,144872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6893266290160001,0.02524832798295,,,,,,,,,,,,,,,4792.66609986,100.0,4.685562003899999,0.1,-0.25013307853,0.06,0.7394184177600001,,0.6893266290160001,0.0263133431827,-0.0241833127832,0.66120525763,0.0231408317273,-0.0186240326685,9.777681353270001,0.263382616822,-0.509352494793,,4.99816566937,-4.13857594751,4782.31251424,101.144420704,-100.073237821,4.6339995751,0.0206914018651,-0.022604455888999998,-0.27660638367,0.062472909482399995,-0.061872256913199995,4783.0,110.0,0.691,0.1,-0.34,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,145675,3,K,C,A,,,,,,,,,,,,,0.3663520757068024,0.36635608209095627,0.3628693415984713,0.3697732322239739,0.4279513296933648,0.4657018234172533,0.3624074638645877,0.5742898898098944,0.6341814030041422,0.5233022699194019,0.24974081477936236,0.6717725944119362,,,,,,,,,,,,,,,,,88.89514653114269,89.19999926193483,88.71373598966896,89.78600012505682,46.782006321609224,47.576762500264685,43.540532452446854,52.14336053460069,4.515471587726196,3.862068568042925,2.982580257564267,4.919144868254901,,,,,,,,,,,,,,,,,1766.4300293408883,1766.351437682412,1765.7097238632755,1766.9927852368876,23294.3399569907,26801.405919262066,19175.274377341964,40530.007385648685,3519.666742951632,3464.7592075702714,3253.6423350853634,3575.955082923695,,,,,,,,,,,,,,,,,0.5566880415103609,0.5564768837294591,0.5527509373833754,0.5601852219482703,0.6498066957353142,0.673646759418679,0.5875790617891271,0.7504702057437809,0.7944083497036835,0.7016649465415403,0.328636002638409,0.8089880882448242,,,,,,,,,,,,,,,,,0.23759313993918474,0.2379891940409901,0.23208292804490555,0.24374596463940484,-0.07551548100169593,-0.0712256115451691,-0.1605745509695513,0.024822984281976587,0.05564869203505518,0.0011793935847454892,-0.20926390138755133,0.16961506689014186,,,,,,,,,,,,,,,,,2456833.989440423,2456834.39806878,2456832.587725033,2456836.320266972,2454634.600085956,2454734.39810332,2454497.022006214,2455099.548490819,2453408.2778704646,2453552.46913149,2453395.3600071147,2453986.560672846,,,,,,,,,,,,,,,,,2456673.3948317207,2451551.348189041,2453205.1849934664,,,,,0.4033922752193995,-0.11569326277530892,0.0699362426053937,,,,,0.9971649943355,0.041905735402300005,4.910310615432672,2.8570708891837286,5.930103720552072,15.947416232161787,0.26080351134846924,4.524018995654288,,,,,,,,,5357.332435235,100.0,4.233056149135,0.1,0.4504157010845,0.06,0.4353361788015,,0.9971649943355,0.0467694079863,-0.037042062818300005,1.17063894673,0.1734273198495,-0.1297072011045,10.022388428300001,0.07857922369405003,-0.13561072245300002,,2.087532151025,-2.824739373775,5378.4530493950015,92.53537488165001,-76.95802868850001,4.2890725925950015,0.0937453849262,-0.1063345504965,0.413694213991,0.040821575806249996,-0.0526792917872,5429.0,110.0,0.9275,0.1,0.54,0.09,4.930008993325356,4.787920849398795,5.071053820491394,2.85699673476134,2.81643936404158,2.8964200786692658,6.186677454154405,5.3414377415850876,7.168676434287031,17.505125482694414,13.998808320646367,23.07128677957864,0.2422325513008201,0.2035521526692748,0.2822050185327763,4.467741133824865,4.283188926716146,4.597320072967452,,,,,,,,,,,,,,,,,,,,,,,,
2,1461,3,K,K,N,,,,,,,,,,,,,0.20571353928276695,0.1066611052356076,0.03231942053574796,0.22244315615822316,0.14623099698155018,0.09967267599042767,0.029295614114093718,0.2080989914052539,0.4342272214024945,0.2697867471995056,0.08780856684427372,0.472890004416219,,,,,,,,,,,,,,,,,2.2592212279427932,2.2368860311416245,1.9806268143288064,2.4880195375552745,2.1985667327752028,2.115420756715132,1.8625483368077589,2.3630004349910467,1.91585577398104,1.8547688515835101,1.577026432343465,2.141666335165126,,,,,,,,,,,,,,,,,5.77124194946737,5.771286672981386,5.7709871968034365,5.771589994142477,13.505328319649706,13.504245030393045,13.502012732867765,13.506274094397535,72.89221812048831,72.91856432420093,72.85881608332875,72.99049716045974,,,,,,,,,,,,,,,,,0.4100402395988949,0.16441376876114067,-0.12123971388145376,0.39991246244234896,-0.2902701222452488,-0.11767702635093667,-0.3555897431294061,0.1427560042159809,0.1392908046476518,0.0677879145375884,-0.15735505323953436,0.2770769630752147,,,,,,,,,,,,,,,,,-0.1938570122343989,-0.10033015602194796,-0.29444372769823146,0.12287890394790693,-0.24894628559847706,-0.08848228109093982,-0.30411895442099196,0.15900257241278126,-0.6440693232433169,-0.4628336907911559,-0.6587220117918919,-0.12382274484424885,,,,,,,,,,,,,,,,,2455723.5346000083,2455723.8225231483,2455723.536772876,2455724.0208353647,2455200.432597566,2455200.13793596,2455199.677422801,2455200.727448535,2455228.294827208,2455230.524319068,2455226.313358596,2455234.5621356345,,,,,,,,,,,,,,,,,2455722.0495466925,2455204.8201901615,2455197.426733728,,,,,-0.4416318456269593,-2.432681812981595,-1.3578096632743222,,,,,1.06551682506,0.06976035212177499,0.020355486105051973,0.06431328214689319,0.02658499660091852,0.11335949877747788,0.03700344690712934,0.34879902587714284,,,,,,,,,5715.942948525,100.0,4.1853946633999985,0.1,0.209063802441,0.06,0.16752219810500002,,1.06551682506,0.07978421263419999,-0.05973649160935,1.31435499705,0.178210213957,-0.15728423502650002,9.857231050145,0.1120939996365,-0.1470167755885,,2.119556238175,-2.060320904775,5725.513789295002,93.8618261685,-104.0919241935,4.2185163663599985,0.09705159568985,-0.08850958342435,0.190725909205,0.058725486760599986,-0.0629661969365,5487.0,110.0,1.071,0.18,0.22,0.09,0.020305874664331112,0.017841436602649245,0.022745029639878702,0.06430763264312718,0.06288137161548313,0.06568805857629723,0.025502195557353897,0.022322743423058646,0.028717553192770987,0.113343866861131,0.11082942239161933,0.11577741662638985,0.0372906608789524,0.031728117233966346,0.04303345839157045,0.3488724571602721,0.3411276209141105,0.3563641722199298,,,,,,,,,,,,,,,,,,,,,,,,
3,146233,1,A,,,,,,,,,,,,,,,0.42427044349211385,0.3578666961470236,0.24312772406023875,0.4573593612272424,,,,,,,,,,,,,,,,,,,,,,,,,6.037120088086847,5.660969784326728,4.957038857418414,6.370520286208117,,,,,,,,,,,,,,,,,,,,,,,,,2396.8076103626418,2415.479619551945,2378.552462613713,2465.947414882105,,,,,,,,,,,,,,,,,,,,,,,,,0.1139453218122479,0.07112463250155401,-0.1110588615192044,0.25602940582046435,,,,,,,,,,,,,,,,,,,,,,,,,-0.6413165420673453,-0.5688471154258989,-0.6531708846668899,-0.44534675057957696,,,,,,,,,,,,,,,,,,,,,,,,,2454889.139806654,2454947.8279738864,2454793.9221843733,2455083.166953104,,,,,,,,,,,,,,,,,,,,,,,,,2453839.869703584,,,,,,,-1.3949572311997152,,,,,,,1.0032268443799999,0.049268093090375,0.3607402185371542,3.5087806033143507,,,,,,,,,,,,,5772.52478699,100.0,4.3445336963,0.1,0.0752575936459,0.06,1.84859485589,,1.0032268443799999,0.0501218817555,-0.04841430442525,1.0756322470450002,0.1257262797195,-0.0904959747955,9.784862028335,0.16163054867999999,-0.314321959311,,2.7422634386949998,-3.14750333355,5762.24725271,100.2992894165,-97.48031785385,4.36587878389,0.07973815853155,-0.0915894968921,0.051917827211300005,0.061902481914750014,-0.06106565655025,5766.0,110.0,1.108,0.18,0.04,0.09,0.3479371978738045,0.30820883408533545,0.3873230764421992,3.5307016096001047,3.4594401562860275,3.6053753161204125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,149661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882863288019,0.035584102442299995,,,,,,,,,,,,,,,5274.971695,100.0,4.56523126286,0.1,0.104263283738,0.06,0.234825787504,,0.882863288019,0.0367347545402,-0.0344334503444,0.851210382056,0.0459816685289,-0.036380967640999996,9.7322432526,0.277303462619,-0.506316216369,,4.82412618807,-3.71573753686,5262.27653097,102.470881921,-95.3655711609,4.52310181429,0.03675311797,-0.051324967478800006,0.0796857227092,0.0611162282632,-0.0624784722792,5326.0,110.0,0.77,0.1,0.05,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,149724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2339500706250002,0.1098932631136,,,,,,,,,,,,,,,5674.81252537,100.0,3.9753256680549995,0.1,0.3946676877240001,0.06,1.6883480246349998,,1.2339500706250002,0.12103911952400001,-0.0987474067032,1.72846122968,0.256226954474,-0.2192073162025,9.730096721575,0.133755789254,-0.1475383059725,,1.937392881015,-1.5471605282749998,5689.549425965,96.4552211351,-99.4102343174,4.0460380671300005,0.0926473902672,-0.09469192236555002,0.371516042303,0.05578938040765,-0.0598268032289,5606.5,110.0,1.5325,0.18,0.44,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,150437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2167191805700002,0.0988515368461,,,,,,,,,,,,,,,5792.11446058,100.0,4.08778259999,0.1,0.33504181500999997,0.06,1.7817419711000002,,1.2167191805700002,0.107085483319,-0.0906175903732,1.55757950605,0.234886945379,-0.19019952781,9.68155214094,0.143802867239,-0.120662634839,,1.88546723318,-1.16521286286,5778.34115921,93.3467206583,-85.2070983047,4.12891689836,0.08923090821860001,-0.0914567088023,0.310480973939,0.0606903003374,-0.0577061672954,5695.0,110.0,1.38,0.18,0.32,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,151288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6537991498205,0.02487687689525,,,,,,,,,,,,,,,4458.11743799,100.0,4.544671156835,0.1,-0.15614637432099998,0.06,2.797567155555,,0.6537991498205,0.024827092823500003,-0.024926660967,0.6353579229375,0.020397965259999998,-0.021514572045150004,9.868174242424999,0.2056911960405,-0.45209427377,,4.47200291589,-4.775366265950001,4460.2422533200015,100.1306646042,-101.35591633850001,4.6465829209199985,0.01893963719005,-0.01925731915895,-0.17466862420749998,0.0617546986481,-0.0619549188383,4101.5,70.0,0.6509999999999999,0.1,-0.025,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,152391,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9268377310200001,0.03617200119665001,,,,,,,,,,,,,,,5488.31663802,100.0,4.62403641574,0.1,0.0688277239057,0.06,2.635221191,,0.9268377310200001,0.034560447545300015,-0.037783554848,0.880341270035,0.0490269510999,-0.0378835846316,9.5256567648,0.332964280765,-0.5028823546,,3.8666703178800006,-2.3008844132700004,5460.99783182,99.3647021191,-87.2047302881,4.515759282149999,0.0333369649179,-0.050436029226599996,0.0387302938361,0.058883075344199995,-0.062480685681699996,5340.0,110.0,0.9309999999999999,0.1,0.02,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03033995309,0.0802030824185,,,,,,,,,,,,,,,5836.47151772,100.0,3.9454904377900006,0.1,-0.124022009467,0.06,3.5453253277800005,,1.03033995309,0.0879218990953,-0.0724842657417,1.6706595220200002,0.277023313633,-0.225967634377,9.892486841639998,0.10370647934499999,-0.119992461555,,2.10568314245,-1.88469362692,5833.12327421,100.61101273,-96.7052734767,3.9936550953099994,0.100030290638,-0.09947736030729999,-0.144624256656,0.062229763747500014,-0.059803073753699997,5934.0,110.0,1.324,0.18,-0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
