,jd,mnvel,errvel,tel
0,2453550.007546,327.12804914672483,1.567844838719746,j
1,2453604.9792240034,334.28664364532494,0.5873474997425114,j
2,2453927.894583,427.71765563582255,1.5257289406510268,j
3,2453981.8092076895,434.88409581122403,0.8134448774917459,j
4,2453982.8700839896,431.90873895135104,1.0271549405045135,j
5,2453983.7310057487,437.96416382677353,0.786392164321926,j
6,2454085.750556,462.58418749460094,1.2180140926851997,j
7,2454338.966181,517.3798825283725,1.0775219433808911,j
8,2454689.923403,590.2762722267463,1.1753384562681226,j
9,2454717.836748,590.3587180614023,1.270556517340143,j
10,2454718.8925,590.9550971965131,1.1623944699086641,j
11,2454719.862257,591.1336584413872,1.2194373942854717,j
12,2454720.861921,592.7771961369172,1.1168387924503282,j
13,2454721.869352,590.5197885065816,1.3132461520903727,j
14,2454722.785463,588.0715386554951,1.3989002219350768,j
15,2454723.804282,587.9707062060563,1.376322633369992,j
16,2454724.827639,589.7074487035479,1.3418690795098183,j
17,2454725.790498,593.4433434252727,1.3062866875006471,j
18,2454806.697315,604.341981843058,1.6270882410274663,j
19,2454928.145,630.7492216135321,1.4188323659767414,j
20,2454988.102455,633.7921018848381,1.27196520757095,j
21,2455016.044095,647.0572108376016,1.3203764909429807,j
22,2455027.049863,636.8633921070273,1.2389384242902948,j
23,2455076.742142,638.747336712569,1.390936964762085,j
24,2455135.84279,651.0497515420279,1.4940972031433968,j
25,2455170.703065,648.3570660141351,1.4513309520520234,j
26,2455257.16871,651.838638174221,1.3326869496938403,j
27,2455344.122645,648.147627641749,1.3291540162838087,j
28,2455376.073785,656.771482821856,1.3701151332686654,j
29,2455402.059986,645.0442931138598,2.243653605847413,j
30,2455404.952369,648.1840525319734,1.2768132272403,j
31,2455427.734092,644.3384987673186,1.2623300565742608,j
32,2455464.704175,639.8593861277303,1.2803774550236673,j
33,2455486.8823891236,632.2032423613015,0.7991006672883348,j
34,2455522.679582,621.125275848908,1.4708489074416877,j
35,2455634.149076,585.3477042553723,1.2632448885057865,j
36,2455672.138887,561.1969345378683,1.2863433907627366,j
37,2455673.140563,562.0972319195897,1.3058673764250268,j
38,2455727.132818,525.5545971942886,1.5101553647855421,j
39,2455728.984411,521.253618784803,1.3524217121791515,j
40,2455782.825325,461.1651105800796,1.367074662485125,j
41,2455795.80266,449.71371007705073,1.285139006863919,j
42,2455810.719035,427.74808881974013,1.1642537009182683,j
43,2455841.888066,378.52725478055936,1.6016083656397044,j
44,2455880.77047,308.6781578312525,1.3537637650108738,j
45,2455902.68245,254.49081858982825,1.53349319164113,j
46,2456019.15346,-150.68680810107736,1.5076512969749951,j
47,2456074.118674,-472.3560980167689,1.372054928596325,j
48,2456075.122553,-483.4785572569452,1.2933170051304947,j
49,2456076.122728,-490.10986652028515,1.1465897134929461,j
50,2456101.078405,-682.325678553899,1.4603578487848816,j
51,2456105.132772,-717.8185982498753,1.3129609576595302,j
52,2456111.134638,-769.0348968180062,1.2982516118054024,j
53,2456134.109657,-983.7966092161823,1.4036031066104697,j
54,2456177.715795,-1478.7322403460996,1.1761610225521784,j
55,2456196.70154,-1701.3668507189777,1.320572918347502,j
56,2456209.714178,-1858.3460100294017,1.4096953729279795,j
57,2456449.120325,-2379.055563940575,1.3813934941378605,j
58,2456450.129076,-2374.927793631929,1.3889797873216763,j
59,2456451.908714,-2372.254575959776,1.397187223592298,j
60,2456475.122068,-2271.7104406400936,1.3324270055500267,j
61,2456489.130933,-2213.815829703318,1.4359310566825567,j
62,2456513.763672,-2117.082393422245,1.3915702303853912,j
63,2456585.715864,-1840.8984323310697,1.4826800769848985,j
64,2456829.923739,-1170.9299144198646,1.2884562807537507,j
65,2456861.030435,-1112.2797731388628,1.3865094213164175,j
66,2457212.128773,-622.1408662919146,1.359842394212562,j
67,2457326.683061,-517.5522237511703,1.4247724805133428,j
68,2457557.038699,-338.99898320613676,1.4014714049049948,j
69,2457671.696209,-259.47646519376724,1.9502884534459342,j
70,2457831.166087,-174.08182896185986,1.328658866931582,j
71,2457940.133497,-103.01380239988066,1.4331415241708503,j
72,2457941.131373,-110.45399289371574,1.3488670129279565,j
73,2458096.684206,-37.414073079399955,1.451891493342518,j
74,2458309.133239,59.0353506175009,1.5136409529653203,j
75,2458383.704041,79.85715358803546,1.3138974762795494,j
76,2458618.128531,176.1167262875104,1.2076313081493946,j
77,2458624.132221,174.7388309835496,1.4389899941864763,j
