,jd,mnvel,errvel,tel
0,2450461.926852,35.55486890979613,1.2456233352429131,k
1,2450545.840336,50.16932508655394,6.978896980751812,k
2,2450784.116887,26.707670423468002,1.3520293556712537,k
3,2450807.167315,15.124983045538315,1.8702889853024178,k
4,2450837.834745,24.547529432257065,1.433979622999072,k
5,2450838.968403,19.981001111944565,1.549954509878119,k
6,2450861.826169,24.19929334827269,1.4379817191738513,k
7,2450862.7586,27.738249036749252,1.2893984864807038,k
8,2450954.778299,40.964033338507065,6.487271450553704,k
9,2450955.737928,48.78234693713988,6.2644404049897195,k
10,2451171.09,3.0603468150695647,1.4037016349562639,k
11,2451226.794005,16.461591932257065,1.5137264448133048,k
12,2451227.905174,14.887083265264877,1.3888722770523207,k
13,2451230.055249585,17.135468237608734,1.191870238210426,k
14,2451312.749178,33.084699842413315,7.000144261114495,k
15,2451551.055475,1.9960157603820647,1.6817362407539278,k
16,2451583.918762,0.07391187854612724,1.4288071125863708,k
17,2451679.816262,24.737302991827377,6.418449639375727,k
18,2451884.142558,-0.200143602410904,1.5328250295035555,k
19,2451898.132106,6.338896009405502,1.4931990761989873,k
20,2451899.120532,8.429441663702377,1.343268981566699,k
21,2451900.097882,3.5267164439758147,1.1864584942177776,k
22,2451901.153715,0.9324629039367522,1.3185917869380535,k
23,2451972.013472,-3.149728563348404,1.4017317016295787,k
24,2451972.987407,-0.12448289684449776,1.3001510920872832,k
25,2451973.885417,1.160513135870346,1.4084263898282987,k
26,2451974.869167,-2.2036149769226228,1.4756964015179501,k
27,2452243.048831,-9.659280565301529,1.6302273708901711,k
28,2452573.100648,-13.100656297723404,1.5562416852942667,k
29,2452601.020741,-17.21013047985231,1.3968820880841173,k
30,2452680.96838,-23.496965196649185,1.4431918171380713,k
31,2452711.740683,-17.45585038952028,1.6376798366890029,k
32,2452988.008113,-27.13682725719606,1.5843294954971323,k
33,2453303.139514,-14.34491202909851,1.296435809480713,j
34,2453398.9282027916,-30.042842035917253,0.6780348082754665,j
35,2453693.193004259,-30.99343176223618,0.45025571683480076,j
36,2453694.2750124764,-32.08671680782837,0.6147825730714116,j
37,2453695.252107481,-30.632247125335873,0.6344656100015028,j
38,2453696.0842702882,-32.21629356275886,0.7826206618337652,j
39,2453696.8812530683,-36.942612489288784,0.6871410802028345,j
40,2453724.094287272,-32.96594292617492,0.7264812045273091,j
41,2453725.1155590652,-33.95554217213718,0.725651791450611,j
42,2453747.047432676,-28.439034778600256,0.6927661805294785,j
43,2453747.962089383,-31.117617128905703,0.7130194909318025,j
44,2453748.926192,-29.866257378664255,1.1971232023493197,j
45,2453749.9257398574,-28.287513219574834,0.729513192204619,j
46,2453751.080035568,-31.461889244508427,0.6927177829682887,j
47,2453751.926586,-27.714040754489215,1.2642441146565806,j
48,2453752.9635190703,-30.951733333332733,0.6657145131355207,j
49,2453753.9397911294,-29.28923776560049,0.6588407897191215,j
50,2453775.794659502,-29.614162337939764,0.7186057865160502,j
51,2453776.8507903228,-26.65001062355793,0.7141409408405889,j
52,2454130.0556628434,-34.218249042719066,0.7401235779152121,j
53,2454399.131748,-29.520690536483812,1.2274363350131565,j
54,2454492.968785,-34.480674871306874,1.4278617804697373,j
55,2454547.900833,-33.46782938912824,1.4676724311382945,j
56,2454548.835486,-23.967071708778576,1.5369040004792858,j
57,2454809.981667,-25.01655716661753,1.6193884741989477,j
58,2454867.898215,-25.317380801135243,1.4763738781370561,j
59,2454927.885259,-26.78342014229911,1.6770980549431722,j
60,2454929.853787,-18.69353607048331,1.4448209429425793,j
61,2454984.758308,-21.89370393653066,1.419288711770766,j
62,2455109.143784,-23.38901564849033,1.357785073733975,j
63,2455134.151256,-17.834893052576945,1.2734865368694162,j
64,2455164.0166,-14.902903991827316,1.4323166324080154,j
65,2455172.114915,-16.743413838915444,1.4491614501585834,j
66,2455188.01395,-17.16514277133672,1.456065100902615,j
67,2455189.982045,-20.370480309875006,1.4003595297717177,j
68,2455192.001814,-20.320093429251642,1.3766746542910595,j
69,2455198.972161,-21.724815413931495,1.506410760610465,j
70,2455229.101152857,-17.63633204334274,0.7823075523484638,j
71,2455229.9410482957,-21.39465062062947,0.7937257442957699,j
72,2455231.810324272,-13.907019769795685,0.8230651105440167,j
73,2455251.9204196953,-15.755828969899618,0.8337088130190674,j
74,2455255.7628435274,-19.006511475135905,0.7545687544644106,j
75,2455260.63269448,-21.40657065799698,0.8091184161410704,j
76,2455289.724216,-12.763673214796334,1.4061310446638864,j
77,2455311.744742,-12.369930452538629,1.4297427314322042,j
78,2455344.741862,-17.247015645514402,1.8820074906904816,j
79,2455465.003029601,-10.534689935648352,0.689382366223041,j
80,2455468.251441363,-14.371230413698605,0.7283181939851424,j
81,2455469.225956575,-11.246700594148477,0.7458375536309734,j
82,2455470.2961136973,-9.756221134735473,0.7325269658754324,j
83,2455487.3048926303,-10.898336930096665,0.7590681620588983,j
84,2455490.227328403,-7.8643762919488855,0.8007638206228131,j
85,2455491.225630096,-8.72836375968723,0.7021645323126291,j
86,2455501.0119927246,-8.391143623038747,0.722777214040541,j
87,2455522.023052058,-7.839480936028295,0.7338464870826835,j
88,2455543.1040596315,-12.175531092016488,0.8081653855906502,j
89,2455605.744372101,-1.4535361847840282,0.8605160301039787,j
90,2455634.5999704804,-2.741382986134618,0.7997377111445784,j
91,2455671.7239807937,-0.5930893964992238,0.7145799783034896,j
92,2455697.657070212,0.01348596115735895,0.8397959127488458,j
93,2455698.780766707,-0.5595534950732907,0.8049391354478694,j
94,2455843.077936771,5.429842098027466,0.7887687026325269,j
95,2455880.13651,11.224821124758506,1.2329060044181808,j
96,2455904.178189,7.590791709280609,1.5847594520658708,j
97,2455960.910029,14.22832552409865,1.4764323440211156,j
98,2455999.783651,15.133624998640517,1.4682781782908016,j
99,2456073.760066,17.074834632272143,1.318130157018652,j
100,2456195.15137,25.869609700360797,1.367583145612676,j
101,2456327.955756,42.36581196226314,1.3078617091054285,j
102,2456588.152066,53.38494744450438,1.3153438446589276,j
103,2456709.991321,73.2003576562453,1.3577828760185466,j
104,2457057.886872,101.34834096828666,1.4004268588346664,j
105,2457401.96542,141.40216032259795,1.3425565253672858,j
106,2457555.733401,156.9820248021592,1.5781986566905704,j
107,2457717.167795,170.60662236757935,1.3806149248995307,j
108,2457764.912075,177.86910084787402,1.3662394898960493,j
109,2458029.149554,202.64310489390505,1.4486008881794152,j
110,2458199.808259,225.62788026723743,1.5481479629109975,j
111,2458387.147139,248.04960261937742,1.2517525765350261,j
112,2458476.910339,255.27902115328897,1.3468712880634557,j
113,2458528.940386,265.7096912143754,1.4977005410559898,j
114,2458622.732687,272.69612760801624,1.3188717608877056,j
115,2456648.001449,-1.7707347489624112,3.064966515438997,apf
116,2456667.943333,-6.608925076074463,2.684906147118864,apf
117,2456689.930578705,-5.216763527995505,1.9932576791470293,apf
118,2456693.824951,-3.497299842905779,2.723206879332259,apf
119,2456705.785439,1.3191663282450907,2.877342527036373,apf
120,2456708.928830193,-0.12878557846227,2.1871278422143874,apf
121,2456724.951154,6.023611688871824,3.106618872100961,apf
122,2456728.791268,-0.10013599108235383,2.561222653972313,apf
123,2456741.801734,4.6360994291960935,2.938673989698221,apf
124,2456766.759674,7.87367721174337,2.9703763788626723,apf
