# threshold  best_bic
1.241867176120897298e+01 6.976071364961717336e+01
1.314990744051762661e+01 8.633116430493555526e+01
1.357731366816189578e+01 3.122386787511322837e+01
1.669346389031275990e+01 1.152797783965866074e+01
