# threshold  best_bic
1.269532534548924119e+01 4.319334380398686335e+01
1.439929866788045842e+01 3.476758291489682051e+01
1.462466294162905811e+01 5.193804034656932345e+01
1.595406150627566078e+01 1.476777625512386294e+01
