,time,mnvel,errvel,tel
0,2450366.974977,-477.18596161680364,1.2299018070534184,k
1,2450418.829282,-336.68535126524114,2.0633930836820142,k
2,2450462.752199,-177.09843720274114,1.0986140236271331,k
3,2450690.104259,436.7625094525323,1.1701476081366513,k
4,2450784.771331,526.0752078167901,1.3263010322279016,k
5,2450806.726725,549.0323001019464,1.027253680572487,k
6,2450837.717419,557.7947817913995,1.1662021358108559,k
7,2450838.701296,561.3508425824151,1.1224387107314584,k
8,2450839.711389,565.7069827191339,1.1151099406348022,k
9,2451010.12044,597.3886843792901,1.3469163783388578,k
10,2451012.048056,595.4767275921807,1.2825183238296818,k
11,2451014.102141,600.1342898480401,1.5992176068951252,k
12,2451050.991354,585.3845950238214,4.67773668434376,k
13,2451170.74787,571.4141360394464,1.3971362614607294,k
14,2451368.084942,540.6217166058526,1.3068030620096047,k
15,2451410.027222,525.3106814496026,5.2282625132374045,k
16,2451543.744074,506.94645415468074,1.5232918005518536,k
17,2451550.729097,496.69633208436824,1.4723857722167708,k
18,2451756.050706,457.1302310101495,2.1255303542971626,k
19,2451899.783542,428.41003142518855,1.6283614063612526,k
20,2452098.125521,393.69852934999324,1.565485670349932,k
21,2452489.041806,330.70531951112605,1.500042201275766,k
22,2452572.811748,314.1856509320245,1.9502267892638359,k
23,2452987.728125,258.5017672650323,2.3754140939657655,k
24,2452988.685648,248.5330172650323,1.9354968811179292,k
25,2453238.955891,232.7567039601312,1.2940157727979127,j
26,2453303.903056,231.45444977592922,1.101901200069698,j
27,2453339.765,224.70235896139067,1.1917179333659464,j
28,2453724.702118231,178.43314842850245,0.7404066998948784,j
29,2454717.955312,74.16753811231553,1.2256633670541661,j
30,2454719.007882,76.60707409473676,1.2270412508594555,j
31,2454720.010324,79.769433275654,1.241617028280411,j
32,2454720.969549,78.87829444715089,1.1490407239527698,j
33,2454722.901042,79.2144538719512,1.3169181576162055,j
34,2454723.970197,78.56193208932613,1.2520291760758566,j
35,2454724.974028,76.1848868297749,1.2271624152720617,j
36,2454725.882998,77.88645149899632,1.145857747181289,j
37,2454727.004606,83.89628955572567,1.2415989267489747,j
38,2454727.951586,82.06611300827944,1.172607208271845,j
39,2455015.119976,57.80779234038684,1.4496166000521533,j
40,2455016.124218,59.97978757031706,1.375103416248289,j
41,2455017.12413,59.08875991255752,1.2358986931186,j
42,2455049.025251,44.503349122634205,1.2305912072210576,j
43,2455077.084385,48.15685913151914,1.3127804499405709,j
44,2455078.093745,51.21220408940146,1.3229214700837664,j
45,2455134.963996,47.00131829567,1.3645473416272755,j
46,2455198.753622,34.565474294332176,1.159759617561453,j
47,2455426.083806,19.81514976765463,1.2353629561854202,j
48,2455522.878723,12.773645160634931,1.324412040697931,j
49,2455807.047285,-12.667911790234584,1.3254483195969715,j
50,2456149.049836,-39.727495449111245,1.2711027077465125,j
51,2456319.700965,-46.13350146685049,1.2979087282599993,j
52,2456327.708425,-49.651776094946435,1.5057799053265526,j
53,2456508.145414,-58.51549185660983,1.3288125090044363,j
54,2456913.034249,-106.59629174904892,1.1545700794094778,j
55,2457060.717003,-115.10299226664176,1.395731962016813,j
56,2457229.130729,-138.52372112335706,1.3337154423530644,j
57,2457247.134164,-139.192424210035,1.4070230318746115,j
58,2457585.075727,-163.08323715724816,1.2082828208190133,j
59,2457759.708449,-185.72072031710138,1.2179711186953728,j
60,2457944.129263,-195.9228980765868,1.291725081756745,j
61,2457984.149149,-200.34113323429034,1.2147865943504932,j
62,2458116.694858,-206.2015738867002,1.2443700896058052,j
63,2458149.703625,-208.03605894545177,1.3025791853833506,j
64,2458350.073223,-228.33476292366117,1.3124593162016194,j
65,2458393.989962,-225.41755601181262,1.5082179605347672,j
