,jd,mnvel,errvel,tel
0,2450838.773206,-88.45092654150824,1.5113747116943692,k
1,2451043.119653,-78.70888400000433,1.4675258219814467,k
2,2451072.039039,-80.24984621924261,1.4841841369589648,k
3,2451073.002315,-81.06967806738714,1.1015910323226823,k
4,2451170.876921,-63.882117032230894,1.3492658912274238,k
5,2451411.092975,-50.82684969824652,1.5661451882005823,k
6,2451550.824005,-40.14357638281683,1.3875055317149312,k
7,2451551.863449,-37.38075900000433,1.263435815884596,k
8,2451793.136725,-12.48548006934027,1.2729813732224529,k
9,2451899.945741,-4.506186246098082,1.0463414071323929,k
10,2452235.794155,34.510400057612856,4.190648968352915,k
11,2452516.065405,20.193673373042543,1.3177237014733307,k
12,2452575.951921,29.414803744136293,1.57770711711943,k
13,2452854.115278,28.64641690331598,1.1540851315479834,k
14,2452856.115671,28.25512051659723,1.1477471655757725,k
15,2453071.740619315,8.124922146796848,1.1166297689517293,k
16,2453072.79919,2.9077923305620743,1.2463020546522081,k
17,2453196.13,-0.07763552588323819,1.448612520437633,k
18,2453207.120116,2.3868954189409806,1.2991467340125586,k
19,2453208.125625,-0.9189670078168319,1.184571384069503,k
20,2453241.091852,4.460319857215609,0.9522108351650447,j
21,2453302.947025,1.9716213826944227,1.0540306746180657,j
22,2453339.945972,-6.0966218194131585,1.0350963286728172,j
23,2453368.865139,-4.652144908131156,0.9810677472443678,j
24,2453426.809792,-13.273000993955362,0.8323848458989065,j
25,2453696.904468,-36.093958499440504,1.0265167956348054,j
26,2453982.061586,-48.89767075596268,0.946485046778111,j
27,2454129.790938,-57.29193849266905,1.0199921232354947,j
28,2454130.877627,-55.86266699589257,0.9851727450598131,j
29,2454138.900162,-57.20810931082846,1.0675760513264765,j
30,2454344.078681,-51.20232874569763,1.000531299910003,j
31,2454396.876412,-51.97887894598054,1.1076700591995379,j
32,2454397.995035,-39.799283687271526,1.1010117535773563,j
33,2454427.989514,-53.215097806465025,1.1216946470508242,j
34,2454544.772257,-53.3273694953883,1.1945545192092104,j
35,2454718.068588,-40.78555619251074,1.1728188590367756,j
36,2454727.973472,-40.0248730257446,1.0713236151946048,j
37,2454867.85082,-20.89242494608643,1.3068913189399274,j
38,2455045.130349,-18.242153889830263,1.2062409674191155,j
39,2455109.991111,-9.556090080274544,1.372584529403545,j
40,2455172.836992,-2.920207454490722,1.216032049428671,j
41,2455406.123908,25.987662031751768,1.124172828642941,j
42,2455429.069954,33.17069918384749,1.146896341032828,j
43,2455465.023368,29.90768506339498,1.1678285983529493,j
44,2455522.847978,30.016128377073063,1.2285034615789885,j
45,2455545.813887,40.37762018952398,1.3059190132027902,j
46,2455584.877165,32.59914720444872,1.092457491109938,j
47,2455612.744873,37.303237091195335,1.0917788490728393,j
48,2455634.771491,35.15769992662899,1.134285367163453,j
49,2455786.111526,50.646417768004255,1.07617283817576,j
50,2455843.979894,55.091387571392346,1.2832399184127834,j
51,2455878.903271,51.73934151260073,1.2239322100420678,j
52,2455960.892649,58.00990955401679,1.1617214222771497,j
53,2456019.717918,53.24147912867723,1.201098980321116,j
54,2456173.101736,45.535740845278525,1.2617046472954092,j
55,2456343.788407,56.4546481198966,1.2444707918447082,j
56,2456548.085569,36.93664498606972,1.093632140442018,j
57,2456638.801541,26.57292202659977,1.1472693433295904,j
58,2456875.116679,12.70791719293203,1.0989183421238464,j
59,2457256.138885,-19.12590182835271,1.0246083612144712,j
60,2457596.132661,-42.56806137719556,1.3132454325251255,j
61,2457765.886999,-35.896769534632206,1.2791348624759027,j
62,2458150.757984,-35.05184228011201,1.3803868291547898,j
63,2458346.120773,-14.467868145674771,1.1583345714886972,j
64,2458396.036333,-9.769239304421717,1.4625438171248364,j
