# threshold  best_bic
1.756327713076429120e+01 1.862534048718828217e+02
2.112949565656748518e+01 1.461077984199705497e+02
1.726359573029635186e+01 1.084525630041875957e+02
1.885582327902394439e+01 3.950934385739583377e+01
4.524332257038715710e+01 1.709024804273803966e+01
