,axis,msini_10,msini_30,msini_50,msini_70,msini_90
0,0.027000000000000003,3.6272511128452094,5.22816056703373,6.347683111768929,7.847006890683036,11.271458740874502
1,0.039649938036776605,3.681450785116751,5.210428178145232,6.22166469055372,7.429161327670826,10.703753938533117
2,0.058226577271119406,3.7819646450771636,5.345860391402511,6.499732387971639,8.136067676319833,11.198374241169368
3,0.08550667336642473,4.959672158799187,6.155434468557201,7.656943144398405,9.901445221066599,14.90754595648012
4,0.12556793706331987,5.389228454406423,7.742945962373133,9.987074058166328,12.893948606101764,16.675197792822953
5,0.18439855273949987,6.736139155853066,9.120009300116326,11.463839674226646,14.694403408354656,57.00406891028499
6,0.270792266303424,8.980451496229032,13.2685901492784,18.297919381637186,23.703269191165607,235.42991389343533
7,0.39766283628774335,11.243458796847447,17.326929428331074,22.217434077534183,27.78931472804879,1061.2852081153783
8,0.583974326605106,14.809000697068202,21.00180414571715,26.13357657461318,33.32050610944282,43.16364661058717
9,0.8575757727763256,15.88085645040633,21.911895477334586,27.735997980685156,36.78581829301985,1512.3474746429151
10,1.259363935274893,17.897319564123926,27.01604673530379,36.317573262536605,7080.146114673216,121.59301318675212
11,1.8493963703481713,21.44157635701087,32.06631548666208,41.417369062055236,1207.8588129619209,125.48626603314601
12,2.715868573694241,29.27576955215176,40.59714818574993,469.11486557551973,781.4265034837737,1227.4617475245354
13,3.9882970615927977,32.0766351920013,51.52617039258193,72.82787857514445,119.72760048011206,3392.109458277088
14,5.856878939422686,52.34757028087735,83.8386117815503,124.20820096559713,187.74933521523715,1543.4374711814537
15,8.600921742111536,75.57258248430549,127.23568435721424,200.42859000164296,450.30480400851866,5530.198655983629
16,12.630593116069885,103.97201876094903,214.01596701269796,1261.0491449398728,5754.03987018952,37112.51673990456
17,18.548230904441027,293.30598493244975,828.6890765468543,3862.4349285074786,8651.176198858018,19377.1159926332
18,27.2383780019597,923.3134747657867,6601.619201078997,1492.2269619018107,187.08135808409673,23.454498166943704
19,40.000000000000014,2130.768037031268,788.3764157022403,0.005073718493262164,3.2652700963841575e-08,2.10141512906157e-13
