,axis,msini_10,msini_30,msini_50,msini_70,msini_90
0,0.027000000000000003,29.39231943376971,40.16168459313628,58.71163110227806,99.18875134632898,115.41519136407672
1,0.039649938036776605,32.227804980304114,49.11040258837182,70.0375863655712,88.20164144642521,225.5826077489278
2,0.058226577271119406,33.67542043826752,51.677374778841696,70.67179208510129,92.36213194822024,187.39862739007162
3,0.08550667336642473,38.55347421514162,56.336739705250906,75.4570102806175,100.69726954164719,157.5567434542141
4,0.12556793706331987,42.48758516638003,62.132439744455404,84.5283040838006,114.54254922076521,167.40692684844686
5,0.18439855273949987,59.333792226752045,86.56487333598467,116.88997319158845,155.802417099268,251.5740372554631
6,0.270792266303424,73.28751212670545,101.7929688132709,147.80742975355977,211.94325371211022,2384.621640933694
7,0.39766283628774335,82.92471154374255,129.07571495846295,186.04314162881758,242.22237959521155,535.172234956115
8,0.583974326605106,86.17115413607155,137.9283049299719,202.9905707669783,294.03768056994767,684.0269788741609
9,0.8575757727763256,100.61388754661948,158.70529292533476,240.65990507392988,388.23499123204346,2388.1433684225585
10,1.259363935274893,46.07136221375219,200.99769974847322,288.68137752420654,468.6096967651792,3712.7339025712995
11,1.8493963703481713,72.18586626595697,225.41446540030412,322.9116688611147,492.5407128668225,6194.568113569869
12,2.715868573694241,187.3513088553769,277.4227356467294,378.9775342544531,538.3434604999097,3499.9129664639204
13,3.9882970615927977,222.24346696629118,370.9453438416906,576.5943050050128,1139.265430501525,1531.5992257002576
14,5.856878939422686,473.4368584607099,859.1999601472235,1194.4929991538752,2205.7161138795886,34233.363088770675
15,8.600921742111536,405.80940653801326,1501.9741095179559,3712.7339025712995,1798236.5479962528,1881005121.44392
16,12.630593116069885,3317.496827926027,66.90997331517329,2.3472886036861392e-05,8.234592716158499e-12,2.8888018752583397e-18
17,18.548230904441027,1733.7319558878094,7.683232896740015,0.03404913172712365,0.0001508926498717657,6.686981614625334e-07
18,27.2383780019597,inf,inf,inf,inf,inf
19,40.000000000000014,inf,inf,inf,inf,inf
