# period  BIC_array
1.000000000000000000e+02 3.257764196464194129e+00
1.002730337049358695e+02 3.935249546553535538e+00
1.005475624398881962e+02 3.958735640763279662e+00
1.008235985179020702e+02 3.272162609407473610e+00
1.011011543876081475e+02 2.330277862257759125e+00
1.013802426350941772e+02 1.794473026517181324e+00
1.016608759858074365e+02 1.909060869592821064e+00
1.019430673064889277e+02 2.346835989857510185e+00
1.022268296071398765e+02 2.578060512953300076e+00
1.025121760430210287e+02 2.827575409027730302e+00
1.027991199166858536e+02 3.175224688198170497e+00
1.030876746800476127e+02 3.263968564228974856e+00
1.033778539364815572e+02 2.777931645951440487e+00
1.036696714429626951e+02 2.540036855195751286e+00
1.039631411122398390e+02 5.277186073297485791e+00
1.042582770150467013e+02 1.183794081061520842e+01
1.045550933823507762e+02 1.688861500228014734e+01
1.048536046076407331e+02 1.750353062277940808e+01
1.051538252492529750e+02 1.514146890883679930e+01
1.054557700327385987e+02 1.190326088918422442e+01
1.057594538532709549e+02 8.666672695115693159e+00
1.060648917780950029e+02 5.824180559673493462e+00
1.063720990490193543e+02 3.488641383768765536e+00
1.066810910849515182e+02 2.029618500926034130e+00
1.069918834844777393e+02 1.892771143570001868e+00
1.073044920284878430e+02 3.252510485582206456e+00
1.076189326828463351e+02 5.456517481761949284e+00
1.079352216011105696e+02 7.508119078779174060e+00
1.082533751272969482e+02 8.163230426997955647e+00
1.085734097986963604e+02 6.975530920799968726e+00
1.088953423487394900e+02 4.959622985695745001e+00
1.092191897099133513e+02 3.242568957814995656e+00
1.095449690167300929e+02 2.280777168585899517e+00
1.098726976087488509e+02 2.148511495602662080e+00
1.102023930336524131e+02 2.864667777594235076e+00
1.105340730503789928e+02 4.913847014497321197e+00
1.108677556323110878e+02 8.757767792476187196e+00
1.112034589705220355e+02 1.291468823076527883e+01
1.115412014770818274e+02 1.409805641360603090e+01
1.118810017884233758e+02 1.176494430349524123e+01
1.122228787687704994e+02 8.625132953727785434e+00
1.125668515136288192e+02 6.492623947161433762e+00
1.129129393533412298e+02 5.548382543134749767e+00
1.132611618567089948e+02 4.977656029619112132e+00
1.136115388346802604e+02 3.952043013996245691e+00
1.139640903441070350e+02 2.991218517311637015e+00
1.143188366915724430e+02 3.005248470492716706e+00
1.146757984372896857e+02 3.764735953262317025e+00
1.150349963990741884e+02 4.302746933088059222e+00
1.153964516563907949e+02 3.409329788436792796e+00
1.157601855544773883e+02 1.764849733181222291e+00
1.161262197085467278e+02 1.112891623553849740e+00
1.164945760080683357e+02 1.109474763809004116e+00
1.168652766211320255e+02 1.449085097795460797e+00
1.172383439988951892e+02 2.068433924307640837e+00
1.176138008801153632e+02 2.945312458351622809e+00
1.179916702957702768e+02 3.738530318307965672e+00
1.183719755737671022e+02 4.396585210821655210e+00
1.187547403437432791e+02 3.961725904805888376e+00
1.191399885419606903e+02 2.199801405211161409e+00
1.195277444162953202e+02 1.214631881834549176e+00
1.199180325313247835e+02 1.215617499415373004e+00
1.203108777735157844e+02 1.509816003635052084e+00
1.207063053565139796e+02 2.210784841297851244e+00
1.211043408265383619e+02 2.884774054509904317e+00
1.215050100678828500e+02 3.408648011554930690e+00
1.219083393085272746e+02 3.311296592413640383e+00
1.223143551258607573e+02 2.595917841397778147e+00
1.227230844525196289e+02 1.877382383206196437e+00
1.231345545823428580e+02 1.381726399477116729e+00
1.235487931764476741e+02 1.366887573557505675e+00
1.239658282694282150e+02 1.822230973365549289e+00
1.243856882756802662e+02 3.117838885769884882e+00
1.248084019958548083e+02 5.065835824868059944e+00
1.252339986234436680e+02 7.181704120602205421e+00
1.256625077515004136e+02 8.617325861038864332e+00
1.260939593794995801e+02 8.868884711754304817e+00
1.265283839203378733e+02 7.582620484188680621e+00
1.269658122074804112e+02 4.984168885602883847e+00
1.274062755022558235e+02 2.518911468534639653e+00
1.278498055013037771e+02 1.562284936045188033e+00
1.282964343441782944e+02 2.042328292329756323e+00
1.287461946211114991e+02 3.518229535019230525e+00
1.291991193809408571e+02 5.360865265765283993e+00
1.296552421392044039e+02 6.670735214915538336e+00
1.301145968864081226e+02 6.879579884500884646e+00
1.305772180964697782e+02 6.374125035658238403e+00
1.310431407353431155e+02 5.372060182508306525e+00
1.315124002698280776e+02 4.016582698498183390e+00
1.319850326765701709e+02 2.518946102421949718e+00
1.324610744512552287e+02 1.362030267260678329e+00
1.329405626180035256e+02 1.070676950110822645e+00
1.334235347389688400e+02 1.796753898066697275e+00
1.339100289241473831e+02 3.468936279122175392e+00
1.344000838414021928e+02 6.108261684788004686e+00
1.348937387267084773e+02 9.719447834530257069e+00
1.353910333946254525e+02 1.111586886198642787e+01
1.358920082490007530e+02 9.709779394980415645e+00
1.363967042939135013e+02 7.952630984326589214e+00
1.369051631448618309e+02 6.290530662347038060e+00
1.374174270402018294e+02 4.481941504233333262e+00
1.379335388528441229e+02 3.119688402989112319e+00
1.384535421022152377e+02 3.312943318485139343e+00
1.389774809664901909e+02 4.351271388383707972e+00
1.395054002951042946e+02 5.650749687043202130e+00
1.400373456215507701e+02 6.748790149110789116e+00
1.405733631764726965e+02 7.206264734226721203e+00
