# period  BIC_array
1.000000000000000000e+03 4.377588735970095968e+01
1.023678582917593985e+03 4.489766491925098535e+01
1.048505712367458045e+03 4.504832749148346238e+01
1.074567032055680784e+03 4.477336826877194653e+01
1.101956917656641508e+03 4.603416796858465432e+01
1.130779618776492271e+03 4.605715133664648420e+01
1.161150584944726916e+03 5.031989910554426615e+01
1.193198011187690327e+03 5.115202657037389145e+01
1.227064646810918248e+03 5.120809494913658000e+01
1.262909921212688914e+03 4.940342609187678136e+01
1.300912453507839018e+03 4.909797702894854865e+01
1.341273029315356325e+03 4.937484171156881985e+01
1.384218149413881065e+03 5.214346060673346983e+01
1.430004282675851300e+03 5.413165354768773341e+01
1.478922991927911653e+03 5.345312480725772275e+01
1.531307149173835569e+03 5.216542257165968977e+01
1.587538520198523884e+03 5.201359552110636741e+01
1.648057083968365532e+03 4.978601788007586038e+01
1.713372568099785667e+03 5.766907608878443625e+01
1.784078840554152293e+03 6.732846411479988546e+01
1.860872018154919715e+03 7.494123048631018946e+01
1.944573462197544586e+03 7.355891167213297877e+01
2.036159272363348236e+03 6.850320878141280900e+01
2.136798527234549965e+03 6.331545864795987200e+01
2.247903454927004987e+03 5.540798897366244091e+01
2.371196114229350314e+03 5.237237837963152742e+01
2.508798293062660832e+03 4.689021100546040088e+01
2.663354636500036577e+03 4.347727295694647864e+01
2.838204275025909283e+03 4.090885678123811431e+01
3.037624807415782925e+03 3.982061842541384067e+01
3.267186914574441744e+03 4.144522326012793201e+01
3.534282913720839588e+03 4.250709841760919971e+01
3.848937653432826210e+03 4.643730521081431561e+01
4.225094902050951532e+03 4.541625370541538587e+01
4.682739753796411605e+03 5.598828596763405585e+01
5.251567929823575469e+03 5.630689047410623971e+01
5.977699192086661242e+03 5.076539432214849512e+01
6.936853982804076622e+03 5.316550231333565080e+01
8.262640146676289078e+03 4.557155817208638382e+01
1.021494126600296659e+04 4.988141879511630350e+01
1.337525344274028612e+04 4.987683550820389655e+01
1.936706049413552682e+04 5.708307788059806853e+01
3.508379810999846086e+04 4.855457206229453959e+01
