# period  BIC_array
1.000000000000000000e+03 4.134134313831594909e+00
1.033054772833709649e+03 2.382647336442914821e+00
1.068369483410304838e+03 1.226989560817088432e+00
1.106184101187754550e+03 4.152934841881403827e-01
1.146773816857302336e+03 6.575252579725372470e-01
1.190455750429881846e+03 1.909491251048820004e+00
1.237597253145436753e+03 4.034706177652225279e+00
1.288626263224296963e+03 5.570638625773568720e+00
1.344044333746741586e+03 5.616305248207851264e+00
1.404443173223862004e+03 4.915271331014793077e+00
1.470525855828182785e+03 4.084296977338880197e+00
1.543134315262872406e+03 3.024835323461672942e+00
1.623285406894687185e+03 1.697675447157422468e+00
1.712218824100717029e+03 1.940041050983154491e-01
1.811461678449063356e+03 8.000422829152284976e-01
1.922916920736107841e+03 1.264269342380515582e+00
2.048986544203154153e+03 1.552360907443699034e+00
2.192746652538090075e+03 1.836195908566054413e+00
2.358201787101289938e+03 1.902763849911934813e+00
2.550663793947636805e+03 1.544155065938241478e+00
2.777332702672991218e+03 9.547830736404705476e-01
3.048217538472410524e+03 3.987832279192957685e-01
3.377654235841252103e+03 7.470527085797584732e-02
3.786927112671501618e+03 8.227989662088930345e-03
4.309058997459352213e+03 7.422280706617812029e-02
4.998197806775717254e+03 1.570090367406464793e-01
5.949724886453154795e+03 2.283564010926966148e-01
7.348732793911553017e+03 2.810653951697759112e-01
9.607923012933302743e+03 3.465961730736353275e-01
1.387277105704319547e+04 8.709498747143129549e-02
2.494603146499954164e+04 2.681639468846697127e-03
