# threshold  best_bic
2.121267066053111705e+01 2.167341811767429931e+02
2.833782319484967616e+01 4.349850493965078613e+01
2.750672354891180049e+01 3.826559634410529043e+01
2.940413796534024016e+01 2.795110313986771189e+01
