,Unnamed: 0,inj_period,inj_tp,inj_e,inj_w,inj_k,rec_period,rec_tp,rec_e,rec_w,rec_k,recovered,bic,bic_thresh,inj_msini,rec_msini,inj_au,rec_au,inj_insol,rec_insol
755,1989,99.32072386441841,83.13709969019881,0.0500354203623724,0.6161279289842464,136.1252282670271,99.3192265448441,2455189.140448292,0.038927163618827504,0.4229616419863976,135.15834891884052,True,24255.202016690342,36.12365940383364,582.4733398688468,578.6097718395546,0.32241374025044617,0.3224104998550987,0.2395297978586312,0.2395346126840999
756,1231,274.76957421487805,230.0809529386985,0.2156448523925912,5.114929384546367,0.42241858380905134,,,,,,False,-7.284199499543147,36.12365940383364,2.4744775170501847,317.8284065946748,0.6353787972491218,,0.06167670941400394,
757,683,82685.18990785879,2009.7935543537485,0.04168028399089579,0.3322033340172361,3.4286372410517587,,,,,,False,-7.6660747310192505,36.12365940383364,137.79620518944878,317.8284065946748,28.53243105484445,,3.058504180898431e-05,
758,1499,9814.231879270395,2966.8825797917257,0.08250506762979952,4.182001526709213,0.5167006408442278,,,,,,False,-7.1637025191010935,36.12365940383364,10.173738348723704,317.8284065946748,6.891141498788371,,0.0005243295043420316,
759,333,4.695776052597392,1.4983203137672665,0.24566187678785525,1.6646135687475634,104.03348760440524,4.695814132090292,2455202.109433367,0.2499158363651375,1.6846600616135643,103.6767509848339,True,14701.185036061182,36.12365940383364,155.93521645025825,155.22601614567327,0.04215591713668968,0.042156145039917284,14.011013360219216,14.01086186882776
760,1406,272.336929465981,215.30255830939564,0.2757009813722435,4.312840111272291,68.90664877288145,272.2422183183081,2455337.222032904,0.2945684417005926,-1.8768118059463528,69.50364691678357,True,5043.514547309399,36.12365940383364,396.86569136178696,397.9222697375934,0.6316230669413367,0.6314766179241637,0.06241236897489244,0.0624413210840139
761,437,82321.07496816994,69683.87323344706,0.09286149111800616,1.5180212754502362,31.67974307773651,,,,,,False,33.542208380797376,36.12365940383364,1273.2793543071075,317.8284065946748,28.448605286832496,,3.0765549206186965e-05,
762,2968,3.786454486648283,3.1449984772307773,0.27496957872111205,3.573429960641832,139.92180547274242,3.786441123377728,2455200.7774066883,0.2736604158313811,-2.7835553304508265,141.41581985304828,True,20204.98666941669,36.12365940383364,193.64907154840031,195.7944018818129,0.036520954395537035,0.03652086846824308,18.668197843498398,18.668285689690347
763,2955,41.421240747494934,27.86355430497672,0.6178765400655998,1.33383625772046,0.3730567009214606,,,,,,False,1.457634995892363,36.12365940383364,0.9365091349271863,317.8284065946748,0.1799709297307295,,0.7687443043282687,
764,1044,10543.264141144242,9885.56961121484,0.010746901681319542,3.169674735395398,12.602862601957275,10674.188307480335,2452064.45739459,0.5802719642521638,-0.8744080750348555,7.8686776680943336,False,39.50619239645022,36.12365940383364,255.27696001881264,130.27654884198014,7.2283140929475875,7.2880307736913394,0.00047655452762655466,0.0004687769358977528
765,1731,5.19292596999371,0.3702823144099849,0.15776748271184138,4.724096083093069,43.750399132385766,5.192960739591909,2455205.24943858,0.12752028034649626,-1.7063014501829423,42.37627815127125,True,2162.6903967611224,36.12365940383364,69.05550844889086,67.18149580451636,0.045081156136699566,0.045081357365826163,12.251705275411153,12.251595900068727
766,1779,57464.59941117367,55031.692224371065,0.0965371789132217,3.671055646079892,7.80113809907261,,,,,,False,-5.175112583780674,36.12365940383364,276.8271351883356,317.8284065946748,22.386552266934892,,4.968350253732963e-05,
