,Unnamed: 0,inj_period,inj_tp,inj_e,inj_w,inj_k,rec_period,rec_tp,rec_e,rec_w,rec_k,recovered,bic,bic_thresh,inj_msini,rec_msini,inj_au,rec_au,inj_insol,rec_insol
16,2941,106.62807476607813,70.30496235015036,0.4101482996558656,4.769588508152713,0.29884415988649343,,,,,,False,-0.3651719055357177,36.20270364896162,2.051487179532021,317.8284065946748,0.4433588816023047,,5.975752153502473,
17,1631,239.3718060891264,125.8383665186564,0.0889181088885104,6.151205283654871,143.28960381828776,239.43988443546215,2455130.6580164055,0.11599492674353908,0.06371167169227285,144.89598493931726,True,94.80309895226215,36.20270364896162,1410.5015460147345,1422.488369095033,0.7601331953200992,0.7602773118701844,2.032937396667988,2.032166751138396
18,2693,197.56749051381541,117.46119127698948,0.1168528864174601,4.20342858494754,0.8172502847464304,,,,,,False,-4.694227550525098,36.20270364896162,7.503705082978393,317.8284065946748,0.6688335089150298,,2.6258345342638565,
19,1411,149007.01709676735,95302.46461677137,0.07374868266008855,4.016657669330426,2.2493099903950555,,,,,,False,-5.283017525177981,36.20270364896162,188.837880207812,317.8284065946748,55.41731943830818,,0.00038248320743680263,
20,510,11.26370735317015,5.715199733079902,0.008339912562885556,5.83125442008684,0.9370055443608896,,,,,,False,0.8559614064774337,36.20270364896162,3.3338928134465395,317.8284065946748,0.09907451156101534,,119.66841052011202,
21,1571,63101.51477689839,36139.8561887799,0.2282847873342467,0.6787883501315873,0.960803534797478,,,,,,False,-5.19217490940197,36.20270364896162,59.120415599503794,317.8284065946748,31.25126183208487,,0.001202730397598523,
22,1480,14201.330016505328,9159.41339591997,0.05526730854195585,3.797368733234533,166.49354520617553,14117.401336377548,2450911.7054305226,0.09440781591583873,-2.939006970560364,171.35751042418994,True,74.1743432305084,36.20270364896162,6470.753681684113,6629.104250816524,11.56272990221954,11.517128396247731,0.008785826862696458,0.008855538702887583
23,717,16484.776065539863,3948.6605933603737,0.17447100798659834,2.6429336550751557,0.3836491319315714,,,,,,False,-5.612206231173034,36.20270364896162,15.261251571835235,317.8284065946748,12.77114205504444,,0.007201847670908586,
24,2888,687.4661212518077,88.25510870066006,0.01238833096318648,3.949949139707431,0.2694951715646344,,,,,,False,-2.647073246484481,36.20270364896162,3.775135918909767,317.8284065946748,1.5358255969337964,,0.4979888276002901,
25,2810,43267.60386823528,41016.36369095608,0.10672523152116924,0.27732437484592903,126.57823058192913,32742.49183650253,2441829.5822724686,0.4722749635026247,2.145813235614609,233.9823745083449,False,45.688942139759966,36.20270364896162,7110.572806337153,10691.325931532074,24.30055901431488,20.179737826746337,0.0019891652967922906,0.002884512087651265
26,504,224762.22825564735,132000.58270601768,0.08483517392959579,0.35969299024345663,10.393333025332575,,,,,,False,-5.52342620035459,36.20270364896162,1001.395734082182,317.8284065946748,72.88809287247393,,0.00022110075647361913,
27,2049,9.300085137610633,2.283838127711225,0.06785377553194907,0.44928787276298304,4.723539889103236,,,,,,False,7.949631052504174,36.20270364896162,15.731464104121692,317.8284065946748,0.08719648611872062,,154.491800518364,
28,385,32.10060947015399,13.908051695471206,0.009811375318778182,1.58807500995248,4.794666312521368,,,,,,False,3.5121841634152133,36.20270364896162,24.187469329946843,317.8284065946748,0.1991513339607307,,29.616720236275395,
29,1673,210.60935747064102,73.9856984696399,0.5774939235673473,3.726222592504487,1.5385190828306567,,,,,,False,-2.8818271035900835,36.20270364896162,11.862251957155197,317.8284065946748,0.6979529434748039,,2.4112992784545124,
30,56,313647.25432203925,105758.4270618959,0.1514389155422533,4.43645638817025,1.3217175007054671,,,,,,False,-5.303586618539583,36.20270364896162,140.9382653332917,317.8284065946748,91.01969189330731,,0.0001417857811895545,
31,1346,100.36152475599572,62.46420090033062,0.18490282330957333,5.585416305006951,191.72158589372881,100.36686467371237,2455206.4297241457,0.19019673074189744,-0.7106053343965413,194.1939659181245,True,66.61809532251121,36.20270364896162,1393.638425117045,1410.2290629182046,0.425813279719474,0.4258283836996011,6.4783588287501805,6.477899266769736
32,296,12.318018966560535,5.322290534485443,0.14861086545257549,5.9079010885115855,206.22676652225368,12.318116524684784,2455195.66772194,0.14496840024629667,-0.5041681697449931,208.30072678579015,True,83.03721279863507,36.20270364896162,748.6975530247205,756.6540924241098,0.1051642865817454,0.10516484184511052,106.21035061112245,106.20922904691976
33,102,299.159948325625,239.999846133748,0.03885737144667995,2.2630371963418288,0.12293733511675135,,,,,,False,4.123796825523256,36.20270364896162,1.304125012992062,317.8284065946748,0.8819487195597913,,1.5101383422191228,
34,1693,1223.3787401903714,481.0283754054186,0.1393435826070916,3.3666129967185383,0.6756468128747807,,,,,,False,-5.824101122455063,36.20270364896162,11.358472131612382,317.8284065946748,2.2553553954947025,,0.2309263165691849,
35,221,1614.8661021362698,1267.2664590578568,0.15454890468180407,5.701950015561671,4.9649887344163695,,,,,,False,1.6665743866617788,36.20270364896162,91.36639530691428,317.8284065946748,2.713930446469149,,0.1594799078446909,
36,2657,171426.6609684227,92987.00784827788,0.4336792844675805,1.6078694212898488,1.5391156571210836,,,,,,False,-5.174500276032745,36.20270364896162,122.31692549667405,317.8284065946748,60.84524045518959,,0.0003172854662281235,
37,2652,107.1344479857943,91.07347035478901,0.22233376752832928,3.1409812414560436,1.9749577356360841,,,,,,False,1.0565218121291338,36.20270364896162,14.516636748401918,317.8284065946748,0.44476143744479296,,5.9381224935113055,
38,974,331.1514342581218,249.9186578317107,0.03349631243200366,5.443049101945818,87.37137430184679,331.09898152959926,2455054.0277815564,0.049915142109046164,-1.2243387693557557,89.91640925764368,True,87.26072714484549,36.20270364896162,960.7521983659643,988.0603533162006,0.9437539766374298,0.943654316737812,1.3188208765243803,1.3190994541649954
39,2050,13418.341108813804,2193.3802581604073,0.1350485520764677,3.0044040070010247,0.1892643792563485,,,,,,False,-5.830067934979567,36.20270364896162,7.073573686432376,317.8284065946748,11.133718919538376,,0.009475952968438749,
40,917,10.496156397998169,0.525919086547171,0.013040340777992416,5.888923671572933,103.1136191188566,10.496216435793004,2455201.9828512105,0.02929502247707204,1.7380894798594608,99.12501976552169,True,103.7614658070835,36.20270364896162,358.5820794936741,344.5841277528441,0.09452091052099452,0.09452127095907034,131.47634108095843,131.47533836509223
