# threshold  best_bic
3.473089733904605936e+01 1.337594736830578768e+02
3.123901533305649991e+01 1.276727735296703941e+02
3.189335340632035809e+01 5.338716868360779699e+01
2.993513639874669252e+01 6.418992437280576269e+01
3.416340166823226809e+01 2.519757571960326459e+01
