# period  BIC_array
7.000000000000000000e+02 1.906105219978067566e+01
7.188033261341414573e+02 1.240254707913948096e+01
7.386447227324275673e+02 7.004017128844452600e+00
7.596125927546150933e+02 2.356105421681888856e+00
7.818056703938715373e+02 3.024432943044530475e-01
8.053345756997583749e+02 1.142107194907111989e+00
8.303236586357195392e+02 7.550830640538549687e+00
8.569131974512135912e+02 4.780482338473404980e+00
8.852620334197981720e+02 1.028729357984900616e+00
9.155507464531783626e+02 1.002455234189483235e-01
9.479855057206185620e+02 4.677127820879150022e-01
9.828027688131550121e+02 2.907765390440545161e+00
1.020275055925725269e+03 7.175761777358445670e+00
1.060718097348303445e+03 1.240596355056541711e+01
1.104499751054004037e+03 9.708398262646227295e+00
1.152051223833824679e+03 5.348199030691489497e+00
1.203881321424354383e+03 4.047198159691788533e+00
1.260594726474024355e+03 2.843894141159410083e+00
1.322915698238936102e+03 2.442006852550946405e+00
1.391719167857880848e+03 5.485318353378090706e+00
1.468072069375459023e+03 7.247770051275153946e+00
1.553289065585647450e+03 6.379764992822515524e+00
1.649008878155999128e+03 4.691480306851531168e+00
1.757300693736909807e+03 3.818985517068085755e+00
1.880815443634144231e+03 3.642331744704620178e+00
2.023005704236682732e+03 3.259700404424620501e+00
2.188453502355114779e+03 4.430671802566450879e+00
2.383373301117057508e+03 5.725529386217402816e+00
2.616410065627726908e+03 4.244187435821743293e+00
2.899956257559746973e+03 2.473731390787975215e+00
3.252429268467951715e+03 1.801350026130762672e+00
3.702439504464479342e+03 1.813412228627498735e+00
4.296974317374878410e+03 1.422822351055401668e-01
5.118975335875804376e+03 1.817072084551057287e+00
6.329863183887334344e+03 6.121973880528827294e+00
8.291117744524997761e+03 5.158112648518795140e+00
1.201335379073261720e+04 1.045682899614746475e+00
2.180054931653896347e+04 9.432314584144023684e-01
