# period  BIC_array
1.000000000000000000e+02 3.441959873173857432e+00
1.008988933524873630e+02 2.544116794023466355e+00
1.018140934705897678e+02 2.177826151418514655e+00
1.027460481459420407e+02 1.962221981210490185e+00
1.036952217170727835e+02 1.434264622448466753e+00
1.046620958408363009e+02 9.961269173427922397e-01
1.056471703074088850e+02 7.084689744183094717e-01
1.066509639017463513e+02 5.298319981748988994e-01
1.076740153146229773e+02 4.758504958665525919e-01
1.087168841066132785e+02 4.690986050860033174e-01
1.097801517286410444e+02 3.767721130883501246e-01
1.108644226030066307e+02 3.067936752375999276e-01
1.119703252691155342e+02 3.978520848656899034e-01
1.130985135984715271e+02 5.666697934177591378e-01
1.142496680838695369e+02 5.960332993481074482e-01
1.154244972081290967e+02 6.969469938438805912e-01
1.166237388981531780e+02 8.987521627433920912e-01
1.178481620705835837e+02 1.091368507317611147e+00
1.190985682758552855e+02 2.126346629513392372e+00
1.203757934480372853e+02 4.593858456977500282e+00
1.216807097684863805e+02 6.793446274664091789e+00
1.230142276520456193e+02 7.249268688146599970e+00
1.243772978652923626e+02 6.368801778086492504e+00
1.257709137871925407e+02 5.047267938627442163e+00
1.271961138234578499e+02 3.256432156578426884e+00
1.286539839869370780e+02 2.186754690659881817e+00
1.301456606575169985e+02 5.292835694882882080e+00
1.316723335362738680e+02 9.888090179882595976e+00
1.332352488100143262e+02 1.203461582969998744e+01
1.348357125438971877e+02 1.007709214180559343e+01
1.364750943215477719e+02 7.671059431835715259e+00
1.381548311539874874e+02 5.820561136937186575e+00
1.398764316808275794e+02 1.719880868789658734e+00
1.416414806895425329e+02 7.705209672006390065e-01
1.434516439812787496e+02 5.410059567325902208e-01
1.453086736146003659e+02 1.238104259937699680e+00
1.472144135618687812e+02 1.779106052394865856e+00
1.491708058166421722e+02 1.552455665967215737e+00
1.511798969946157456e+02 1.252429490838807169e+00
1.532438454752691541e+02 1.949419946045509278e+00
1.553649291366091063e+02 2.756300412100586072e+00
1.575455537412775300e+02 3.088585778333111875e+00
1.597882620389328281e+02 2.980065031951170340e+00
1.620957436573087591e+02 3.442823313203604130e+00
1.644708458628435892e+02 3.563161634799371313e+00
1.669165852813956690e+02 3.958710327697332332e+00
1.694361606804908433e+02 3.547554395441807173e+00
1.720329669269873420e+02 2.538047160560211069e+00
1.747106102482222525e+02 5.170971112005133818e-01
1.774729249409038516e+02 4.571954912618991784e-01
1.803239916905541520e+02 1.833064454520183517e+00
1.832681576855699461e+02 3.320889816741015466e+00
1.863100587344140706e+02 4.390527753541846323e+00
1.894546436226013952e+02 1.136770472755478067e+01
1.927072009786493538e+02 9.413740630759974692e+00
1.960733889557767782e+02 7.010145048902643339e+00
1.995592680797691116e+02 3.550139318794236942e+00
2.031713376641677087e+02 1.908444627158928597e+00
2.069165762531014252e+02 3.355531763048986704e+00
2.108024866212363975e+02 1.879287214247170823e+00
2.148371459413915829e+02 3.269017773566048390e+00
2.190292618256766843e+02 4.965483676473326113e+00
2.233882350583882612e+02 6.365385585098266574e+00
2.279242299718180789e+02 6.352171505476860602e+00
2.326482535738373372e+02 6.387542572490957582e+00
2.375722447238745758e+02 5.426442888392472241e+00
2.427091748781934371e+02 4.228507744544913294e+00
2.480731621942797460e+02 5.239783652581877504e-01
2.536796011077435082e+02 2.857163799944828497e-03
2.595453098860785417e+02 5.105944029423312713e-01
2.656886991378432299e+02 1.351141035671361124e+00
2.721299648335134975e+02 3.515052935712134285e+00
2.788913101011303866e+02 4.389162984174447502e+00
2.859972009288268282e+02 3.805531860995785109e+00
2.934746619797539324e+02 1.715763563145202397e+00
3.013536200577329964e+02 1.583474479188396344e+00
3.096673044256838239e+02 1.634462290437340926e+00
3.184527152674152717e+02 5.267888603027017780e-01
3.277511742207404950e+02 1.537906172409009287e-01
3.376089742611820839e+02 6.229000031814848626e-01
3.480781505021366797e+02 1.079172422226150729e+00
3.592173989986070524e+02 1.708443807691594429e+00
3.710931778056321946e+02 2.648219031464208228e+00
3.837810339110565110e+02 3.955748785414243684e+00
3.973672120156537062e+02 3.975839064916698362e+00
4.119506175673351436e+02 1.461310966847548798e+00
4.276452285247492568e+02 1.600460204866749336e-01
4.445830802608303429e+02 1.859184255712193590e+00
4.629179890630719001e+02 7.828503971839012365e+00
4.828302366237942351e+02 1.690235940565065675e+01
5.045325178828373396e+02 2.099794352679060694e+01
5.282775684269226986e+02 1.910173284918701597e+01
5.543680520933061189e+02 1.385252823131241939e+01
5.831695307597716464e+02 6.965714478095321738e+00
6.151276986653047061e+02 5.567661906602836552e-01
6.507916120060896219e+02 3.201494383983174430e-01
6.908454967203813339e+02 5.075033988440907251e+00
7.361530725332056591e+02 1.230507951580602821e+01
7.878205425042192473e+02 1.964698468623348049e+01
8.472881106605368586e+02 1.970725588365758085e+01
9.164663322691641270e+02 1.289549366115471685e+01
9.979451978157919712e+02 7.975334230208687814e+00
1.095325632656207517e+03 4.779604025538048973e-01
1.213766072239372761e+03 2.357551375135358285e-02
1.360926647674993319e+03 1.105425451821702154e-01
1.548694992388828041e+03 9.263451835782632315e-01
1.796569379377744326e+03 3.431213575451721454e+00
2.138909846424252464e+03 3.357163708266512003e+00
2.642431258759128923e+03 1.991409107143340407e-01
3.456012113113844862e+03 7.562699472771328146e-02
4.993450758109529488e+03 1.929836831629927474e-02
8.994925966109149158e+03 2.349402730175143006e-03
