# threshold  best_bic
1.298558296279909996e+01 1.137859101647890839e+03
1.607032844937499760e+01 1.861512215351417581e+02
1.729267699034372185e+01 1.748522427886400692e+02
1.743750156421408093e+01 2.878591093799605005e+01
1.880233387705668591e+01 1.334881354315939461e+01
