# threshold  best_bic
9.647815840501653639e+00 7.690865526443722047e+02
1.334516297445696154e+01 4.981632391890925646e+02
1.611929418129087921e+01 5.485448756259756919e+01
1.658148876372909442e+01 1.231073975804747533e+01
