# period  BIC_array
1.000000000000000000e+02 3.874087473988041097e+00
1.003172058355862930e+02 5.781916301596609742e+00
1.006364304657493847e+02 7.540023173215701036e+00
1.009576932243481622e+02 8.007220927988015546e+00
1.012810136929108751e+02 6.521127060621509486e+00
1.016064117046137625e+02 3.324262050840232519e+00
1.019339073483365041e+02 3.937857951308672000e-01
1.022635209727965986e+02 2.275188498345244170e-01
1.025952731907638764e+02 1.940118148153871402e+00
1.029291848833575784e+02 3.282330687298738781e+00
1.032652772044275054e+02 3.055999334661791522e+00
1.036035715850213563e+02 1.725419937343005472e+00
1.039440897379400468e+02 4.679336013130637184e-01
1.042868536623832654e+02 7.820257811389552671e-01
1.046318856486872164e+02 3.086260966478619139e+00
1.049792082831567228e+02 6.842694549190483144e+00
1.053288444529938204e+02 9.812338944271218111e+00
1.056808173513253593e+02 1.029230101356115767e+01
1.060351504823314883e+02 8.056155978271476670e+00
1.063918676664778786e+02 5.941514847873293093e+00
1.067509930458537752e+02 4.913176952939338094e+00
1.071125510896186057e+02 5.567324725416213482e+00
1.074765665995596464e+02 5.567990912609147358e+00
1.078430647157632905e+02 4.512801127704406667e+00
1.082120709224029298e+02 3.282666232071633772e+00
1.085836110536459245e+02 3.040748326617176645e+00
1.089577112996826713e+02 4.139003781390698578e+00
1.093343982128809415e+02 5.620768007365327890e+00
1.097136987140680446e+02 6.337782883062828887e+00
1.100956400989443438e+02 5.789308790496576762e+00
1.104802500446312337e+02 4.239129113894989587e+00
1.108675566163568078e+02 2.206453448072338119e+00
1.112575882742826394e+02 7.563347799609516642e-01
1.116503738804751720e+02 4.338833738442815502e-01
1.120459427060253290e+02 8.132503768281935663e-01
1.124443244383199527e+02 1.165843080323540448e+00
1.128455491884690218e+02 1.110910462847030544e+00
1.132496474988922728e+02 6.901625329384870611e-01
1.136566503510697146e+02 2.424030488861603772e-01
1.140665891734594624e+02 8.121573628045553050e-02
1.144794958495879058e+02 6.273617560647153368e-01
1.148954027263160214e+02 1.852875639595183088e+00
1.153143426222865884e+02 3.072113740576867258e+00
1.157363488365569566e+02 3.830346113834892208e+00
1.161614551574218979e+02 5.090359523795470409e+00
1.165896958714318146e+02 4.798116244149255749e+00
1.170211057726109658e+02 2.848712445746670596e+00
1.174557201718813531e+02 1.026032983257849196e+00
1.178935749066971113e+02 2.155805299358917182e-01
1.183347063508954022e+02 8.014809290557423083e-03
1.187791514247692106e+02 5.612801128575313214e-01
1.192269476053680535e+02 1.600606650393345376e+00
1.196781329370324869e+02 1.973251064774146357e+00
1.201327460421687618e+02 2.041468430389528521e+00
1.205908261322699531e+02 2.242586641937563741e+00
1.210524130191902970e+02 2.215787496385743793e+00
1.215175471266793608e+02 1.607253984909576161e+00
1.219862695021830916e+02 1.172493180911487798e+00
1.224586218289193198e+02 1.399085405882701139e+00
1.229346464382345374e+02 1.589773549841680733e+00
1.234143863222502233e+02 1.281696358757571375e+00
1.238978851468064022e+02 1.018794731690775279e+00
1.243851872647106802e+02 1.306733347920143729e+00
1.248763377293010421e+02 1.761349355983995224e+00
1.253713823083314196e+02 1.787335047463272986e+00
1.258703674981887275e+02 1.663041809499461010e+00
1.263733405384507762e+02 1.910555089478933155e+00
1.268803494267948224e+02 2.838997373647714539e+00
1.273914429342659389e+02 5.303677151380057353e+00
1.279066706209166426e+02 8.113669411429569323e+00
1.284260828518268625e+02 8.328024243209810606e+00
1.289497308135162541e+02 6.630020601057708518e+00
1.294776665307596204e+02 4.407686939233414591e+00
1.300099428838168762e+02 2.728308650261155321e+00
1.305466136260901067e+02 1.265235226544604075e+00
1.310877334022194987e+02 4.063244246194415155e-01
1.316333577666312351e+02 6.708623070508679120e-02
1.321835432025506236e+02 6.542168059553432613e-03
1.327383471414939038e+02 7.507140007220414191e-03
1.332978279832532564e+02 2.378289078483248886e-01
1.338620451163889413e+02 9.313630842572848678e-01
1.344310589392445365e+02 2.775690539291460368e+00
1.350049308815000302e+02 6.115386777326989431e+00
1.355837234262797040e+02 7.980061412102074314e+00
1.361675001328308667e+02 6.774230619546216303e+00
1.367563256597911163e+02 4.453651087054367963e+00
1.373502657890618650e+02 2.843045749689210311e+00
1.379493874503069151e+02 3.317492477955909180e+00
1.385537587460944735e+02 3.724579845203450645e+00
1.391634489777036379e+02 5.762540591161823045e+00
1.397785286716147937e+02 8.530525291361044538e+00
1.403990696067057513e+02 1.015145166128181131e+01
1.410251448421755072e+02 9.194277129066549037e+00
1.416568287462186504e+02 4.453610999600229547e+00
1.422941970254735793e+02 6.450724198566604173e-01
1.429373267552695381e+02 2.101886110099826510e-02
1.435862964106974289e+02 6.940421355326549246e-01
1.442411858985311710e+02 1.581807929010409453e+00
1.449020765900262688e+02 1.824011612352151701e+00
1.455690513546244915e+02 1.988210048004532382e+00
1.462421945945935988e+02 2.095587157829598368e+00
1.469215922806324670e+02 2.930931365965008695e+00
1.476073319884735611e+02 4.247077660542061039e+00
1.482995029365151538e+02 6.289254374151923344e+00
1.489981960245172559e+02 7.179122330085036197e+00
1.497035038733966701e+02 6.962478363206201948e+00
1.504155208661576353e+02 5.591676270095106815e+00
1.511343431899961445e+02 4.157124542229425401e+00
1.518600688796173301e+02 4.094038529703027507e+00
1.525927978618068437e+02 4.406562830475195369e+00
1.533326320012988617e+02 3.906234693436644534e+00
1.540796751479849718e+02 2.845579244269245578e+00
1.548340331855097247e+02 1.495186674555867512e+00
1.555958140813008583e+02 7.203100819026815316e-01
1.563651279380835604e+02 9.815812315057002024e-01
1.571420870469307260e+02 1.750302277692256325e+00
1.579268059419025576e+02 2.296541074785793057e+00
1.587194014563314965e+02 2.127500760257362344e+00
1.595199927808107532e+02 1.412352956874414645e+00
1.603287015229465737e+02 4.385848131763907531e-01
1.611456517689372276e+02 3.637834072512191597e-02
1.619709701470445680e+02 5.902881060192441964e-01
1.628047858930257803e+02 2.007570757446458742e+00
1.636472309175968007e+02 3.352813114927016613e+00
1.644984398760010436e+02 4.024035322301855899e+00
1.653585502397608877e+02 4.011477793450936247e+00
1.662277023706916452e+02 3.382183033045393472e+00
1.671060395972624804e+02 1.993613794851953003e+00
1.679937082933906254e+02 5.535689861881962770e-01
1.688908579597606661e+02 4.478288049568845963e-03
1.697976413077634277e+02 2.677586725379796917e-01
1.707142143461533692e+02 8.409479246355715532e-01
1.716407364705280543e+02 1.475404643597627796e+00
1.725773705557371898e+02 1.630169548209522645e+00
1.735242830513338106e+02 1.351211574370907442e+00
1.744816440801855890e+02 8.332458201229684391e-01
1.754496275403679988e+02 6.003138693866105768e-01
1.764284112104686528e+02 1.098285376236347588e+00
1.774181768584356860e+02 2.282601696191065344e+00
1.784191103541109840e+02 3.567367964297332605e+00
1.794314017855942609e+02 3.659872588324788012e+00
1.804552455795906951e+02 2.743972142960402039e+00
1.814908406259030187e+02 1.205978048133076186e+00
1.825383904062342424e+02 1.841121270804535470e-01
1.835981031274775717e+02 6.610413584045744528e-01
1.846701918596759242e+02 2.693787451620451634e+00
1.857548746788433505e+02 4.522360118764481740e+00
1.868523748148496395e+02 5.009708524980950983e+00
1.879629208045784310e+02 4.908866069963337964e+00
1.890867466505798120e+02 5.086219290648543279e+00
1.902240919854485526e+02 5.444871044929328718e+00
1.913752022421706442e+02 4.569891983296841431e+00
1.925403288306923741e+02 3.144954447808800069e+00
1.937197293209789848e+02 8.875501613983942661e-01
1.949136676328423334e+02 1.035776626219728769e+00
1.961224142328323126e+02 4.299151062922774713e+00
1.973462463384996681e+02 1.004079692773485988e+01
1.985854481303547061e+02 1.735730757107792499e+01
1.998403109718623796e+02 2.496550127201315661e+01
2.011111336378310455e+02 2.839249583614274286e+01
2.023982225515713935e+02 2.139495369323815055e+01
2.037018920312207229e+02 1.102649363304350061e+01
2.050224645456484893e+02 2.938154758175556935e+00
2.063602709803810455e+02 6.543481139405571412e-02
2.077156509140056073e+02 5.416811287082907711e-01
2.090889529055390312e+02 1.972196358255914106e+00
2.104805347932721133e+02 3.564712979026111839e+00
2.118907640056273181e+02 4.130493105406330301e+00
2.133200178845974619e+02 2.784677412741174862e+00
2.147686840223632885e+02 8.902363778334319022e-01
2.162371606117206682e+02 1.223766956443185450e+00
2.177258568109832026e+02 3.893966523979628391e+00
2.192351931240621923e+02 8.503126761913080145e+00
2.207656017964663704e+02 1.126451322609099748e+01
2.223175272280034847e+02 8.969615410641253561e+00
2.238914264030130994e+02 4.901267406231823998e+00
2.254877693390041316e+02 2.288745579558238319e+00
2.271070395546230998e+02 2.051469772442857220e+00
2.287497345579318448e+02 2.610266614280007502e+00
2.304163663560297266e+02 3.047025463684548185e+00
2.321074619871180289e+02 3.776612608061924448e+00
2.338235640761671732e+02 4.007654409343686552e+00
2.355652314154178839e+02 3.130401456498233870e+00
2.373330395710206346e+02 1.831187876910988166e+00
2.391275815171968020e+02 1.319546827292285229e+00
2.409494682993896504e+02 1.793888090757022269e+00
2.427993297279628848e+02 2.497314129865472410e+00
2.446778151041009153e+02 3.030939672882041691e+00
2.465855939796691416e+02 3.614283448280772859e+00
2.485233569529011959e+02 3.916052736928975264e+00
2.504918165019007859e+02 4.054375089536293331e+00
2.524917078580707255e+02 3.587845512709179729e+00
2.545237899217184179e+02 2.822059613098744535e+00
2.565888462222340536e+02 1.559149493205950421e+00
2.586876859253924863e+02 5.437704625296930772e-01
2.608211448904999656e+02 2.918928522780959156e-01
2.629900867802875268e+02 6.019053395832827391e-01
2.651954042266464739e+02 1.048289352722704848e+00
2.674380200555115721e+02 1.054408959702840320e+00
2.697188885744244544e+02 5.295027907440612580e-01
2.720389969265488617e+02 1.746157637627732129e-01
2.743993665151764390e+02 3.545028420798246316e-01
2.768010545030402909e+02 7.016898877188992856e-01
2.792451553910602797e+02 1.110352379843035919e+00
2.817328026814740838e+02 1.511123396316477852e+00
2.842651706306622259e+02 1.372614232660609446e+00
2.868434760973633502e+02 6.205573332590006430e-01
2.894689804923904717e+02 1.925745015822144524e-01
2.921429918364117384e+02 6.610691055253425930e-01
2.948668669328495753e+02 1.147694947160459833e+00
2.976420136634805544e+02 1.598092208455071273e+00
3.004698934148982516e+02 2.214027495727350470e+00
3.033520236446249214e+02 2.433250349910210275e+00
3.062899805963389213e+02 2.115042475799327804e+00
3.092854021744278157e+02 2.096958771018464063e+00
3.123399909888794923e+02 2.219332293135067857e+00
3.154555175824069693e+02 1.748700758650230114e+00
3.186338238526586224e+02 9.320467426287706303e-01
3.218768266834122187e+02 5.666187617969455914e-01
3.251865217997954574e+02 5.466649134493195561e-01
3.285649878638250243e+02 6.393625303047656416e-01
3.320143908279250695e+02 1.003901597268523460e+00
3.355369885655848066e+02 1.673099312202666056e+00
3.391351357999587322e+02 1.939492269714307326e+00
3.428112893530167185e+02 1.055721417366100923e+00
3.465680137398329634e+02 3.342997564684537792e-01
3.504079871347839230e+02 2.679860381414016501e-01
3.543340077388228906e+02 4.863596710036404147e-01
3.583490005796431319e+02 5.626478549465048218e-01
3.624560247794609040e+02 2.239743356852272882e-01
3.666582813283653763e+02 2.140044882719394082e-02
3.709591214047511016e+02 4.926322246500660640e-01
3.753620552882833863e+02 2.005245811872711670e+00
3.798707619152186794e+02 4.337728693854472795e+00
3.844890991307473769e+02 7.046159930596644472e+00
3.892211146984061543e+02 9.009764293200888119e+00
3.940710581325972726e+02 9.744478769291404774e+00
3.990433934269140082e+02 9.541746360745932520e+00
4.041428127584065351e+02 8.246360426481402328e+00
4.093742512562187130e+02 5.922512636452410106e+00
4.147429029323071745e+02 3.614744334557528305e+00
4.202542378823359854e+02 2.319369675785296181e+00
4.259140208764937938e+02 1.684425217831332589e+00
4.317283314730509005e+02 1.565256619832553042e+00
4.377035858021836816e+02 3.107907088806399543e+00
4.438465601841572834e+02 6.125151605493968532e+00
4.501644167646401229e+02 1.083519841727205346e+01
4.566647313710435014e+02 1.264871458444862640e+01
4.633555238176718376e+02 1.186613630263003927e+01
4.702452909145693525e+02 8.426608959661365361e+00
4.773430424657246931e+02 3.340805908878039077e+00
4.846583405773177446e+02 5.928931238241830215e-02
4.922013426366218027e+02 1.318593626921057194e+00
4.999828483677775921e+02 4.997772698230093624e+00
5.080143514228696517e+02 8.756444761522587328e+00
5.163080960265967860e+02 1.037802971064976987e+01
5.248771392616520188e+02 8.322183835845677891e+00
5.337354196611936459e+02 4.597248440407398107e+00
5.428978328663073398e+02 1.898116846710266259e+00
5.523803152122576421e+02 2.186450515461174859e+00
5.621999362301772862e+02 4.846331194814510468e+00
5.723750011936955389e+02 7.250426549503472984e+00
5.829251650065613148e+02 8.339608399965655394e+00
5.938715589220240645e+02 8.498159716878788572e+00
6.052369318129614157e+02 6.228846918315966263e+00
6.170458079800790756e+02 3.117975407047453018e+00
6.293246638018612202e+02 4.999483364146044551e-01
6.421021259041420990e+02 3.514700132162431601e-01
6.554091939711413488e+02 1.381911473729019235e+00
6.692794918483391484e+02 1.995225133451896227e+00
6.837495512189509554e+02 2.066015545809605669e+00
6.988591328927059294e+02 2.023370910994316318e+00
7.146515916565363113e+02 1.963359722501152760e+00
7.311742917372210968e+02 1.646070446690387712e+00
7.484790812608454189e+02 1.248066025397903900e+00
7.666228357200170649e+02 7.942402501112297841e-01
7.856680824493664659e+02 4.579896385037613982e-01
8.056837205556737445e+02 4.119868453323363156e-01
8.267458537702058265e+02 1.141583265416684867e+00
8.489387574419973816e+02 1.654257180951546502e+00
8.723560055732186811e+02 2.288789285003332452e+00
8.971017896755911352e+02 2.719363367773198092e+00
9.232924686490472368e+02 2.811519580110854122e+00
9.510583983149379037e+02 2.294491707731921792e+00
9.805461012988736229e+02 9.647980158046749466e-01
