,Unnamed: 0,Unnamed: 0.1,P,e,M0,w,K,v0,dv0_1,wmod,M,a
79,79,79,23006.1077763772,0.5864394898798044,1.8058370090457647,-2.7233152420685705,32.696444510243175,47.00951062806789,-3.837548802708988,0.41827741152122266,3.7541186303833882,15.932893798612799
80,80,80,29764.41858180364,0.6445489448398342,1.4038192454720877,0.4962620929014374,35.78469790640543,53.047526431504146,-5.560220651641673,0.4962620929014374,4.417764151166339,19.34214492168092
81,81,81,20480.77618701177,0.5387988293263397,1.9374381971999282,0.13364350359059252,28.375871072956357,40.917817016256116,-4.969796654736175,0.13364350359059252,2.988766269947918,14.118433662559593
82,82,82,12298.009453234432,0.4462742057493757,-2.8519350678307456,-2.4650335414233733,28.415251925631622,35.14678314972722,-6.088723172852664,0.6765591121664198,3.051004705921209,10.717333471348308
83,83,83,13499.118933808626,0.4992380350170628,-3.0906420417784037,0.82543082100812,31.23122671522131,39.28070240102278,-5.708610541650572,0.82543082100812,3.2689591221409735,11.266718716962805
84,84,84,18919.748632787407,0.5540647861718836,2.2203874529529024,0.5521143663754691,32.27966868240482,44.378082891227216,-4.951045037594574,0.5521143663754691,3.8344637700577286,14.496736412261445
85,85,85,21260.92014449272,0.5475772685866704,1.9464656456449785,-2.781234012083853,30.49385951786434,43.977747235997974,-4.506432025416628,0.3603586415059401,3.431230041380005,14.918341921999906
86,86,86,21514.7163562669,0.5643435672093877,1.8780030442909887,-2.898328707358845,29.967309384436284,43.3894740165564,-4.1471702774097325,0.24326394623094805,3.442113870278043,15.265023726424623
87,87,87,28690.435263190968,0.6400993292119106,1.4391871302701924,-2.732077426308132,34.02495734526363,50.75776969953321,-4.83844261451374,0.4095152272816609,3.9585801775501257,18.390193255373163
88,88,88,24630.722455785726,0.6121609062248232,1.6365515231219288,-2.9086852091398847,30.69397670952853,45.329621764049215,-4.225475236910278,0.2329074444499084,3.4729672440442023,16.563699590804784
89,89,89,12140.408247373534,0.4442018700299227,-2.9271618302240743,-2.7668930540774337,26.88368801549829,34.485435153258145,-5.565455919268148,0.3746995995123594,2.755208473280512,10.397363010364678
90,90,90,12181.967120463765,0.4581161580724895,-2.797274429546143,0.742583725956302,29.614292260650412,36.667138134718435,-5.3924936070277365,0.742583725956302,3.1086963022803014,10.582361618168326
91,91,91,29789.157552887547,0.6427854545409425,1.4250662984493694,-2.53477134854442,38.54733737498278,56.01833441111367,-5.502375454935367,0.6068213050453735,4.380757651138653,18.547656093735565
92,92,92,17011.98863675054,0.5022380588800025,2.4759111455447136,0.5634856197276918,31.24389326450284,42.07337308890643,-4.678213582061172,0.5634856197276918,3.7568195519755294,13.569849257376433
93,93,93,17025.021252079718,0.4898998921391355,2.492091461086373,-2.528369672424538,31.9998519233254,42.16607116908662,-5.940777938459394,0.6132229811652552,3.6930049853603686,13.245448434534966
94,94,94,17260.457900809117,0.5139653188225414,2.453868658186204,-2.5119612515625214,33.05820136042091,43.66918453676996,-5.071879932624533,0.6296314020272717,3.782259038207385,13.386787900190866
95,95,95,17998.23702016286,0.5553502752446057,2.376970254590148,0.7460774693909681,34.860668109814405,45.64179233775307,-5.0437876163536375,0.7460774693909681,4.141141051381758,14.146714229456812
96,96,96,17186.75297808124,0.4859565151038764,2.502909426984273,-2.4740976181570877,33.03198463132795,43.43080002389547,-5.001363418248989,0.6674950354327054,3.713874333854777,13.119029063501257
97,97,97,44382.19175459168,0.7240635895196482,0.908373121556612,-2.898066011927616,33.2665291141702,53.293710497828776,-4.4331160676412855,0.2435266416621782,4.194432425688213,25.13081968060685
98,98,98,26441.164370261227,0.6225928084888458,1.5696770158283009,-2.6995401097066307,34.02141580241881,50.12675806685874,-5.4642353031032345,0.4420525438831624,3.891150500485553,17.34435602255042
