# period  BIC_array
1.000000000000000000e+03 1.252413454862448816e+00
1.029191887488879502e+03 1.410192378468877905e+00
1.060139356300537884e+03 1.439680270786624305e+00
1.093005685479314934e+03 1.406486228212145306e+00
1.127975049713367071e+03 1.484282097495110975e+00
1.165255972464606202e+03 1.468554228682933172e+00
1.205085487285474983e+03 9.962167453186907551e-01
1.247734182764646903e+03 1.578701706189519882e+00
1.293512358038154616e+03 2.016486607556458921e+00
1.342777584948013327e+03 2.049132423445456652e+00
1.395944066715946747e+03 2.088481658461091683e+00
1.453494311583638819e+03 2.381895433009560747e+00
1.515993818216089494e+03 1.786164965615142819e+00
1.584109720129667039e+03 1.449115099563300646e+00
1.658634692920364387e+03 1.109313753603544228e+00
1.740517942984656202e+03 1.052185020774942359e+00
1.830905852006413397e+03 1.101064136890272493e+00
1.931195979555403483e+03 1.087833021171547898e+00
2.043109842566460202e+03 1.069068636075030554e+00
2.168792557170306281e+03 1.008292203517385133e+00
2.310951668211680953e+03 9.675281000808126919e-01
2.473054408319945196e+03 8.454928263435022018e-01
2.659614240787698691e+03 9.257424787709283009e-01
2.876617680214304983e+03 1.185567899153681992e+00
3.132178627612902801e+03 1.197115497877121015e+00
3.437575503412109811e+03 1.243454400620947808e+00
3.808960672568648079e+03 1.251108590165472378e+00
4.270312170513391720e+03 1.239773641862200293e+00
4.858826185677473404e+03 1.217833849240179234e+00
5.635481283774815893e+03 1.160862903103605959e+00
6.707662036461102616e+03 1.114961049098980084e+00
8.283676169657488572e+03 1.043797797439651731e+00
1.082773043142722054e+04 1.061297453682641390e+00
1.562705941013752272e+04 1.042264818513075397e+00
2.806806879999814555e+04 1.071341395071954139e+00
