# threshold  best_bic
2.066259526644149958e+01 2.124657271890565085e+02
2.585339425837658922e+01 4.375664637678067947e+01
2.542541744220460487e+01 3.744585861481203892e+01
3.140466942072905709e+01 2.967268503650871025e+01
