# threshold  best_bic
1.342141119235771995e+01 5.626426354718205403e+01
1.478327118228176573e+01 5.687192075598477459e+01
1.506043022281385291e+01 2.537270527904502160e+01
1.570945036931576766e+01 3.454584799304097942e+01
1.554782059423303409e+01 3.598616447186236655e+01
1.684771733350537914e+01 8.342019782955276241e+00
