# period  BIC_array
7.000000000000000000e+02 1.228428632419820588e+00
7.131475087330802580e+02 1.991712854802585753e+00
7.267983482048103951e+02 2.932390300931274396e+00
7.409819862629290128e+02 3.774655594167768413e+00
7.557302368267935435e+02 4.339492051706315578e+00
7.710774981058108324e+02 4.816100766468110805e+00
7.870610204457801728e+02 5.341836306373352272e+00
8.037212081932126466e+02 5.183248786657145502e+00
8.211019607271797440e+02 4.914661397827728706e+00
8.392510587188245381e+02 7.041214591788559574e+00
8.582206027744840640e+02 1.063190613710054322e+01
8.780675129422577356e+02 1.256430916692849564e+01
8.988540991678117962e+02 1.182847008616505491e+01
9.206487147416150947e+02 1.060119699471030685e+01
9.435265071737618428e+02 9.546284023749535663e+00
9.675702838755305493e+02 7.725211803713506242e+00
9.928715136624437037e+02 5.100929775730321580e+00
1.019531489607797425e+03 2.807448872287807262e+00
1.047662684410847987e+03 1.801679665604808633e+00
1.077390336518166350e+03 1.913029927698858046e+00
1.108854314170375346e+03 3.145404169491627044e+00
1.142211315898910470e+03 7.018111641720281568e+00
1.177637480518780194e+03 1.624923420802173268e+01
1.215331498367840595e+03 1.845039437977266061e+01
1.255518339814095498e+03 1.448390797437929223e+01
1.298453748793571094e+03 1.254271531474159929e+01
1.344429690997386615e+03 9.312281149485897913e+00
1.393781002010784277e+03 5.505288603715285944e+00
1.446893555488551101e+03 3.611290608805973079e+00
1.504214372896173700e+03 3.719077852421094121e+00
1.566264235453049423e+03 5.148090310568989025e+00
1.633653551887377034e+03 5.832495939021555387e+00
1.707102506670258663e+03 5.378174405115856871e+00
1.787466899298548014e+03 4.530412312741532332e+00
1.875771642677538921e+03 3.425235649001876936e+00
1.973254706884902134e+03 1.801162718641876381e+00
2.081425516514813353e+03 1.075091747093608774e+00
2.202143669535777008e+03 2.050189450225531118e+00
2.337726735842755261e+03 3.075225473138743837e+00
2.491100490543271007e+03 3.540065074955577984e+00
2.666012438781200217e+03 3.737192362349389896e+00
2.867342089272277917e+03 4.026463732184595301e+00
3.101563297540637905e+03 4.066655681338147588e+00
3.377453367119896029e+03 3.135404278626197083e+00
3.707217557555911753e+03 2.043557962246211446e+00
4.108343632350649386e+03 1.204577831737140059e+00
4.606806473970635125e+03 2.126867173173934589e+00
5.242927714235735039e+03 4.229276243837148286e+00
6.082867796085909504e+03 5.630055091077139195e+00
7.243271799255905535e+03 6.001405012663127536e+00
8.950774778556837191e+03 3.995321938126750183e+00
1.171163331483540787e+04 3.645553601191579673e+00
1.693531672918915501e+04 2.650671135521122324e+00
3.057055350999813163e+04 1.925312399987944900e+00
