date,observation_id,tel,jd,mnvel,errvel,cts,mdchi,bc,svalue,svalue_err,trv,trv_err
1998-12-26 07:53:13.638,k27.496,k,2451173.82863007,-7.98526395022986,1.32396829128265,39967.0,1.22034025192261,-23844.065,,,,
2003-08-04 14:01:13.075,k77.240,k,2452856.08417911,5.59675204098107,5.76067209243774,96793.0,1.34444725513458,23891.114,,,,
2003-07-13 13:10:32.524,k75.689,k,2452834.04898755,7.01404177486779,5.52514886856079,95145.0,1.37035262584686,24760.679,,,,
1999-06-13 14:41:53.937,k31.292,k,2451343.11242983,-1.47345364749549,1.1892683506012,88870.0,1.34395682811737,20475.37,,,,
2001-10-07 09:19:51.336,k57.215,k,2452189.88878861,3.9411200219381,1.38844609260559,80729.0,1.33474850654602,5205.765,,,,
2001-11-22 04:49:19.574,k59.20,k,2452235.700921,-3.40983975589393,1.32341325283051,103008.0,1.29713249206543,-13911.194,,,,
1998-08-18 13:42:19.037,k23.94,k,2451044.07105367,-7.95370114505408,1.44959080219269,107730.0,1.48972916603088,21617.125,,,,
2000-07-30 12:15:52.991,k43.189,k,2451756.01102999,7.77896487057092,1.20660805702209,104953.0,1.33375525474548,24464.156,,,,
2001-08-06 14:07:19.880,k55.94,k,2452128.08842454,-5.80794919192908,5.0587911605835,80900.0,1.33338415622711,23569.658,,,,
1997-09-24 13:16:33.579,k15.200,k,2450716.05316642,-1.14013302981971,1.3500292301178,133146.0,1.46692085266113,10137.288,,,,
2002-10-25 06:36:38.311,k68.35,k,2452572.77544341,1.44324862301232,1.31934070587158,95307.0,1.18524932861328,-2281.292,,,,
2002-08-28 12:48:18.776,k66.86,k,2452515.03355065,-1.06704343021033,5.36734676361084,95955.0,1.21434307098389,19345.492,,,,
1997-01-13 06:53:25.627,k9.76,k,2450461.78710216,2.03783785641076,1.18163526058197,126973.0,1.38772594928741,-25731.704,,,,
2000-01-07 05:50:29.398,k38.30,k,2451550.74339581,-3.55186093509315,1.19915342330933,94209.0,1.35495626926422,-25239.433,,,,
2000-12-22 08:03:06.510,k47.553,k,2451900.83549201,6.70180117428185,1.24942994117737,94161.0,1.47738301753998,-23185.199,,,,
2002-09-18 07:44:25.139,k67.54,k,2452535.82251318,-0.680126315952521,1.22853565216064,85428.0,1.25405764579773,13053.284,,,,
2001-07-06 13:27:51.665,k54.359,k,2452097.06101464,-6.00817502200721,5.19049739837646,83860.0,1.24155914783478,24335.739,,,,
1999-09-17 08:27:35.228,k35.54,k,2451438.85249106,-6.92182553470252,1.21796596050262,75561.0,1.30839943885803,13441.201,,,,
1997-08-06 12:56:59.954,k13.117,k,2450667.0395828,-0.491672641636114,1.19754433631897,132481.0,1.37741553783417,23666.221,,,,
1999-08-20 12:34:09.087,k33.254,k,2451411.02371629,3.36837374508264,1.21713554859161,77263.0,1.2602995634079,21344.821,,,,
1998-09-14 12:51:40.441,k25.341,k,2451071.03588473,-11.3420678442728,1.25663113594055,115397.0,1.456951379776,14014.265,,,,
1998-12-26 07:56:29.577,k27.497,k,2451173.83089788,-7.32024014651893,1.25071001052856,87244.0,1.36781668663025,-23847.723,,,,
2003-07-28 12:55:22.984,k76.80,k,2452849.03846046,6.82038485348107,5.59343242645264,106233.0,1.2648047208786,24620.719,,,,
2002-11-22 09:08:42.083,k69.65,k,2452600.88104263,5.91564547359826,1.33817923069,97469.0,1.23706328868866,-14223.625,,,,
