date,observation_id,tel,jd,mnvel,errvel,cts,mdchi,bc,svalue,svalue_err,trv,trv_err
2003-12-14 04:38:06.619,k80.21,k,2452987.69313216,-12.8809498574572,2.48342871665955,25714.0,1.04597675800323,-14829.768,,,,
2002-03-29 15:08:52.125,k62.51,k,2452363.13115885,40.4315730307264,1.57046389579773,95526.0,1.12596070766449,24884.678,,,,
2001-08-06 09:10:06.987,k55.51,k,2452127.88202531,-30.3082493569689,1.60855650901794,83397.0,1.19855761528015,-8307.403,,,,
2004-03-12 15:15:12.058,k84.650,k,2453077.13555623,-40.438406827672,1.68493974208832,103657.0,1.10412275791168,21860.463,,,,
2003-08-04 11:41:17.724,k77.208,k,2452855.98701069,11.1964350912733,1.92159378528595,98187.0,1.2954535484314,-7591.58,,,,
2003-12-16 04:43:31.485,k80.429,k,2452989.69689219,-11.6484516885119,1.32215559482574,107999.0,1.08412086963654,-14069.774,,,,
2002-09-18 06:17:05.609,k67.37,k,2452535.76187048,-35.4525364663439,1.63884699344635,86781.0,1.22153842449188,-22409.442,,,,
2001-07-07 12:35:05.060,k54.470,k,2452098.02436412,-74.7787998940783,1.53171038627625,85323.0,1.1824437379837,4218.883,,,,
2004-03-07 15:40:03.041,k84.166,k,2453072.15281297,-43.8631428506212,1.45659589767456,98240.0,1.05735731124878,20546.62,,,,
2001-09-08 07:31:31.530,k56.42,k,2452160.81355937,25.2388850424452,1.66840076446533,84103.0,1.2017434835434,-20026.614,,,,
2002-03-30 15:21:26.321,k62.154,k,2452364.13988798,44.9537287924452,1.33750200271606,95520.0,1.09758830070496,24983.739,,,,
2004-06-23 08:41:53.669,k86.45,k,2453179.86242673,-97.2611988808947,1.54892921447754,98204.0,1.10859179496765,10418.1,,,,
2001-07-10 11:41:05.254,k54.1087,k,2452100.98686637,-74.5936497475939,1.69523370265961,78560.0,1.20501172542572,3040.555,,,,
2002-07-31 07:23:05.226,k65.34,k,2452486.80769938,-13.1635884072619,1.53298962116241,87707.0,1.19190204143524,-5439.62,,,,
2002-10-25 04:45:27.300,k68.19,k,2452572.69823264,-66.2275685098009,1.60455012321472,96442.0,1.16841602325439,-25892.941,,,,
2003-03-14 15:11:54.363,k72.305,k,2452713.13326809,-142.905905606969,1.59716475009918,88899.0,1.14166522026062,22171.715,,,,
2002-06-20 11:15:20.844,k64.73,k,2452445.96899125,15.1185542318983,1.78940057754517,106004.0,1.27424502372742,11517.483,,,,
2001-07-04 09:32:20.495,k54.63,k,2452094.89745943,-79.1508625771837,1.78590071201324,71284.0,1.26209259033203,5886.882,,,,
2003-09-15 05:48:59.207,k78.41,k,2452897.74235193,20.6563044760389,1.76590633392334,102024.0,1.36674785614014,-21570.887,,,,
2004-07-09 08:53:53.215,k88.62,k,2453195.8707548,-103.005804898961,1.51943838596344,99922.0,1.16258335113525,3716.137,,,,
2003-12-15 04:51:42.495,k80.218,k,2452988.70257517,-14.3196476723986,1.86878216266632,90072.0,1.08076095581055,-14456.958,,,,
2003-06-13 14:51:47.599,k74.91,k,2452804.11930091,-13.8812321450548,1.62843918800354,97483.0,1.14445459842682,13823.905,,,,
2002-04-25 14:56:16.189,k63.80,k,2452390.12240959,29.2373133871717,1.5352965593338,84683.0,1.10586905479431,25440.547,,,,
2001-07-08 13:08:17.292,k54.682,k,2452099.04742236,-71.756033780797,1.63947653770447,86663.0,1.21221220493317,3725.903,,,,
2003-12-15 04:38:45.537,k80.217,k,2452988.6935826,-8.5243138100939,1.63295078277588,85520.0,1.06678879261017,-14451.356,,,,
2002-11-22 04:28:49.884,k69.21,k,2452600.68668847,-80.4644078042345,1.52782928943634,111943.0,1.18543601036072,-21725.149,,,,
2003-05-18 14:08:45.704,k73.215,k,2452778.08941787,-46.9047077920275,1.62186110019684,98515.0,1.15788578987122,21871.731,,,,
2003-07-12 07:58:40.794,k75.439,k,2452832.8324166,3.43341934420297,1.46103370189667,98130.0,1.20992791652679,2831.388,,,,
2003-10-12 05:43:32.541,k79.127,k,2452924.73857108,-2.15924728177359,1.42678570747375,104885.0,1.11455976963043,-25860.102,,,,
2002-10-27 05:07:35.361,k68.424,k,2452574.71360372,-65.5717533852892,1.71150016784668,98056.0,1.22460865974426,-25837.8,,,,
2004-03-09 15:32:52.806,k84.407,k,2453074.1478334,-40.5955265786486,1.47370958328247,103026.0,1.065509557724,21086.686,,,,
2003-07-28 09:54:59.585,k76.56,k,2452848.91318964,2.92955887057016,2.20513534545898,36958.0,1.07030487060547,-4376.039,,,,
