,jd,mnvel,errvel,tel
0,2451411.123542,-124.06630008619078,1.2331341836609069,k
1,2451550.859618,-66.0891577522064,1.2033750876231843,k
2,2451581.848634,-50.306687049081404,1.2222180454962024,k
3,2451882.983576,132.85389644701235,1.2567421396386813,k
4,2451898.986782,132.58103878099672,1.2317431323330428,k
5,2451899.985359,139.10536129076235,1.250149942292057,k
6,2451900.93088,138.24528438646547,1.237652113357648,k
7,2451973.735046,169.86532528002016,1.1360363884488858,k
8,2452235.836377,371.1231911857819,1.1845100807379692,k
9,2452536.076227,609.2089989860749,1.4536403270349707,k
10,2452572.977002,659.1205590446687,1.3228076718230297,k
11,2452600.958183,672.9664757927155,1.2926156056304214,k
12,2452987.761609,1176.9730065544343,2.8702724388447547,k
13,2452988.788229,1171.9466393669343,1.2416453302096109,k
14,2453338.777338,1943.3131700296328,1.1268068925548353,j
15,2454085.877998,-483.8528960267807,1.482840214511902,j
16,2454723.130486,-343.9660033316271,1.04777190055207,j
17,2455231.942182,-67.56928258307289,1.5610049478483865,j
18,2456173.140159,516.5958413778138,1.1934641941876474,j
19,2456208.048986,557.0688995990558,1.3902298519118086,j
20,2457764.835144,-445.0210482574993,1.4697550778477464,j
21,2457965.127378,-514.5255005834779,1.4158219974234176,j
22,2458116.844416,-466.07341367805145,1.582523326755685,j
23,2458396.103203,-364.61304384928144,1.2145432606602724,j
24,2458476.896961,-343.63407094498706,1.3235798187956802,j
