date,observation_id,tel,jd,mnvel,errvel,cts,mdchi,bc,svalue,svalue_err,trv,trv_err
2001-04-08 11:48:56.466,k51.275,k,2452007.99232021,-4.09703111029259,1.43238365650177,94406.0,1.11601567268372,11482.505,,,,
1998-05-22 09:49:06.343,k20.163,k,2450955.90910119,-26.5479893622457,1.36399459838867,207385.0,1.36000323295593,-7062.168,,,,
2003-03-13 13:33:44.241,k72.112,k,2452712.06509538,11.5236048760355,1.60895144939423,83396.0,1.16554415225983,20526.825,,,,
2004-03-09 12:27:42.077,k84.367,k,2453074.019237,13.2948985161723,1.57229661941528,103188.0,1.12669169902802,21548.421,,,,
1999-07-10 07:11:46.116,k32.278,k,2451369.7998393,-10.2396321234762,1.37799143791199,99346.0,1.20920169353485,-22582.82,,,,
2001-04-04 11:13:42.411,k50.167,k,2452003.96785198,-8.33808183050743,1.50589263439178,105944.0,1.18155789375305,13132.656,,,,
2004-06-25 08:11:36.425,k86.436,k,2453181.84139381,5.85616255425819,1.42213225364685,100572.0,1.20569694042206,-19276.663,,,,
2003-06-16 09:47:11.219,k74.666,k,2452806.90776874,-4.50658463812462,1.68626773357391,95781.0,1.18429434299469,-16460.766,,,,
2004-06-24 09:21:14.691,k86.246,k,2453180.88975337,3.93772841119178,1.54076135158539,98057.0,1.20739471912384,-19130.718,,,,
2001-04-07 12:15:01.181,k51.130,k,2452007.01043033,-5.11144303656212,1.50179553031921,93591.0,1.17053401470184,11827.07,,,,
1999-02-19 15:10:02.129,k29.344,k,2451229.13196909,-11.8360295233785,1.35388445854187,136274.0,1.25488567352295,25020.556,,,,
2001-08-06 07:35:51.962,k55.33,k,2452127.81657364,-1.73606919623009,1.56328046321869,92852.0,1.20062828063965,-25510.219,,,,
2002-03-29 14:43:48.630,k62.46,k,2452363.11375729,4.26831770562538,1.61704552173615,94661.0,1.16798329353333,15069.714,,,,
1998-06-18 07:54:25.236,k21.73,k,2450982.82945875,-20.8856663641988,1.4681978225708,201005.0,1.3315132856369,-16955.174,,,,
