# period  BIC_array
1.000000000000000000e+02 2.158810692892075167e+00
1.001948349481009188e+02 3.910707273398884354e+00
1.003904305914420547e+02 1.764068860227621371e+01
1.005867913937176183e+02 5.055778907314561366e+00
1.007839218536136343e+02 3.648661444625190597e+00
1.009818265051516590e+02 1.778538777877997745e+00
1.011805099180362362e+02 5.635715385975572644e-01
1.013799766980067147e+02 1.035671747153787692e+01
1.015802314871930747e+02 1.031544072346514440e+01
1.017812789644761295e+02 3.537161098174919971e+00
1.019831238458518783e+02 1.071192468497690697e+01
1.021857708848002915e+02 3.052159490183385060e+00
1.023892248726584029e+02 1.669016522985202755e+00
1.025934906389980199e+02 3.840065837644033309e-01
1.027985730520078107e+02 2.741519633923417132e-01
1.030044770188800953e+02 1.729141669681894200e+00
1.032112074862022126e+02 3.950153599795839909e+00
1.034187694403526336e+02 5.678558123237507971e+00
1.036271679079019350e+02 5.853538848016569318e+00
1.038364079560185331e+02 1.142657712293851091e+01
1.040464946928793921e+02 1.195630383269565300e+01
1.042574332680856628e+02 1.176461566774412404e+01
1.044692288730835230e+02 1.205805032002990629e+01
1.046818867415900485e+02 8.877614808845919470e+00
1.048954121500243133e+02 1.349256133449807749e+01
1.051098104179438053e+02 1.939320245520366370e+01
1.053250869084861279e+02 1.425301008046972129e+01
1.055412470288163007e+02 1.052188371441684467e+01
1.057582962305794041e+02 5.513186005135708001e+00
1.059762400103589215e+02 1.251103630993782190e+01
1.061950839101407098e+02 6.258838058583933162e-01
1.064148335177828102e+02 1.551584029841365009e+00
1.066354944674910143e+02 3.378898810401437913e+00
1.068570724403003709e+02 4.519684252689103232e+00
1.070795731645627455e+02 4.397568921031506761e+00
1.073030024164405205e+02 3.116591173025540229e+00
1.075273660204063759e+02 1.341257381733839793e+00
1.077526698497494380e+02 8.881545713968876044e+00
1.079789198270878217e+02 1.131975416087789199e+01
1.082061219248874977e+02 1.412270040689531925e+01
1.084342821659879377e+02 6.456844324222629439e+00
1.086634066241342964e+02 1.354068483052913052e+01
1.088935014245163444e+02 9.071831497273478817e+00
1.091245727443142641e+02 9.242488394780593808e+00
1.093566268132515518e+02 9.242761052354580897e+00
1.095896699141547685e+02 9.191938970587330004e+00
1.098237083835206391e+02 8.437134721571396767e+00
1.100587486120902838e+02 6.518698285560049044e+00
1.102947970454310251e+02 6.060750736046429665e+00
1.105318601845255273e+02 1.045266269526007363e+01
1.107699445863686378e+02 7.591602157959869146e-01
1.110090568645719600e+02 1.023994097547983984e+00
1.112492036899761274e+02 2.343647509892207381e+00
1.114903917912713638e+02 4.070867849405999550e+00
1.117326279556257873e+02 5.576609809214915003e+00
1.119759190293221707e+02 6.187144091477307484e+00
1.122202719184027586e+02 5.973232389550275911e+00
1.124656935893229814e+02 1.268116642255517945e+01
1.127121910696133398e+02 3.441830807141741388e+00
1.129597714485501996e+02 2.596878548603058334e+00
1.132084418778355115e+02 2.837971825064983022e+00
1.134582095722852983e+02 4.329952424809334843e+00
1.137090818105276355e+02 5.688240375103418955e+00
1.139610659357094988e+02 6.668829358527091244e+00
1.142141693562133753e+02 1.434289020808955684e+01
1.144683995463832247e+02 8.970793933306822510e+00
1.147237640472602465e+02 9.783268173061173911e+00
1.149802704673285945e+02 9.486682184672190488e+00
1.152379264832709111e+02 8.434020644702059144e+00
1.154967398407342500e+02 7.083116717071561652e+00
1.157567183551061589e+02 1.464145188964698718e+01
1.160178699123015065e+02 3.778649382480352870e+00
1.162802024695597680e+02 1.822167934814956425e+00
1.165437240562531400e+02 9.601994119023629537e+00
1.168084427747059237e+02 2.787353766450451076e-01
1.170743668010248228e+02 1.279867222936559301e+00
1.173415043859407660e+02 2.916846297755000705e+00
1.176098638556622120e+02 4.771393896086124187e+00
1.178794536127401642e+02 6.054359159059799822e+00
1.181502821369452363e+02 6.171752182297495892e+00
1.184223579861567686e+02 4.722460950774006960e+00
1.186956897972641656e+02 2.531753191982602402e+00
1.189702862870808246e+02 9.647986315983644090e+00
1.192461562532708825e+02 1.138230313383974135e+01
1.195233085752886950e+02 3.703288781082392234e-01
1.198017522153315610e+02 9.075363394205169243e+00
1.200814962193058193e+02 1.265147160140713822e+00
1.203625497178062886e+02 9.376922424587064597e+00
1.206449219271099196e+02 5.990476198229544025e-01
1.209286221501830454e+02 2.304858379812912972e-01
1.212136597777031000e+02 5.313445408415873317e-01
1.215000442890947312e+02 1.043769103224781247e+01
1.217877852535807506e+02 3.919842550205771659e+00
1.220768923312478904e+02 9.239080294910763769e+00
1.223673752741279088e+02 6.700193357840134922e+00
1.226592439272941704e+02 1.358588481534684433e+01
1.229525082299737022e+02 5.813336582713418466e+00
1.232471782166757066e+02 5.262124612563411574e+00
1.235432640183359041e+02 5.218120628105339165e+00
1.238407758634777025e+02 5.242891483894823068e+00
1.241397240793898931e+02 1.529411445337564146e+01
1.244401190933218118e+02 1.367462498412135119e+01
1.247419714336955963e+02 4.435185710316090990e+00
1.250452917313362491e+02 2.854193336261801051e+00
1.253500907207197628e+02 1.002971000984530292e+00
1.256563792412392360e+02 4.659401986486955138e-01
1.259641682384900747e+02 1.860587896081142389e+00
1.262734687655737957e+02 4.085739734685262192e+00
1.265842919844209717e+02 5.906388637497229865e+00
1.268966491671342709e+02 6.458821710135680405e+00
1.272105516973508941e+02 5.772165765608406218e+00
1.275260110716255610e+02 4.734635520744859605e+00
1.278430389008340882e+02 4.570217542777754716e+00
1.281616469115978987e+02 6.199686146244516749e+00
1.284818469477299345e+02 1.577231209323065286e+01
1.288036509717022682e+02 1.483096638081110541e+01
1.291270710661359544e+02 1.978152517422654455e+01
1.294521194353130511e+02 2.230645338740703210e+01
1.297788084067119598e+02 2.111706106280018957e+01
1.301071504325657315e+02 1.669482344081029623e+01
1.304371580914443314e+02 1.076705885395153928e+01
1.307688440898608917e+02 5.200098987603723799e+00
1.311022212639024929e+02 1.593593524416746732e+00
1.314373025808861826e+02 4.289125752405311687e+00
1.317741011410402621e+02 1.523329552964810318e+00
1.321126301792114930e+02 2.797436465549822060e+00
1.324529030665987648e+02 3.277837327885663399e+00
1.327949333125135354e+02 2.644913019953946787e+00
1.331387345661678694e+02 1.336025412515959943e+01
1.334843206184898463e+02 4.556126887483742394e-01
1.338317054039678169e+02 8.706121817175358046e+00
1.341809030025231948e+02 1.517885141340229893e+00
1.345319276414127785e+02 2.792571503959948132e+00
1.348847936971610579e+02 3.639182628415028375e+00
1.352395156975228474e+02 3.681613009170632722e+00
1.355961083234772104e+02 1.422302221461438876e+01
1.359545864112526488e+02 1.396089889291943109e+00
1.363149649543849478e+02 9.984804470561243761e+00
1.366772591058074795e+02 2.820712931275011215e-01
1.370414841799751287e+02 2.881049353977005012e+00
1.374076556550220971e+02 1.783594603981100590e+00
1.377757891749546388e+02 1.192173508186101571e+01
1.381459005518788956e+02 2.417980830753094779e+00
1.385180057682648851e+02 1.834716142026991292e+00
