# threshold  best_bic
1.324176797564192753e+01 1.688020559789702020e+03
1.861707078280347005e+01 3.471731826706841275e+02
1.558840975690348429e+01 6.980077428189906641e+01
1.550162328655139987e+01 2.517532758413290139e+01
1.642529636294785433e+01 1.873580095522038391e+01
1.828177838179568226e+01 1.709320935746927717e+01
